date,Buy and hold SPY,Rule[SPY Garman-Klass realized volatility 20d],Rule[SPY Parkinson realized volatility 20d],Rule[SPY realized volatility 20d],Rule[VIX close],Rule[VIX z-score 252d],Rule[VIX/realized volatility gap 20d],TabICL[Direct all-history] Calibration Base,TabPFN[Direct all-history] Calibration Base,XGBoost[Raw + TabICL embeddings] Calibrated,XGBoost[Raw + TabICL embeddings] Calibration Base,XGBoost[Raw + TabPFN embeddings] Calibrated,XGBoost[Raw + TabPFN embeddings] Calibration Base,XGBoost[Raw all-history incumbent] Calibrated,XGBoost[Raw all-history incumbent] Calibration Base,XGBoost[Raw] Calibrated,XGBoost[Raw] Calibration Base
2020-01-02,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619,-0.007572545342091619
2020-01-03,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00185760747751062,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00381521495502124,0.00185760747751062,0.00185760747751062,0.00381521495502124,0.00381521495502124
2020-01-06,-0.00281181670847086,-0.00281181670847086,-0.00281181670847086,-0.00281181670847086,-0.00281181670847086,-0.00281181670847086,-0.00140590835423543,-0.00281181670847086,-0.00281181670847086,-0.00281181670847086,-0.00145590835423543,-0.00145590835423543,-0.00145590835423543,-0.00140590835423543,-0.00140590835423543,-0.00281181670847086,-0.00281181670847086
2020-01-07,0.005329899130287918,0.005329899130287918,0.005329899130287918,0.005329899130287918,0.005329899130287918,0.005329899130287918,0.002664949565143959,0.005329899130287918,0.005329899130287918,0.005329899130287918,0.005279899130287919,0.005279899130287919,0.005279899130287919,0.002664949565143959,0.002664949565143959,0.005329899130287918,0.005329899130287918
2020-01-08,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.0033902306929557424,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006780461385911485,0.006730461385911485,0.006730461385911485,0.006780461385911485,0.006780461385911485
2020-01-09,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002927710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518,-0.002877710050649518
2020-01-10,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.006877162217346244,0.003388581108673122,0.003388581108673122,0.006877162217346244,0.006877162217346244
2020-01-13,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.001524540499501903,-0.0015745404995019029,-0.0015745404995019029,-0.001524540499501903,-0.001524540499501903
2020-01-14,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.0022600138776538437,0.001080006938826922,0.001080006938826922,0.0022600138776538437,0.0022600138776538437
2020-01-15,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.008318296987144702,0.004159148493572351,0.004159148493572351,0.008318296987144702,0.008318296987144702
