month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,FeatureSensitivity[full][TabPFN direct],FeatureSensitivity[full][TabPFN direct] | inverse-vol capped top-k,FeatureSensitivity[full][XGBoost light],FeatureSensitivity[full][XGBoost light] | inverse-vol capped top-k,FeatureSensitivity[identity_ablated][TabPFN direct],FeatureSensitivity[identity_ablated][TabPFN direct] | inverse-vol capped top-k,FeatureSensitivity[identity_ablated][XGBoost light],FeatureSensitivity[identity_ablated][XGBoost light] | inverse-vol capped top-k,FeatureSensitivity[metadata_only][TabPFN direct],FeatureSensitivity[metadata_only][TabPFN direct] | inverse-vol capped top-k,FeatureSensitivity[metadata_only][XGBoost light],FeatureSensitivity[metadata_only][XGBoost light] | inverse-vol capped top-k,FeatureSensitivity[strict_time_series][TabPFN direct],FeatureSensitivity[strict_time_series][TabPFN direct] | inverse-vol capped top-k,FeatureSensitivity[strict_time_series][XGBoost light],FeatureSensitivity[strict_time_series][XGBoost light] | inverse-vol capped top-k,FeatureSensitivity[ticker_ablated][TabPFN direct],FeatureSensitivity[ticker_ablated][TabPFN direct] | inverse-vol capped top-k,FeatureSensitivity[ticker_ablated][XGBoost light],FeatureSensitivity[ticker_ablated][XGBoost light] | inverse-vol capped top-k,Rule[6M momentum top-k],Rule[6M momentum top-k] | inverse-vol capped top-k,Rule[Risk-adjusted momentum top-k],Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] | inverse-vol capped top-k,TabPFN[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] | inverse-vol capped top-k,XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,XGBoost[GPU allocation scorer] Calibration Base,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k
2020-01,-0.05454852992795161,-0.07824826180382788,-0.017954724441201768,-0.03890131335296085,-0.04340960744964334,-0.008439380356632555,-0.05286561372189434,-0.04927765441145543,-0.09086345934802921,-0.09046307424059716,-0.06853607363391633,-0.06534174297167211,-0.08346963858496287,-0.08189213691155621,-0.020896995162989117,-0.017506773351177486,-0.019643191165498362,-0.017828418260443943,-0.06853607363391633,-0.06534174297167211,-0.08346963858496287,-0.08189213691155621,-0.0900015268738977,-0.08967248755398174,-0.0900015268738977,-0.08967248755398174,-0.07124419927519215,-0.07267978214772336,-0.055037000413761174,-0.05498198195281531,-0.06853607363391633,-0.06534174297167211,-0.03871724736810213,-0.028797645910784857,-0.09086345934802921,-0.09046307424059716,-0.0900015268738977,-0.08967248755398174,-0.0900015268738977,-0.08967248755398174
2020-02,-0.14485397359129104,-0.16354881001931654,-0.06355517403928701,-0.09406444930744919,-0.04848878485535091,-0.02942749652712049,-0.19475957640546362,-0.18883362661570408,-0.24135180869532621,-0.23399982564694424,-0.21124393167974706,-0.204206538820541,-0.22958759789423994,-0.22761065972956182,-0.09220633103791101,-0.07076848830074076,-0.08831398239392706,-0.0688394096338866,-0.21124393167974706,-0.204206538820541,-0.22958759789423994,-0.22761065972956182,-0.2518254779883227,-0.2480533099598258,-0.23189118937858813,-0.23027712888020246,-0.08378599470507568,-0.06850326984232967,0.01080592230687192,0.0003659397873449293,-0.21124393167974706,-0.204206538820541,-0.1742515400937728,-0.14917943227968802,-0.21838621365918215,-0.21529326145826932,-0.19455957640546362,-0.18860912966560264,-0.19455957640546362,-0.18860912966560264
2020-03,0.10528199762534536,0.15053652755412283,0.0885109234793942,0.04591785434013629,0.052773607947397765,0.019483744818959318,0.03609055797847323,0.030189968422692868,0.020890369696921596,0.010927543464843004,0.03609055797847323,0.03018996842269286,0.07156682646847029,0.020095157931940534,0.07937154871164431,0.067431915694959,0.08111006027805082,0.07042437201476417,0.03609055797847323,0.03018996842269286,0.07156682646847029,0.020095157931940534,0.03557769029301799,0.02929244997314619,0.07156682646847029,0.020095157931940534,0.04371982767448661,0.020192440376013518,0.02269766190434315,0.015069772152724268,0.03609055797847323,0.03018996842269286,0.03629055797847323,0.030404759983936727,0.04898656255440832,0.0353465556138126,0.055661344496754944,0.038304078659442624,0.055661344496754944,0.038304078659442624
2020-04,0.05812332666708574,0.06417551818010314,0.026107518288067275,0.02708337563050278,0.03463895564934281,0.018097865963571106,0.08467013049396,0.09976056357456506,0.06393521030955217,0.05476821493430469,0.08954721319671834,0.08618415409728454,0.06373521030955216,0.054705262297123435,0.06961735170044606,0.05927107242854029,0.06822005189036076,0.05888095361388479,0.08954721319671834,0.08618415409728454,0.06373521030955216,0.054705262297123435,0.0753965112816188,0.06799263056108537,0.06373521030955216,0.054705262297123435,0.03463895564934281,0.02013911248797062,0.02394363192165241,0.015276526569414015,0.08954721319671834,0.08618415409728454,0.0652571576683503,0.05198002551236089,0.06809540434164792,0.061464573835579635,0.07758333966027028,0.0665468963646026,0.07758333966027028,0.0665468963646026
2020-05,0.01999268480659916,0.024083589220398993,0.01667308769568474,0.009764559265398228,0.03624273257848423,0.009376428388236312,0.01804649327009389,0.018280980164787883,0.019857218421428135,0.016650885391202006,0.0341968549263999,0.03212855203966242,0.028352035276673338,0.0240506940451887,0.02875203527667334,0.024460641924569957,0.027131759715016558,0.024287754261234213,0.0341968549263999,0.03212855203966242,0.028352035276673338,0.0240506940451887,0.02325249878830944,0.02172657504352961,0.028352035276673338,0.024050694045188704,0.034695898290750864,0.022645364637453792,0.036042732578484234,0.029664154709032324,0.0341968549263999,0.03212855203966242,0.02614131012533909,0.026193530068258097,0.029459667332482644,0.02460179304375979,0.0245836217132452,0.02555575482097749,0.0245836217132452,0.02555575482097749
2020-06,0.05777398842837514,0.060568446405498744,0.052601345921847995,0.036549384708549223,0.12582939734443901,0.03749440999906073,0.07681825199469472,0.11123789677994149,0.05043170790798786,0.05169637673423542,0.08448823378937995,0.1187775924495087,0.061724585372805445,0.061597535931515325,0.11603595418206464,0.11289736358547502,0.11838202178186186,0.11388848840072037,0.08448823378937995,0.1187775924495087,0.061724585372805445,0.061597535931515325,0.08348166731271318,0.11637194904899807,0.10954765288085236,0.10921481710048687,0.06201447462576502,0.051811776376360606,0.13243396373960403,0.1341400877026661,0.08448823378937995,0.1187775924495087,0.09084681833440203,0.12322073091431049,0.024618798848332225,0.031361408577260975,0.021251426086362078,0.029033796476976636,0.021251426086362078,0.029033796476976636
2020-07,0.03652974206645801,0.066672311265356,0.022756130098575286,0.016659586978284374,0.07497744395618126,-0.0032737599496952987,0.055965994084902,0.06201904167939223,0.0721641680998026,0.0789886349080005,0.03985034842515969,0.0406862041955369,0.04718633049843665,0.05115020745062869,0.05299573245274329,0.029972965096512472,0.05235384475441425,0.03079126406614895,0.03985034842515969,0.0406862041955369,0.04718633049843665,0.05115020745062869,0.05876430833588589,0.06167924633196911,0.04465735051528898,0.05358509684550585,0.07477744395618126,0.047141844875695324,0.10221278616809153,0.08388932898705619,0.03985034842515969,0.0406862041955369,0.05158464782922356,0.04771068880583268,0.07968925766615302,0.08537663548300048,0.07928925766615302,0.08492412439200381,0.07928925766615302,0.08492412439200381
2020-08,-0.027170320929438132,-0.03189006025885954,-0.01686292131593674,-0.012011010478320077,-0.06673633895117506,-0.001029524340237775,-0.08194985058205233,-0.06172271889423848,-0.0828449938734231,-0.06369299241465577,-0.08968759910911132,-0.0716015155631659,-0.0830449938734231,-0.06377372725798955,-0.056655760218031044,-0.03446429809391581,-0.05754225387750888,-0.035559502235864085,-0.08968759910911132,-0.0716015155631659,-0.0830449938734231,-0.06377372725798955,-0.08852489428828182,-0.06870283098691517,-0.07853324987350468,-0.04923705198878944,-0.06673633895117506,-0.05082393247137776,-0.06425826400785933,-0.04767996884570341,-0.08968759910911132,-0.0716015155631659,-0.08447791397423002,-0.06699361617618484,-0.0835214561845965,-0.05180695682607467,-0.08378323420726,-0.06393543529299474,-0.08378323420726,-0.06393543529299474
2020-09,-0.010365283498496759,-0.022179846916834278,-0.02226635443247125,-0.007693391610016056,-0.022112844012562888,-0.005619846892611058,-0.0215901930712354,-0.025685462126498422,-0.025294265703370497,-0.024145148839125306,-0.012145191238273378,-0.013605231570786963,-0.025294265703370497,-0.024145148839125306,-0.019442577076915928,-0.022269593719112593,-0.015324351469448397,-0.01915906305544781,-0.012145191238273378,-0.013605231570786963,-0.025294265703370497,-0.024145148839125306,-0.0215901930712354,-0.025723736192556294,-0.0215901930712354,-0.025751422549602387,-0.020308393890745235,-0.023011780164437754,-0.020308393890745235,-0.023014094259478847,-0.012145191238273378,-0.013605231570786963,-0.018806955939920413,-0.02180715247020366,-0.021790193071235402,-0.02596692785517621,-0.019101109530397453,-0.01779097089413464,-0.019101109530397453,-0.01779097089413464
2020-10,0.08653827865221968,0.10711648280265829,0.06429911720425929,0.0506938799410092,0.05218559573365882,0.012746940477389668,0.12090645120644053,0.12852779998453884,0.12994195869284025,0.13932390393726365,0.12090645120644053,0.1285451864879876,0.12994195869284025,0.13932390393726365,0.030727416036949066,0.026989549931367658,0.029988012532102152,0.02655539924580346,0.12090645120644053,0.1285451864879876,0.12994195869284025,0.13932390393726365,0.12994195869284025,0.13927517183159102,0.12994195869284025,0.13927517183159102,0.0824436907216701,0.09523477310088359,0.07248380321973649,0.08125640867212838,0.12090645120644053,0.1285451864879876,0.10173988165292708,0.09990840758608698,0.13537473672672418,0.1468704514391677,0.13138478681313603,0.13916028844403283,0.13138478681313603,0.13916028844403283
