Strategy,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
FeatureSensitivity[full][XGBoost light] | inverse-vol capped top-k,cagr,0.11398942332114692,0.11710323084143459,-0.02284750079535403,0.27628538342139947,400,400,0.95
FeatureSensitivity[full][XGBoost light] | inverse-vol capped top-k,annualized_volatility,0.18106434978380803,0.173318653502539,0.13298854412586256,0.23394923935710626,400,400,0.95
FeatureSensitivity[full][XGBoost light] | inverse-vol capped top-k,sharpe,0.6923161217331998,0.7481273700427241,0.006679365025362905,1.6880050168577465,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],mean_monthly_return,0.014529109148217484,0.015306673220067936,0.0029774458141332396,0.027578098282882258,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],cagr,0.16847543068327808,0.179764085228432,0.013806860356624429,0.3692251706217871,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],annualized_volatility,0.1859471538124079,0.17883045959335014,0.141598724648712,0.22900968004695496,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct],sharpe,0.9376282788092655,1.0263059979334175,0.17490675917374138,2.159357818523071,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct] | inverse-vol capped top-k,mean_monthly_return,0.01464609609634724,0.015117135941879578,0.003120179761815771,0.025578635959901074,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct] | inverse-vol capped top-k,cagr,0.17078123945821577,0.178036322832413,0.019573451962621814,0.3401507742444453,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct] | inverse-vol capped top-k,annualized_volatility,0.1834896815033616,0.17881648491003502,0.14046836901065995,0.22593063222770718,400,400,0.95
FeatureSensitivity[identity_ablated][TabPFN direct] | inverse-vol capped top-k,sharpe,0.957836711667882,1.0181584610759078,0.20306207895663117,1.9295601951367796,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],mean_monthly_return,0.011081730261577797,0.010829074751720905,-0.0020456665803190743,0.022184942122080567,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],cagr,0.12172932950181092,0.11814656610111118,-0.0458037179925009,0.2847524815438287,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],annualized_volatility,0.18464723746679332,0.1799306853410267,0.13793844149924944,0.23841694914816206,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light],sharpe,0.7201882084092843,0.7329637560451454,-0.14734043255850454,1.7481065307048131,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light] | inverse-vol capped top-k,mean_monthly_return,0.009292061574498835,0.010002602610782809,-0.002227422678044951,0.02013521322378768,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light] | inverse-vol capped top-k,cagr,0.09951509290922389,0.11206114922256327,-0.04871092117549527,0.25900626419679407,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light] | inverse-vol capped top-k,annualized_volatility,0.1778208467218508,0.17236319874281414,0.12874285535954763,0.22516665158667085,400,400,0.95
FeatureSensitivity[identity_ablated][XGBoost light] | inverse-vol capped top-k,sharpe,0.6270622424175206,0.7083401831248788,-0.11219754912019012,1.683985024554136,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],mean_monthly_return,0.011911467364314176,0.011428960209040658,0.0019076076119938549,0.021354145950009524,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],cagr,0.13970941842983153,0.13239891016129546,0.01274952989501251,0.2758779259469379,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],annualized_volatility,0.15245017676874345,0.15199405767093982,0.12729865753971095,0.17549215937455184,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct],sharpe,0.9376021163202501,0.8907937024249303,0.15970303920835208,1.8162203918881503,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct] | inverse-vol capped top-k,mean_monthly_return,0.010431764654827974,0.0105222876523639,0.0022370327543672357,0.018931435420250015,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct] | inverse-vol capped top-k,cagr,0.12265829510421722,0.12478110450807267,0.0176389945131335,0.2420520733176845,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct] | inverse-vol capped top-k,annualized_volatility,0.1347885110816859,0.1333440956825051,0.11089475458446049,0.15392786971219002,400,400,0.95
FeatureSensitivity[metadata_only][TabPFN direct] | inverse-vol capped top-k,sharpe,0.9287228922802783,0.9563373123302413,0.19138407658570608,1.7546424764088904,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],mean_monthly_return,0.011527374916996926,0.01130468920146653,0.0019397691826347036,0.02104014617620394,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],cagr,0.13466307368038066,0.13256028128661612,0.011251442588771749,0.2722114095543142,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],annualized_volatility,0.15161107013520408,0.15036087693356961,0.1252571157106323,0.17270357516220605,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light],sharpe,0.9123904928617955,0.9027937719476167,0.1495240744665111,1.7240684058364282,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light] | inverse-vol capped top-k,mean_monthly_return,0.010162369547873232,0.01057140523303626,0.0013864841914785681,0.01809104201286675,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light] | inverse-vol capped top-k,cagr,0.11921961470923859,0.12364303216973915,0.00727672533380459,0.2301753084830525,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light] | inverse-vol capped top-k,annualized_volatility,0.13374520718003094,0.1325615507850093,0.10936915321875992,0.15345528944144635,400,400,0.95
FeatureSensitivity[metadata_only][XGBoost light] | inverse-vol capped top-k,sharpe,0.9117966702935915,0.9439564117723716,0.12108934564168114,1.7417783693780433,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],mean_monthly_return,0.014529109148217484,0.015168724690738036,0.0020161130175284183,0.02623985579355463,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],cagr,0.16847543068327808,0.17965436837622328,0.0017657146009714302,0.3499724611637993,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],annualized_volatility,0.1859471538124079,0.1801780440499403,0.14413069826999514,0.2337343764994916,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct],sharpe,0.9376282788092655,1.024806138840734,0.11725882771485334,1.9902430406738698,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct] | inverse-vol capped top-k,mean_monthly_return,0.01464609609634724,0.015076968261054167,0.0020424922915936385,0.026513172958209635,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct] | inverse-vol capped top-k,cagr,0.17078123945821577,0.17666524501573644,0.0019771151947957943,0.35557700209044263,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct] | inverse-vol capped top-k,annualized_volatility,0.1834896815033616,0.18010943082842493,0.13896089190092012,0.22731917449625152,400,400,0.95
FeatureSensitivity[strict_time_series][TabPFN direct] | inverse-vol capped top-k,sharpe,0.957836711667882,0.9945509411456293,0.12382593212050698,2.0569982597837777,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],mean_monthly_return,0.011081730261577797,0.011390234374238545,-0.0004966616451621249,0.023323799841248632,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],cagr,0.12172932950181092,0.12757333544977523,-0.029439040328801045,0.30780090086170087,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],annualized_volatility,0.18464723746679332,0.17903241811351134,0.13755269217585966,0.2336566704916305,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light],sharpe,0.7201882084092843,0.8082541064354642,-0.026778994749698713,1.8893110833566964,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light] | inverse-vol capped top-k,mean_monthly_return,0.009292061574498835,0.00964518577463325,-0.0022217622912099858,0.021057568955253386,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light] | inverse-vol capped top-k,cagr,0.09951509290922389,0.10545195326110701,-0.04716652423809211,0.2652684053829193,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light] | inverse-vol capped top-k,annualized_volatility,0.1778208467218508,0.17488585262793557,0.1301762071917259,0.22282693598540942,400,400,0.95
FeatureSensitivity[strict_time_series][XGBoost light] | inverse-vol capped top-k,sharpe,0.6270622424175206,0.6710186658688035,-0.14111330782470605,1.7071859895848498,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],mean_monthly_return,0.01232814951918345,0.013294094785011396,0.00045901959334984806,0.02455574900015494,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],cagr,0.1350244362026689,0.14978137814612724,-0.02788946074971754,0.32162283630770433,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],annualized_volatility,0.19888068829006703,0.1922774958939068,0.14289505455601373,0.24905083299068856,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct],sharpe,0.7438519823223583,0.8319651543514863,0.027132116409783587,1.8956013937187597,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct] | inverse-vol capped top-k,mean_monthly_return,0.011661298207513032,0.011675867279525357,-0.0009519476042732383,0.02444696781563687,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct] | inverse-vol capped top-k,cagr,0.12686662642051938,0.12546141453110815,-0.03889794059062723,0.3184813160473662,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct] | inverse-vol capped top-k,annualized_volatility,0.19606949940586701,0.19221420463795633,0.1412462864229242,0.24699288978955292,400,400,0.95
FeatureSensitivity[ticker_ablated][TabPFN direct] | inverse-vol capped top-k,sharpe,0.7137039616778307,0.7415694413204776,-0.04751825102618686,1.9250645722945974,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],mean_monthly_return,0.013375750777872458,0.013219316197527392,0.0015511096829324074,0.025416090438314633,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],cagr,0.14996186312709847,0.14823146674311072,-0.007034297659246941,0.3281824609847496,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],annualized_volatility,0.19749639468641636,0.19382474688130863,0.14997145095829661,0.24705960339272026,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],sharpe,0.8127186807097151,0.8045351179483887,0.0838227297026473,1.7492341655771795,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light] | inverse-vol capped top-k,mean_monthly_return,0.011329679137306835,0.010892862482995747,-0.0005147283775940035,0.022467658387173718,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light] | inverse-vol capped top-k,cagr,0.12445889639173413,0.11995001610468758,-0.028243911357294062,0.2884720320872613,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light] | inverse-vol capped top-k,annualized_volatility,0.1878417210740919,0.1854164142123603,0.14374633679705498,0.2348613256917195,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light] | inverse-vol capped top-k,sharpe,0.7237803660990508,0.7039273576056959,-0.03393406317838492,1.708113061041551,400,400,0.95
Rule[6M momentum top-k],mean_monthly_return,0.008899826107442246,0.008570299225927466,-0.00041382465462872403,0.019219285891632357,400,400,0.95
Rule[6M momentum top-k],cagr,0.09995787683652169,0.09616139222956555,-0.016356579730444926,0.24378467057133332,400,400,0.95
Rule[6M momentum top-k],annualized_volatility,0.14995620777730784,0.1487332082823692,0.12733174883149453,0.17084365743755972,400,400,0.95
Rule[6M momentum top-k],sharpe,0.7121940123206301,0.6766038452316161,-0.032582225003870535,1.639364168847978,400,400,0.95
Rule[6M momentum top-k] | inverse-vol capped top-k,mean_monthly_return,0.006895117870285025,0.006407339891769211,-0.0017772807657401456,0.01668758593190291,400,400,0.95
Rule[6M momentum top-k] | inverse-vol capped top-k,cagr,0.0763536060720893,0.07056941877577338,-0.028213683690528072,0.21224883570968173,400,400,0.95
Rule[6M momentum top-k] | inverse-vol capped top-k,annualized_volatility,0.1343993900345601,0.1334466064609135,0.11207208674506251,0.1517776161345651,400,400,0.95
Rule[6M momentum top-k] | inverse-vol capped top-k,sharpe,0.6156383181660554,0.5887806126918775,-0.17599018826023138,1.5853663160175369,400,400,0.95
Rule[Risk-adjusted momentum top-k],mean_monthly_return,0.01247326748115873,0.012107434950404405,0.0024631122735889314,0.023379316965683593,400,400,0.95
Rule[Risk-adjusted momentum top-k],cagr,0.14721525452938988,0.14252092998758692,0.018209180380871104,0.30462410585210203,400,400,0.95
Rule[Risk-adjusted momentum top-k],annualized_volatility,0.1540055218040617,0.15505949435439748,0.12598176276418477,0.17752809132064093,400,400,0.95
Rule[Risk-adjusted momentum top-k],sharpe,0.9719080719997739,0.9436535824508892,0.1951474825362132,1.7981540576184392,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,mean_monthly_return,0.010956935318476049,0.011032365133809847,0.0019264147184949174,0.020253228405313385,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,cagr,0.12895365424553762,0.129300243878398,0.013887394065888634,0.25892010477442046,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,annualized_volatility,0.1403163126623977,0.13882791476923545,0.11391964074062669,0.16388101933244942,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,sharpe,0.9370487388594823,0.9490846446231602,0.16525991637450468,1.7451073096321132,400,400,0.95
TabPFN[Direct allocation scorer],mean_monthly_return,0.014529109148217484,0.014767579265884699,0.00286303676542064,0.025254185744509338,400,400,0.95
TabPFN[Direct allocation scorer],cagr,0.16847543068327808,0.1678438871607899,0.00910364236593177,0.3323523092081726,400,400,0.95
TabPFN[Direct allocation scorer],annualized_volatility,0.1859471538124079,0.1808426184112778,0.1398055476644401,0.22922057767314646,400,400,0.95
TabPFN[Direct allocation scorer],sharpe,0.9376282788092655,0.9722240683439941,0.15739194225512784,1.9677484520349018,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,mean_monthly_return,0.01464609609634724,0.014139315526528898,0.00394614536296531,0.025189927471927637,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,cagr,0.17078123945821577,0.16289679767915588,0.027202296570979147,0.32541549879188975,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,annualized_volatility,0.1834896815033616,0.18081098499280773,0.13855994746670786,0.22141072811013707,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,sharpe,0.957836711667882,0.9389830544568265,0.2393370392372982,1.847327522357472,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_monthly_return,0.014096768638266578,0.0143955001685152,0.0039932985444872645,0.024338091801116162,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,cagr,0.1671960468729159,0.1723085213875727,0.029038065560331124,0.320262118024341,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,annualized_volatility,0.16402925047585226,0.15968635530509193,0.13055523564794635,0.20220269921562115,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,sharpe,1.031286939179803,1.0855201466752487,0.24790413316832405,2.106347632364135,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,mean_monthly_return,0.01287712442019025,0.012245383280003859,0.0033369161852570247,0.021781103633825273,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,cagr,0.15307531671236996,0.1454570949433429,0.024836126498661105,0.2807648363686954,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,annualized_volatility,0.15039073749941814,0.14845193757967046,0.1203415711618703,0.1800807609878935,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,sharpe,1.0274934188874554,0.9869874661317743,0.23030642033856133,1.88876697227991,400,400,0.95
XGBoost[GPU allocation scorer],mean_monthly_return,0.009096425093166422,0.009662425707163351,-0.0017612898439219443,0.02051493631636808,400,400,0.95
XGBoost[GPU allocation scorer],cagr,0.09610797257670711,0.1016729972762942,-0.046108967433902394,0.26262744757966494,400,400,0.95
XGBoost[GPU allocation scorer],annualized_volatility,0.18215956316272525,0.17550480903230703,0.13430779489272068,0.22954791728661147,400,400,0.95
XGBoost[GPU allocation scorer],sharpe,0.5992389267012337,0.6420851271690655,-0.09612671386519911,1.6194176186978648,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,mean_monthly_return,0.008125477341539051,0.008819260501162676,-0.0039019926868185087,0.0200501728861597,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,cagr,0.08510259230374406,0.09696245825759753,-0.06381982710200057,0.25379864192376606,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,annualized_volatility,0.17418475117435547,0.16787554346629396,0.1279593902320937,0.2176929145574569,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,sharpe,0.5597833762202715,0.623573751204644,-0.24607844170250193,1.5888130813711365,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_monthly_return,0.008075342155940616,0.007762594237721507,-0.0042674702266911144,0.019222648691237458,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,cagr,0.08432870861132291,0.08003099482921239,-0.0691678392226462,0.2396866773427154,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,annualized_volatility,0.17561656452069865,0.1704628173885533,0.13444457814861446,0.21269886640817198,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,sharpe,0.5517936541792787,0.5472658421551801,-0.27544066785635346,1.4784388908216968,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,mean_monthly_return,0.006154464937137928,0.0063118591979452006,-0.005550261947578922,0.017129607043771002,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,cagr,0.06171931808275488,0.06391887968974974,-0.0842380619784232,0.21352073155085363,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,annualized_volatility,0.16510563884575558,0.16136297437901181,0.12629533854007696,0.209020519284443,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,sharpe,0.44731106558177797,0.467095295124518,-0.33694702223744527,1.528053512633642,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_monthly_return,0.008075342155940616,0.00827035654996028,-0.003416964040460614,0.019939442881043146,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,cagr,0.08432870861132291,0.08690511126083378,-0.057765021345123485,0.2526426695955782,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,annualized_volatility,0.17561656452069865,0.1721413468470305,0.13601494237517528,0.21394796477563072,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,sharpe,0.5517936541792787,0.5851966906560562,-0.20133823586602473,1.5177432021136636,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,mean_monthly_return,0.006154464937137928,0.00655002408820698,-0.00493170754530988,0.01643427403664007,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,cagr,0.06171931808275488,0.06598851927531713,-0.07244785852237116,0.20300868346313408,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,annualized_volatility,0.16510563884575558,0.1604669463947796,0.12288705550291401,0.1995634225866602,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,sharpe,0.44731106558177797,0.48187671617596783,-0.3117402659786957,1.3457211540478657,400,400,0.95
