Model,Evaluation Window,bin,rows,observed_rate,mean_predicted_probability,score_min,score_max
Dummy[Preholdout prior probability],holdout,"(0.2, 0.201]",1875,0.2,0.20076481997966766,0.20076481997966766,0.20076481997966766
FeatureSensitivity[full][XGBoost light],holdout,"(0.0323, 0.177]",188,0.1595744680851064,0.11284776192475507,0.03332877159118652,0.17702408134937286
FeatureSensitivity[full][XGBoost light],holdout,"(0.177, 0.268]",187,0.1443850267379679,0.22465719043571045,0.17792202532291412,0.26765599846839905
FeatureSensitivity[full][XGBoost light],holdout,"(0.268, 0.323]",188,0.16489361702127658,0.2963982048503896,0.267733633518219,0.32249775528907776
FeatureSensitivity[full][XGBoost light],holdout,"(0.323, 0.371]",187,0.18716577540106952,0.3486379231998627,0.32300353050231934,0.3714102804660797
FeatureSensitivity[full][XGBoost light],holdout,"(0.371, 0.41]",188,0.1595744680851064,0.3922796109889416,0.3714732229709625,0.40982046723365784
FeatureSensitivity[full][XGBoost light],holdout,"(0.41, 0.448]",187,0.15508021390374332,0.4287780478676373,0.4099835157394409,0.44827598333358765
FeatureSensitivity[full][XGBoost light],holdout,"(0.448, 0.484]",187,0.25133689839572193,0.4684273739230824,0.44877269864082336,0.48406320810317993
FeatureSensitivity[full][XGBoost light],holdout,"(0.484, 0.523]",188,0.2553191489361702,0.5037815659604175,0.48416566848754883,0.5230200886726379
FeatureSensitivity[full][XGBoost light],holdout,"(0.523, 0.571]",187,0.25668449197860965,0.5456621650068517,0.5234083533287048,0.5706475377082825
FeatureSensitivity[full][XGBoost light],holdout,"(0.571, 0.765]",188,0.26595744680851063,0.6201333181655153,0.5709043145179749,0.7652103900909424
FeatureSensitivity[full][TabPFN direct],holdout,"(0.0171, 0.0967]",188,0.10106382978723404,0.052814747058251434,0.01814131624996662,0.09656940400600433
FeatureSensitivity[full][TabPFN direct],holdout,"(0.0967, 0.136]",187,0.0962566844919786,0.11485814295191178,0.09678994119167328,0.13553114235401154
FeatureSensitivity[full][TabPFN direct],holdout,"(0.136, 0.179]",188,0.13297872340425532,0.15699276502462142,0.1357421875,0.17939956486225128
FeatureSensitivity[full][TabPFN direct],holdout,"(0.179, 0.201]",188,0.16489361702127658,0.19071385185135173,0.17958734929561615,0.2005860060453415
FeatureSensitivity[full][TabPFN direct],holdout,"(0.201, 0.216]",188,0.18085106382978725,0.20892723824115508,0.20068359375,0.21649987995624542
FeatureSensitivity[full][TabPFN direct],holdout,"(0.216, 0.228]",186,0.21505376344086022,0.22216331950759374,0.21660561859607697,0.22802734375
FeatureSensitivity[full][TabPFN direct],holdout,"(0.228, 0.238]",187,0.2620320855614973,0.23366804213766107,0.2281215637922287,0.2380952388048172
FeatureSensitivity[full][TabPFN direct],holdout,"(0.238, 0.248]",188,0.24468085106382978,0.2428577312446655,0.2381882518529892,0.24755859375
FeatureSensitivity[full][TabPFN direct],holdout,"(0.248, 0.257]",189,0.2275132275132275,0.2520332321445778,0.24774225056171417,0.25732421875
FeatureSensitivity[full][TabPFN direct],holdout,"(0.257, 0.316]",186,0.3763440860215054,0.2769799020982558,0.2576312720775604,0.31640625
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.0305, 0.196]",188,0.1702127659574468,0.12618266779216045,0.031492412090301514,0.1958707720041275
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.196, 0.28]",187,0.13903743315508021,0.24022000207301766,0.1961105614900589,0.28011295199394226
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.28, 0.34]",188,0.17553191489361702,0.3099781888279509,0.28022369742393494,0.33957716822624207
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.34, 0.38]",187,0.1657754010695187,0.3608603606568301,0.33957916498184204,0.3797297179698944
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.38, 0.424]",188,0.18617021276595744,0.40311896166902905,0.3799843490123749,0.4240649938583374
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.424, 0.456]",187,0.16042780748663102,0.44064983996477997,0.42455387115478516,0.45634281635284424
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.456, 0.49]",187,0.19786096256684493,0.47211568208939253,0.45635589957237244,0.4898112416267395
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.49, 0.528]",188,0.18617021276595744,0.5084096399393487,0.48984721302986145,0.5275847315788269
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.528, 0.582]",187,0.3422459893048128,0.5529275268794381,0.5279268622398376,0.5821233987808228
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.582, 0.764]",188,0.2765957446808511,0.6281058379310243,0.5822560787200928,0.7642212510108948
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.0186, 0.1]",188,0.10638297872340426,0.05273388062623587,0.019606048241257668,0.10004273056983948
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.1, 0.136]",187,0.11229946524064172,0.11600289214900471,0.10047613084316254,0.13563667237758636
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.136, 0.176]",188,0.09574468085106383,0.1587241291207202,0.13644130527973175,0.17626953125
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.176, 0.198]",187,0.19786096256684493,0.18864827909890344,0.1763700693845749,0.19765596091747284
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.198, 0.21]",188,0.1702127659574468,0.20413691518788643,0.19775390625,0.21044921875
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.21, 0.222]",188,0.22340425531914893,0.2166365664056007,0.2105455845594406,0.22246642410755157
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.222, 0.233]",186,0.24193548387096775,0.2279865743332012,0.22256134450435638,0.2330973893404007
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.233, 0.244]",190,0.25263157894736843,0.2387398900954347,0.2332112342119217,0.2437446564435959
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.244, 0.255]",186,0.23655913978494625,0.24921885877847672,0.2439560443162918,0.2550646960735321
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.255, 0.38]",187,0.36363636363636365,0.27475875807318456,0.25518926978111267,0.3798828125
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.0265, 0.191]",188,0.1702127659574468,0.1235130600472714,0.02746134251356125,0.1910514235496521
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.191, 0.277]",187,0.1443850267379679,0.23560628900553454,0.19184090197086334,0.2769623100757599
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.277, 0.337]",188,0.13829787234042554,0.3093331812861118,0.27710017561912537,0.33669283986091614
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.337, 0.381]",187,0.19786096256684493,0.3589872440552329,0.3367803394794464,0.38071316480636597
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.381, 0.42]",188,0.16489361702127658,0.4008486129819079,0.3809267580509186,0.4204777181148529
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.42, 0.452]",187,0.2192513368983957,0.4366496265890764,0.42092636227607727,0.4524403214454651
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.452, 0.491]",187,0.1657754010695187,0.4720590337712497,0.4525381922721863,0.49062177538871765
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.491, 0.53]",188,0.22872340425531915,0.5096301068650916,0.4907865524291992,0.5303817987442017
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.53, 0.576]",187,0.2887700534759358,0.5504271206371287,0.5308046340942383,0.5755011439323425
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.576, 0.77]",188,0.28191489361702127,0.6271431246336471,0.5757708549499512,0.7703028917312622
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.0192, 0.101]",188,0.09574468085106383,0.053415758693788916,0.020154092460870743,0.10047613084316254
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.101, 0.134]",187,0.11764705882352941,0.11704579649124554,0.10069571435451508,0.13427734375
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.134, 0.176]",188,0.13829787234042554,0.15577722095111582,0.13438300788402557,0.17588184773921967
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.176, 0.201]",187,0.1497326203208556,0.19034559474909368,0.17598243057727814,0.2004884034395218
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.201, 0.213]",190,0.16842105263157894,0.20753538090931742,0.2005860060453415,0.21337890625
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.213, 0.223]",186,0.22043010752688172,0.2184058648123536,0.21347491443157196,0.22304968535900116
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.223, 0.232]",188,0.2393617021276596,0.2274478089777713,0.22314453125,0.23174603283405304
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.232, 0.24]",187,0.25668449197860965,0.23562114562261552,0.23183982074260712,0.2398388832807541
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.24, 0.252]",189,0.2698412698412698,0.2450464686388692,0.2400488406419754,0.25244140625
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.252, 0.321]",185,0.34594594594594597,0.27122983626417213,0.2527472674846649,0.3214547336101532
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.0643, 0.294]",225,0.07555555555555556,0.19099764774243036,0.06525687128305435,0.29410094022750854
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.294, 0.374]",150,0.14,0.3505207598209381,0.3407740294933319,0.3602674901485443
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.374, 0.449]",225,0.12444444444444444,0.4250775674978892,0.3778752088546753,0.44884395599365234
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.449, 0.487]",150,0.21333333333333335,0.4688507467508316,0.4561630189418793,0.48153847455978394
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.487, 0.522]",225,0.2088888888888889,0.5056736469268799,0.4907534718513489,0.5216179490089417
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.522, 0.541]",150,0.23333333333333334,0.5342702269554138,0.5300672054290771,0.5384732484817505
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.541, 0.584]",225,0.22666666666666666,0.5592814485232035,0.5457123517990112,0.5843369364738464
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.584, 0.593]",150,0.3,0.588953822851181,0.5853719115257263,0.5925357341766357
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.593, 0.606]",225,0.17777777777777778,0.6005621552467346,0.5941194891929626,0.605950653553009
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.606, 0.663]",150,0.3933333333333333,0.6446563601493835,0.6266807317733765,0.6626319885253906
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.020399999999999998, 0.0903]",225,0.07555555555555556,0.056046737978855767,0.02142464742064476,0.09027650952339172
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.0903, 0.126]",150,0.08666666666666667,0.10823456943035126,0.09326171875,0.12320742011070251
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.126, 0.152]",225,0.1511111111111111,0.14342748622099558,0.12608323991298676,0.15234375
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.152, 0.2]",150,0.18666666666666668,0.17983151972293854,0.1605420559644699,0.19912098348140717
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.2, 0.204]",225,0.28,0.20172522962093353,0.2004884034395218,0.20371048152446747
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.204, 0.213]",150,0.18,0.21064493060112,0.2092796117067337,0.2120102494955063
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.213, 0.222]",225,0.18222222222222223,0.2180991272131602,0.21503539383411407,0.22216796875
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.222, 0.225]",150,0.34,0.22470401227474213,0.22470401227474213,0.22470401227474213
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.225, 0.246]",225,0.18666666666666668,0.23480112353960672,0.22695641219615936,0.24551336467266083
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.246, 0.333]",150,0.3933333333333333,0.29808714985847473,0.2630036771297455,0.333170622587204
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.0265, 0.191]",188,0.1702127659574468,0.1235130600472714,0.02746134251356125,0.1910514235496521
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.191, 0.277]",187,0.1443850267379679,0.23560628900553454,0.19184090197086334,0.2769623100757599
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.277, 0.337]",188,0.13829787234042554,0.3093331812861118,0.27710017561912537,0.33669283986091614
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.337, 0.381]",187,0.19786096256684493,0.3589872440552329,0.3367803394794464,0.38071316480636597
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.381, 0.42]",188,0.16489361702127658,0.4008486129819079,0.3809267580509186,0.4204777181148529
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.42, 0.452]",187,0.2192513368983957,0.4366496265890764,0.42092636227607727,0.4524403214454651
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.452, 0.491]",187,0.1657754010695187,0.4720590337712497,0.4525381922721863,0.49062177538871765
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.491, 0.53]",188,0.22872340425531915,0.5096301068650916,0.4907865524291992,0.5303817987442017
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.53, 0.576]",187,0.2887700534759358,0.5504271206371287,0.5308046340942383,0.5755011439323425
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.576, 0.77]",188,0.28191489361702127,0.6271431246336471,0.5757708549499512,0.7703028917312622
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.0192, 0.101]",188,0.09574468085106383,0.053415758693788916,0.020154092460870743,0.10047613084316254
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.101, 0.134]",187,0.11764705882352941,0.11704579649124554,0.10069571435451508,0.13427734375
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.134, 0.176]",188,0.13829787234042554,0.15577722095111582,0.13438300788402557,0.17588184773921967
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.176, 0.201]",187,0.1497326203208556,0.19034559474909368,0.17598243057727814,0.2004884034395218
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.201, 0.213]",190,0.16842105263157894,0.20753538090931742,0.2005860060453415,0.21337890625
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.213, 0.223]",186,0.22043010752688172,0.2184058648123536,0.21347491443157196,0.22304968535900116
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.223, 0.232]",188,0.2393617021276596,0.2274478089777713,0.22314453125,0.23174603283405304
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.232, 0.24]",187,0.25668449197860965,0.23562114562261552,0.23183982074260712,0.2398388832807541
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.24, 0.252]",189,0.2698412698412698,0.2450464686388692,0.2400488406419754,0.25244140625
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.252, 0.321]",185,0.34594594594594597,0.27122983626417213,0.2527472674846649,0.3214547336101532
XGBoost[GPU allocation scorer],holdout,"(0.0779, 0.188]",188,0.13829787234042554,0.14209708159274242,0.07889506220817566,0.18766625225543976
XGBoost[GPU allocation scorer],holdout,"(0.188, 0.273]",187,0.0962566844919786,0.233928560015352,0.1877642720937729,0.2731476426124573
XGBoost[GPU allocation scorer],holdout,"(0.273, 0.327]",188,0.15425531914893617,0.30229216671370446,0.27319270372390747,0.32741260528564453
XGBoost[GPU allocation scorer],holdout,"(0.327, 0.369]",187,0.21390374331550802,0.3486483979990138,0.32744458317756653,0.36908337473869324
XGBoost[GPU allocation scorer],holdout,"(0.369, 0.401]",188,0.18617021276595744,0.3848519853137909,0.3693093955516815,0.4010310173034668
XGBoost[GPU allocation scorer],holdout,"(0.401, 0.439]",187,0.21390374331550802,0.41860164295543323,0.4010941684246063,0.43884751200675964
XGBoost[GPU allocation scorer],holdout,"(0.439, 0.48]",187,0.19786096256684493,0.45933517909304983,0.4389910101890564,0.47936031222343445
XGBoost[GPU allocation scorer],holdout,"(0.48, 0.528]",188,0.2127659574468085,0.5039012519286034,0.47957122325897217,0.5278958678245544
