Model,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
Dummy[Preholdout prior probability],average_precision,0.2,0.2,0.2,0.2,400,400,0.95
Dummy[Preholdout prior probability],mean_spearman_ic,,,,,400,0,0.95
Dummy[Preholdout prior probability],top_k_hit_rate,,,,,400,0,0.95
Rule[12M momentum top-k],average_precision,0.2438064939418784,0.2477685937334838,0.2168909185512212,0.2863115380355005,400,400,0.95
Rule[12M momentum top-k],mean_spearman_ic,0.046441025641025646,0.043584615384615374,-0.01820307692307691,0.11458102564102558,400,400,0.95
Rule[12M momentum top-k],top_k_hit_rate,0.2613333333333333,0.2613333333333333,0.21333333333333335,0.3093999999999999,400,400,0.95
Rule[6M momentum top-k],average_precision,0.24546715106279854,0.24847659542845763,0.22071480156205023,0.28863871326181645,400,400,0.95
Rule[6M momentum top-k],mean_spearman_ic,0.010994871794871788,0.013225641025641027,-0.05683230769230768,0.08111948717948718,400,400,0.95
Rule[6M momentum top-k],top_k_hit_rate,0.2533333333333333,0.2533333333333333,0.20793333333333333,0.30666666666666664,400,400,0.95
Rule[Low volatility top-k],average_precision,0.16553332775121618,0.1666965781722744,0.1545393403796037,0.1853174040950342,400,400,0.95
Rule[Low volatility top-k],mean_spearman_ic,-0.08169230769230772,-0.08149743589743591,-0.16321076923076921,0.0005130769230769133,400,400,0.95
Rule[Low volatility top-k],top_k_hit_rate,0.14133333333333334,0.1413333333333333,0.09866666666666668,0.1893333333333333,400,400,0.95
Rule[Risk-adjusted momentum top-k],average_precision,0.24710809412059742,0.25162966355084265,0.21408052958627966,0.2977092021920507,400,400,0.95
Rule[Risk-adjusted momentum top-k],mean_spearman_ic,0.0011179487179487195,0.0004512820512820589,-0.07713230769230767,0.09284974358974357,400,400,0.95
Rule[Risk-adjusted momentum top-k],top_k_hit_rate,0.27466666666666667,0.27466666666666667,0.2213333333333333,0.3333999999999999,400,400,0.95
FeatureSensitivity[full][XGBoost light],average_precision,0.24555098403932601,0.24735883625786917,0.22262677249118298,0.27371386461269276,400,400,0.95
FeatureSensitivity[full][XGBoost light],mean_spearman_ic,0.02004102564102564,0.01927692307692308,-0.044249230769230784,0.08009461538461535,400,400,0.95
FeatureSensitivity[full][XGBoost light],top_k_hit_rate,0.26399999999999996,0.26399999999999996,0.22126666666666667,0.30406666666666665,400,400,0.95
FeatureSensitivity[full][TabPFN direct],average_precision,0.3020611754026107,0.3065559220404915,0.27054132350136006,0.34840648528552537,400,400,0.95
FeatureSensitivity[full][TabPFN direct],mean_spearman_ic,0.03724912474948475,0.03584279131505001,-0.02348611206881156,0.09161331452879953,400,400,0.95
FeatureSensitivity[full][TabPFN direct],top_k_hit_rate,0.2986666666666667,0.2986666666666667,0.26126666666666665,0.34940000000000004,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],average_precision,0.2627657042632611,0.26599039295286087,0.23421896100489248,0.29739135100258085,400,400,0.95
FeatureSensitivity[ticker_ablated][XGBoost light],mean_spearman_ic,0.0075384615384615295,0.010194871794871796,-0.05211435897435897,0.06967307692307691,400,400,0.95
