month,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibration Base,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibrated,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct],benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct] Calibration Base,top_k_next_3m | ObjectiveSpecific[top_k_next_3m][XGBoost light],top_k_next_3m | ObjectiveSpecific[top_k_next_3m][XGBoost light] Calibration Base,top_k_next_3m | ObjectiveSpecific[top_k_next_3m][XGBoost light] Calibrated,top_k_next_3m | ObjectiveSpecific[top_k_next_3m][TabPFN direct],top_k_next_3m | ObjectiveSpecific[top_k_next_3m][TabPFN direct] Calibration Base,top_k_next_6m | ObjectiveSpecific[top_k_next_6m][XGBoost light],top_k_next_6m | ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibration Base,top_k_next_6m | ObjectiveSpecific[top_k_next_6m][XGBoost light] Calibrated,top_k_next_6m | ObjectiveSpecific[top_k_next_6m][TabPFN direct],top_k_next_6m | ObjectiveSpecific[top_k_next_6m][TabPFN direct] Calibration Base
2024-07,-0.009402913715981119,-0.01353016530435769,-0.01353016530435769,-0.015038385765016838,-0.015038385765016838,0.04853190722156597,0.04853190722156597,0.04853190722156597,0.08195013344250342,0.055842531341063456,0.09020710437109775,0.05618402797313939,0.05618402797313939,0.1134226507559307,0.08790885821777897
2024-08,0.020021888718131996,0.010068158141828421,0.010068158141828421,0.012384815059985677,0.012384815059985677,0.10170057585224603,0.10170057585224603,0.10170057585224603,0.09938790740916048,0.09938790740916048,0.09673466017750983,0.07824484170464381,0.07824484170464381,0.11287940335298755,0.08071953550664356
2024-09,-0.009436063069035239,-0.017202105872171903,-0.017202105872171903,0.01726155298076362,-0.0012132084156705192,-0.046311440371413534,-0.047082030927189475,-0.047082030927189475,-0.015841184341524372,0.029296085682478545,0.0021820201469927593,-0.008343568134455692,-0.008343568134455692,0.023340935815263215,0.035660843798373365
2024-10,0.012342809377356457,-0.015614007527865166,-0.015614007527865166,-0.008462544119581446,-0.00550668963148217,-0.01236050783692122,0.010108509236775776,0.010108509236775776,0.0034341329021215557,0.00593216967004544,-0.03128390536466439,-0.046587942889726425,-0.046587942889726425,0.013640522867989741,0.021111495506973405
2024-11,-0.008639009710403012,-0.02153513643283571,-0.02153513643283571,-0.004791169973780263,-0.0202768008344747,0.023208427334869986,0.015741089783746467,0.015741089783746467,0.01938843703350888,0.016686971106011122,0.05537276469791404,0.04819948435373656,0.04819948435373656,0.06185003149636443,0.0501278656713305
2024-12,0.009334155555059342,0.006991255332475134,0.006991255332475134,-0.0034124024703324532,-0.0036124024703324533,0.030451106052473302,0.06351298313461612,0.06351298313461612,0.060819274735869615,0.03424839832501428,0.119780593580185,0.12590917217520742,0.12590917217520742,0.11121754362406949,0.11055036670831246
2025-01,0.005512111842083133,-0.005446466434011611,-0.005446466434011611,-0.011765662566338377,-0.011765662566338377,-0.021733788486514725,-0.01486480169809279,-0.01486480169809279,0.017299044862475934,0.0153336906462203,0.0639435672176637,0.06688080058303886,0.06688080058303886,0.11481932768695435,0.10022546089930852
2025-02,-0.009352747796874294,-0.007157694845129537,-0.007157694845129537,0.0004557969835007553,-0.015680076418244246,-0.04318499020478452,0.01823666394507033,0.01823666394507033,0.04184421348046812,0.03278737224600079,0.04236635404862438,0.11296085502959462,0.11296085502959462,0.1558853282595371,0.11842118794289873
2025-03,-0.006673362330921308,-0.012810866410744338,-0.012810866410744338,0.009414595221651466,0.003253766924213242,0.0958524576102973,0.08120000166929443,0.08120000166929443,0.10396663283329038,0.10376663283329038,0.1606854224381532,0.24995094160846407,0.24995094160846407,0.29889085334587306,0.19044572334289664
2025-04,-0.027264173304716068,-0.05801882310264551,-0.05801882310264551,-0.050845391813783274,-0.02504712887894578,0.14160238934717326,0.11747107251589058,0.11747107251589058,0.13042824583458285,0.13042824583458285,0.3015778738974724,0.29625804013956125,0.29625804013956125,0.29625804013956125,0.31768890877223327
2025-05,-0.011482177014522144,-0.03146613706129271,-0.03146613706129271,-0.003777380679801956,-0.005489644408591721,0.10558194778578904,0.1084194231832584,0.1084194231832584,0.10536477713215749,0.10536477713215749,0.25944127063744865,0.2297093220228972,0.2297093220228972,0.25143755906337256,0.2651147761257033
2025-06,0.0004252676162133544,-0.0057493253889295826,-0.0057493253889295826,-0.009981819980454443,-0.0008239303756550683,0.12576420999076376,0.12174568695464266,0.12174568695464266,0.143294266514695,0.1308412858685727,0.28062734194329625,0.27867991068344944,0.27867991068344944,0.29288217176825604,0.3045021477173675
2025-07,0.009112361323133113,0.009112361323133113,0.009112361323133113,0.012798423307495812,0.014668884840788767,0.08559924341707166,0.12230900629549077,0.12230900629549077,0.12684017150050622,0.14642591996486096,0.34614958776598964,0.36574792904854325,0.36574792904854325,0.32275794759390797,0.33920570940877465
2025-08,0.000995486092380739,0.003371763155432063,0.003371763155432063,0.010140442203392542,0.005276855423496341,0.1087751521136579,0.0481539939894087,0.0481539939894087,0.1673933498201935,0.17597570055696998,0.10652309780240243,0.12464794140259454,0.12464794140259454,0.3740127051350737,0.33110416974065365
2025-09,-0.029128582753264777,-0.028068013745395585,-0.028068013745395585,-0.009685776056514174,0.0007092591531815412,0.007997242639118452,0.026719800587899092,0.026719800587899092,0.1662645336003929,0.15528203237122337,0.18278218870895835,0.03481357150967763,0.03481357150967763,0.1614767375795563,0.15266463905109193
2025-10,0.010902749474638141,-0.01249059654652016,-0.01249059654652016,-0.019990022872312222,-0.01372416740321283,0.17109716151550777,0.1708971615155078,0.1708971615155078,0.1679371382640411,0.14915043782529452,0.14764588830696712,0.11103657303548035,0.11103657303548035,0.07116049078032145,0.1259939208542709
2025-11,0.0018010007658674683,0.0027101706231335903,0.0027101706231335903,-0.00021575479103841337,0.06060389623950354,0.0885814026273635,0.05883277074620237,0.05883277074620237,0.1461191176362315,0.18370507291812088,,,,,
2025-12,0.03791252966247505,0.017769608089368272,0.017769608089368272,0.020012348635719393,-0.004337882264021408,0.04168845093319427,0.029697961003357334,0.029697961003357334,-0.009755793020903016,0.04734148778757019,,,,,
2026-01,0.012817424323697485,0.013217424323697486,0.013217424323697486,-0.005561744904274524,0.002128222900209599,0.08938484480816268,0.09119712196444558,0.09119712196444558,0.016371612986122108,0.09924873624511259,,,,,
2026-02,-0.0022153704713285586,0.001154785641374945,0.001154785641374945,0.019246177880731245,-0.0076299308520484605,,,,,,,,,,
2026-03,-0.05610346929485326,-0.05311905525933558,-0.05311905525933558,0.005862910875864239,0.026872907287880835,,,,,,,,,,
