Model,CV/Validation Average Precision,Best Params
XGBoost[GPU allocation scorer] Calibration Base,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}"
XGBoost[GPU allocation scorer] Calibrated,0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}"
XGBoost[GPU allocation scorer],0.2557417347282964,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}"
