Model,Base Model,Family,Calibration,Evaluation Window,Rows,Positive Rows,Positive Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Fit Seconds,Predict Seconds,Calibration Seconds,Workflow Seconds,CV/Validation Average Precision,Best Params,Timing Notes
TabICL[Direct allocation scorer] Calibration Base,TabICL,direct_tfm_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.47264058733674585,0.6051793981481481,0.21693120243958675,0.629881049416975,0.07796755484822723,2.1531565899999805,5.826520799500031,0.0,7.9796773895000115,,,direct TFM context excludes calibration-window labels
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.4474481880253919,0.5979938271604938,0.22010872405728352,0.6430232056262972,0.1124754276609531,3.6730905800000073,10.167819824000162,0.0,13.84091040400017,,,direct TFM context excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.4377567313804371,0.574170524691358,0.22630827123282776,0.6434752729800713,0.13293366023787745,2315.264801144,0.03464173900010792,0.0,2315.299442883,0.3832726836120946,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.4018836534383934, ""subsample"": 0.7889205624927114}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,calibration,216,72,0.3333333333333333,probability,0.4377567313804371,0.574170524691358,0.21715263500530604,0.6248655474319066,0.09128522632850061,2315.264801144,0.005503378999947017,0.022533873999691423,2315.2928383969997,0.3832726836120946,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.4018836534383934, ""subsample"": 0.7889205624927114}",sigmoid calibration fitted on calibration window
Rule[12M momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.31960553030600136,0.4736689814814814,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[6M momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.3094981233686017,0.40625,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Low volatility top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.3066296059624292,0.3715277777777778,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.2808594346873533,0.40354938271604934,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
TabICL[Direct allocation scorer],TabICL,direct_tfm,none,holdout,675,225,0.3333333333333333,probability,0.41589887323238034,0.5732938271604938,0.21883686096389002,0.6302941893433679,0.05237016784924048,5.043717750999804,7.664360893999856,0.0,12.70807864499966,,,direct TFM classifier fitted on all pre-holdout rows; no task-specific weight training claim is made
TabPFN[Direct allocation scorer],TabPFN,direct_tfm,none,holdout,675,225,0.3333333333333333,probability,0.407586898857698,0.5839555555555556,0.21960901312594977,0.6316864556608602,0.047065948049227396,10.909040440000354,13.640494788000069,0.0,24.549535228000423,,,direct TFM classifier fitted on all pre-holdout rows; no task-specific weight training claim is made
TabICL[Direct allocation scorer] Calibration Base,TabICL,direct_tfm_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.4044008536435527,0.5675407407407408,0.2206212944593111,0.6348378240441344,0.0440216863044986,2.1531565899999805,5.826520799500031,0.0,7.9796773895000115,,,direct TFM context excludes calibration-window labels
Rule[12M momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.39473640672693694,0.5603753086419754,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.3856112516859507,0.5773135802469136,0.22545729833389638,0.6421834744306371,0.07713551249769,2315.264801144,0.03464173900010792,0.0,2315.299442883,0.3832726836120946,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.4018836534383934, ""subsample"": 0.7889205624927114}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,holdout,675,225,0.3333333333333333,probability,0.3856112516859507,0.5773135802469136,0.2188313928991098,0.6285951125008904,0.02958927415305539,2315.264801144,0.005503378999947017,0.022533873999691423,2315.2928383969997,0.3832726836120946,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.4018836534383934, ""subsample"": 0.7889205624927114}",sigmoid calibration fitted on calibration window
Rule[6M momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.38182987218472497,0.5457283950617283,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.3809605806516917,0.5373925925925925,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,holdout,675,225,0.3333333333333333,probability,0.3775478731673518,0.5608098765432099,0.22194558923358593,0.6374868125234056,0.05523579272958967,3.6730905800000073,10.167819824000162,0.0,13.84091040400017,,,direct TFM context excludes calibration-window labels
XGBoost[GPU allocation scorer],XGBoost,gpu_boosted_tree,none,holdout,675,225,0.3333333333333333,probability,0.3577030601847513,0.5584790123456791,0.22777795600265976,0.6461876287972033,0.08595380156128493,2315.499990276,0.05919820200006143,0.0,2315.559188478,0.3832726836120946,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.4018836534383934, ""subsample"": 0.7889205624927114}",randomized search on monthly rolling-origin folds; final model fit on all pre-holdout rows
Dummy[Preholdout prior probability],Dummy,baseline,none,holdout,675,225,0.3333333333333333,probability,0.3333333333333333,0.5,0.22223337791146758,0.6365391856990571,,0.0,0.0,0.0,0.0,,,constant prior from pre-holdout label frequency
Rule[Low volatility top-k],Rule,deterministic_rule,none,holdout,675,225,0.3333333333333333,raw_score,0.2958323830454167,0.43867654320987653,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
