Model,Evaluation Window,bin,rows,observed_rate,mean_predicted_probability,score_min,score_max
Dummy[Preholdout prior probability],holdout,"(0.336, 0.337]",675,0.3333333333333333,0.3366733466933868,0.3366733466933868,0.3366733466933868
XGBoost[GPU allocation scorer],holdout,"(0.126, 0.23]",68,0.16176470588235295,0.185932560440372,0.12660378217697144,0.22942304611206055
XGBoost[GPU allocation scorer],holdout,"(0.23, 0.322]",67,0.3582089552238806,0.2837571346048099,0.23030340671539307,0.3202955722808838
XGBoost[GPU allocation scorer],holdout,"(0.322, 0.369]",68,0.29411764705882354,0.3496343361980775,0.32202062010765076,0.36866381764411926
XGBoost[GPU allocation scorer],holdout,"(0.369, 0.399]",67,0.2537313432835821,0.3838649881419851,0.37028175592422485,0.3988683819770813
XGBoost[GPU allocation scorer],holdout,"(0.399, 0.421]",68,0.3382352941176471,0.40903212524512234,0.3992435932159424,0.42127525806427
XGBoost[GPU allocation scorer],holdout,"(0.421, 0.438]",67,0.417910447761194,0.4293909353106769,0.421430379152298,0.4376590847969055
XGBoost[GPU allocation scorer],holdout,"(0.438, 0.46]",67,0.4626865671641791,0.4497103215153538,0.437861829996109,0.4601473808288574
XGBoost[GPU allocation scorer],holdout,"(0.46, 0.482]",68,0.27941176470588236,0.47230517075342293,0.46051910519599915,0.4820632338523865
XGBoost[GPU allocation scorer],holdout,"(0.482, 0.523]",67,0.417910447761194,0.5006363858927542,0.4825209379196167,0.5225217342376709
XGBoost[GPU allocation scorer],holdout,"(0.523, 0.639]",68,0.35294117647058826,0.5556009674773497,0.5230647921562195,0.6386333703994751
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.145, 0.221]",22,0.2727272727272727,0.1841275691986084,0.14605915546417236,0.21980121731758118
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.221, 0.278]",22,0.09090909090909091,0.2439673109488054,0.22160300612449646,0.2777671813964844
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.278, 0.39]",21,0.42857142857142855,0.356357441062019,0.2782171368598938,0.3892674744129181
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.39, 0.423]",22,0.2727272727272727,0.40597635913978924,0.389734148979187,0.42327919602394104
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.423, 0.441]",21,0.3333333333333333,0.43240000520433697,0.4234714210033417,0.4403885006904602
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.441, 0.464]",22,0.5454545454545454,0.45126232369379565,0.44086953997612,0.4635506868362427
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.464, 0.485]",21,0.3333333333333333,0.47362736151331947,0.4661564230918884,0.48420995473861694
XGBoost[GPU allocation scorer] Calibration Base,calibration,"(0.485, 0.508]",22,0.22727272727272727,0.4937779049981724,0.48579347133636475,0.5077782273292542
