Model,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
Dummy[Preholdout prior probability],average_precision,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,400,400,0.95
Dummy[Preholdout prior probability],mean_spearman_ic,,,,,400,400,0.95
Dummy[Preholdout prior probability],top_k_hit_rate,0.3244444444444444,0.3205128205128205,0.28099635202918377,0.36958534621578093,400,400,0.95
Rule[12M momentum top-k],average_precision,0.39473640672693694,0.39953269424244225,0.3528372045988525,0.45285521828601283,400,400,0.95
Rule[12M momentum top-k],mean_spearman_ic,0.10644444444444442,0.10684338952972494,0.02972298534798536,0.18772317298797406,400,400,0.95
Rule[12M momentum top-k],top_k_hit_rate,0.4088888888888889,0.4294871794871795,0.34994565217391305,0.5,400,400,0.95
Rule[6M momentum top-k],average_precision,0.38182987218472497,0.38776284767507496,0.3504386210610235,0.4272072719841348,400,400,0.95
Rule[6M momentum top-k],mean_spearman_ic,0.07733333333333332,0.07748339371980677,-0.002382192460317459,0.14708611111111108,400,400,0.95
Rule[6M momentum top-k],top_k_hit_rate,0.39555555555555555,0.3876760006328112,0.3181541019955654,0.4625850340136054,400,400,0.95
Rule[Low volatility top-k],average_precision,0.2958323830454167,0.29859517046001255,0.27286811319358995,0.33613557154474155,400,400,0.95
Rule[Low volatility top-k],mean_spearman_ic,-0.10644444444444441,-0.10740788790866633,-0.19681176726009547,-0.018079059829059885,400,400,0.95
Rule[Low volatility top-k],top_k_hit_rate,0.2888888888888889,0.26192462800723126,0.19691966838193253,0.3260869565217391,400,400,0.95
Rule[Risk-adjusted momentum top-k],average_precision,0.3809605806516917,0.3877398953400995,0.335647346378107,0.44684825921692084,400,400,0.95
Rule[Risk-adjusted momentum top-k],mean_spearman_ic,0.05355555555555556,0.0532964249529599,-0.03444392895015908,0.1392835771276595,400,400,0.95
Rule[Risk-adjusted momentum top-k],top_k_hit_rate,0.37777777777777777,0.3718805704099821,0.2999829931972789,0.4354157218442932,400,400,0.95
TabICL[Direct allocation scorer],average_precision,0.41589887323238034,0.4215408831140334,0.36802697116246397,0.4803044324640175,400,400,0.95
TabICL[Direct allocation scorer],mean_spearman_ic,0.08913906371449022,0.08847273425834007,0.00470691258383136,0.17293629329731805,400,400,0.95
TabICL[Direct allocation scorer],top_k_hit_rate,0.39555555555555555,0.42857142857142855,0.3536698890082349,0.4934149659863945,400,400,0.95
TabICL[Direct allocation scorer] Calibration Base,average_precision,0.4044008536435527,0.40797865393202115,0.35961648464114676,0.4683618987979194,400,400,0.95
TabICL[Direct allocation scorer] Calibration Base,mean_spearman_ic,0.06458117877531971,0.06140996461175076,-0.020287869437136844,0.14153409680599266,400,400,0.95
TabICL[Direct allocation scorer] Calibration Base,top_k_hit_rate,0.3822222222222222,0.40450861195542054,0.3410687778327561,0.47410165484633565,400,400,0.95
TabPFN[Direct allocation scorer],average_precision,0.407586898857698,0.40866251038518975,0.3665603925674371,0.46519444269889365,400,400,0.95
TabPFN[Direct allocation scorer],mean_spearman_ic,0.10149708851414177,0.09795460477756857,0.023972337010361618,0.17403037549381728,400,400,0.95
TabPFN[Direct allocation scorer],top_k_hit_rate,0.4133333333333333,0.4375,0.3790629713423831,0.5106382978723404,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,average_precision,0.3775478731673518,0.3814845424008011,0.34178616740803486,0.4283372734529211,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_spearman_ic,0.076,0.07383658008658009,0.011791424418604663,0.1445642479213908,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,top_k_hit_rate,0.39555555555555555,0.40151515151515144,0.3333333333333333,0.46527777777777773,400,400,0.95
XGBoost[GPU allocation scorer],average_precision,0.3577030601847513,0.36030793911278647,0.3281200847129324,0.4056592256459992,400,400,0.95
XGBoost[GPU allocation scorer],mean_spearman_ic,0.06533333333333334,0.0649829931972789,-0.002299836601307185,0.13879564506962203,400,400,0.95
XGBoost[GPU allocation scorer],top_k_hit_rate,0.37333333333333335,0.37254901960784315,0.3055253623188406,0.43479739721975746,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,average_precision,0.3856112516859507,0.388352552298292,0.34999129475450025,0.4361919921628613,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_spearman_ic,0.08022222222222222,0.07721088435374149,0.004545701259227124,0.15649949752628317,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,top_k_hit_rate,0.43555555555555553,0.41333333333333333,0.33996598639455794,0.48230426922542063,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,average_precision,0.3856112516859507,0.3911272593340441,0.35223573010511794,0.4428475542540756,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_spearman_ic,0.08022222222222222,0.07850140056022409,0.004945652173913089,0.15978627042861546,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,top_k_hit_rate,0.43555555555555553,0.4105545617173524,0.3478260869565217,0.48300987061491263,400,400,0.95
