month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,Rule[12M momentum top-k],Rule[6M momentum top-k],Rule[Low volatility top-k],Rule[Risk-adjusted momentum top-k],TabICL[Direct allocation scorer],TabICL[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] Calibration Base,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibration Base
2020-01,0.9706560727291925,0.920334613468405,0.978506749680347,0.9762623871427565,0.9750084337272993,0.9786853444853435,0.9750084337272993,0.9507995395172641,0.9786853444853435,0.9507995395172641,0.9234345337765408,0.9234345337765408,0.9372368112105622,0.9433007138647677,0.9719113139531592,0.9719113139531592,0.9719113139531592
2020-02,0.8880824668951985,0.8054112171088998,0.9301528364205439,0.9132336320392331,0.9710057555468901,0.9570639632943081,0.9710057555468901,0.8973038581448401,0.9570639632943081,0.9814691984962353,0.7749007278191145,0.7860491365880067,0.7864829184758185,0.8098309692306588,0.967921350302505,0.967921350302505,0.967921350302505
2020-03,0.958610874369024,0.9076849633175589,1.0055563206520035,0.964520242466285,0.9990200141805764,0.9966860861813492,0.9990200141805764,0.9228926593881814,0.9966860861813492,1.0101124918605293,0.8396172323005836,0.8469778610636524,0.8635296087875665,0.8726030857554321,1.0642964462103988,1.023873750325389,1.023873750325389
2020-04,0.9871208612364188,0.9509320401335281,1.027215687933386,0.984522470047322,1.0028618752944976,1.0161616052277602,1.0028618752944976,0.9454332003139414,1.0161616052277602,1.0139970105369125,0.8811144511787933,0.8679466004873252,0.8957972707601941,0.8942062321499792,1.1168982043456848,1.032612909996882,1.032612909996882
2020-05,1.0124059268789998,0.9677961655671267,1.0395291301705727,1.001007331695668,1.0338203312822043,1.0236031290032561,1.0338203312822043,0.9749339712118535,1.0236031290032561,1.0452992093697824,0.9167747341702575,0.90249532586472,0.9415321495792028,0.9404941405027917,1.162101078939718,1.051541631330205,1.051541631330205
2020-06,1.0677387182906428,1.0247918968943388,1.094702971011375,1.0434499239599258,1.1116053075024757,1.0781261192518319,1.1116053075024757,1.0482883186476342,1.0781261192518319,1.1239478600913766,0.9592758254226916,0.9600759244224363,0.9848671347508239,1.0232232167635065,1.215975342877926,1.1120113894369539,1.1120113894369539
2020-07,1.0919032412542822,1.0963191962600656,1.118449241557087,1.0506527421098286,1.1322611902972237,1.0730383167839734,1.1322611902972237,1.0677676432774699,1.0730383167839734,1.1741833811583595,1.0131980049652485,1.0137230532937322,1.047926915978401,1.0887388887961706,1.2843269462648812,1.1442827515573915,1.1442827515573915
2020-08,1.067079733394194,1.0552688833043722,1.0967819494367752,1.0378360948115954,1.080198351179358,1.07328709859201,1.080198351179358,1.0186703011592395,1.07328709859201,1.1233636994894112,0.9736691263578886,0.9741736904655804,1.0014293850335196,1.0485994672604106,1.240672729401313,1.1053886307612801,1.1053886307612801
2020-09,1.0554454376352291,1.0289574076633943,1.0655226461328706,1.0261621690651868,1.0583867538146283,1.0576789182310518,1.0583867538146283,1.0070058911494817,1.0576789182310518,1.1075166055986472,0.9611952996952511,0.9616933997536585,0.9882661075829958,1.050222534013314,1.224364720462808,1.107259501804812,1.107259501804812
2020-10,1.124587400756899,1.140884165410798,1.1421569730033052,1.0670181653368473,1.084426702466325,1.0765536440237975,1.084426702466325,1.1357724261008453,1.0765536440237975,1.2491355146412202,1.0866146214154502,1.0871777148955837,1.117217700387724,1.1848652849485197,1.3841230888477478,1.2513685829862982,1.2513685829862982
2020-11,1.1678502350877902,1.1831518482144483,1.1619372278644324,1.0920427563872188,1.152910953212666,1.0783187199917317,1.152910953212666,1.214058738543092,1.0783187199917317,1.3352356971554473,1.1273312263754283,1.146185947372317,1.1778563990000588,1.2427892412268078,1.4592484854449237,1.3372055631628232,1.3372055631628232
2020-12,1.1665140914114664,1.1710949591467914,1.1379485283486046,1.0861112657264005,1.1597631787393872,1.059976594633181,1.1597631787393872,1.2475701159008017,1.059976594633181,1.372091893555431,1.111993939156459,1.1614217862856189,1.1980454890274168,1.2766793968014891,1.4679214013313864,1.3596802480897252,1.3596802480897252
