month,rows,positive_rows,mean_forward_return
2006-01,8,3,-0.004189157645690958
2006-02,8,3,0.01653164112589378
2006-03,8,3,0.016425724237394676
2006-04,8,3,-0.03924258862444774
2006-05,8,3,0.0025864763509967637
2006-06,8,3,0.008136658215949805
2006-07,8,3,0.02307604468564696
2006-08,8,3,0.009589859708564935
2006-09,8,3,0.03692526003768937
2006-10,8,3,0.036382051659288206
2006-11,8,3,-0.0029444783297354477
2006-12,8,3,0.019206004725289966
2007-01,8,3,-0.0028029151372651467
2007-02,8,3,0.0037149122910666577
2007-03,8,3,0.02349994915255063
2007-04,9,3,0.011067199507391594
2007-05,9,3,-0.015913135294650056
2007-06,9,3,-0.015287794454338996
2007-07,9,3,0.02707717812682901
2007-08,9,3,0.04473092961023468
2007-09,9,3,0.03948801601725137
2007-10,9,3,-0.031134025177050537
2007-11,9,3,-0.0029714270738374873
2007-12,9,3,-0.021897010003884085
2008-01,9,3,-0.008210628319018642
2008-02,9,3,0.0016306518465656955
2008-03,9,3,0.030172067261040086
2008-04,9,3,0.012138015954876144
2008-05,9,3,-0.04526913549664366
2008-06,9,3,0.0005857763842558193
2008-07,9,3,-0.0036588646240966164
2008-08,9,3,-0.05862068565871866
2008-09,9,3,-0.15618249251141988
2008-10,9,3,-0.03916147135293614
2008-11,9,3,0.08712688661143596
2008-12,9,3,-0.06602389922570204
2009-01,9,3,-0.07258292893128267
2009-02,9,3,0.059601117266314535
2009-03,9,3,0.09493125917930864
2009-04,9,3,0.042585349396950405
2009-05,9,3,-0.0026863313938393363
2009-06,9,3,0.0639576504248236
2009-07,9,3,0.024953437113234722
2009-08,9,3,0.05195692972108544
2009-09,9,3,-0.021053045127202248
2009-10,9,3,0.05305722556773282
2009-11,9,3,0.012703517222930406
2009-12,9,3,-0.02793794333909969
2010-01,9,3,0.02743968418540245
2010-02,9,3,0.04323086124256503
2010-03,9,3,0.032482630725051864
2010-04,9,3,-0.03465009704541205
2010-05,9,3,-0.014657410770376264
2010-06,9,3,0.045971923079975406
2010-07,9,3,-0.005689752504357116
2010-08,9,3,0.06301309651788366
2010-09,9,3,0.025675023311184837
2010-10,9,3,-0.0035503529993361235
2010-11,9,3,0.032671111982659186
2010-12,9,3,-0.004039450848045554
2011-01,9,3,0.028570722168119733
2011-02,9,3,0.009200954692334173
2011-03,9,3,0.03512075780341939
2011-04,9,3,-0.0015884164887317216
2011-05,9,3,-0.017980344676739233
2011-06,9,3,0.01461124451795902
2011-07,9,3,-0.01162956929048241
2011-08,9,3,-0.058044857071454986
2011-09,9,3,0.08469336830761859
2011-10,9,3,-0.008254293965868421
2011-11,9,3,0.0009482403342760959
2011-12,9,3,0.05662705894512078
2012-01,9,3,0.014312536982456135
2012-02,9,3,0.005266830953378136
2012-03,9,3,0.006707257057437219
2012-04,9,3,-0.0361116697482036
2012-05,9,3,0.031336443122227386
2012-06,9,3,0.010794104708011811
2012-07,9,3,0.01818653107586976
2012-08,9,3,0.013722630050093962
2012-09,9,3,-0.015101918721943466
2012-10,9,3,0.00653852626762488
2012-11,9,3,0.011242371739312355
2012-12,9,3,0.014258306828829262
2013-01,9,3,-0.0002517749151584746
2013-02,9,3,0.01669157870756409
2013-03,9,3,0.014250384069273172
2013-04,9,3,-0.021756589361682885
2013-05,9,3,-0.03380051018863744
2013-06,9,3,0.03190686545293881
2013-07,9,3,-0.01656386345064969
2013-08,9,3,0.02630007805147072
2013-09,9,3,0.02786935576667589
2013-10,9,3,-0.00406268599342014
2013-11,9,3,-0.00012453606281288062
2013-12,9,3,0.0006687921575555286
2014-01,9,3,0.03598496031053533
2014-02,9,3,-0.001480810036169659
2014-03,9,3,0.004956834363533681
2014-04,9,3,0.01763714999677626
2014-05,9,3,0.022732308397402996
2014-06,9,3,-0.011545551311205418
2014-07,9,3,0.032249320827061306
2014-08,9,3,-0.03688108015598515
2014-09,9,3,0.028120269112753584
2014-10,9,3,0.011722143497017033
2014-11,9,3,0.0024753556179704836
2014-12,9,3,0.023725970211943767
2015-01,9,3,0.00804125852455189
2015-02,9,3,-0.0034185493983286287
2015-03,9,3,-0.002230818079316182
2015-04,9,3,-0.0005718113101211965
2015-05,9,3,-0.02270902246267316
2015-06,9,3,0.0045830405533582065
2015-07,9,3,-0.0364270715289742
2015-08,9,3,-0.012236476831547482
2015-09,9,3,0.046779255622669526
2015-10,9,3,-0.010509641737805862
2015-11,9,3,-0.015040081968096745
2015-12,9,3,-0.018021128693194315
2016-01,9,3,0.015495728224107878
2016-02,9,3,0.05173863397393583
2016-03,9,3,0.004751159910376606
2016-04,9,3,0.0017837016031934353
2016-05,9,3,0.03369340413333691
2016-06,9,3,0.035518606099795895
2016-07,9,3,-0.0036000565043012114
2016-08,9,3,0.004973035336714671
2016-09,9,3,-0.02684488352711138
2016-10,9,3,-0.012985595463683584
2016-11,9,3,0.0110566877984238
2016-12,9,3,0.023376057851039515
2017-01,9,3,0.0250092470317109
2017-02,9,3,0.0025487305069441524
2017-03,9,3,0.013373767298019448
2017-04,9,3,0.010089968767672763
2017-05,9,3,0.00345846209327785
2017-06,9,3,0.018975832408084006
2017-07,9,3,0.013698303481737482
2017-08,9,3,0.0014795223274906627
2017-09,9,3,0.010010912451937685
2017-10,9,3,0.01188587189383319
2017-11,9,3,0.01042270667688356
2017-12,9,3,0.020966592792294996
2018-01,9,3,-0.03251816002358816
2018-02,9,3,0.00360604953100252
2018-03,9,3,-0.004256131008407802
2018-04,9,3,0.019078696330448824
2018-05,9,3,-0.0007578108694627063
2018-06,9,3,0.010837790660589715
2018-07,9,3,0.014429764669933941
2018-08,9,3,-0.010512299627577628
2018-09,9,3,-0.04585607211593396
2018-10,9,3,0.01772129578354933
2018-11,9,3,-0.032630409753080056
2018-12,9,3,0.06599903429069227
2019-01,9,3,0.010310296750612026
2019-02,9,3,0.018788581654446263
2019-03,9,3,0.014428718830217568
2019-04,9,3,-0.022149634225473794
2019-05,9,3,0.0473557177754071
2019-06,9,3,0.004483946474863363
2019-07,9,3,0.01673491173104047
2019-08,9,3,0.0018867389341888424
2019-09,9,3,0.01804773089801452
2019-10,9,3,0.007357406287865655
2019-11,9,3,0.02168805091685629
2019-12,9,3,0.011292619548649907
2020-01,9,3,-0.028843927270807496
2020-02,9,3,-0.08506989051417753
2020-03,9,3,0.07941650702822442
2020-04,9,3,0.02974093829903684
2020-05,9,3,0.025614964322514668
2020-06,9,3,0.05465474859695904
2020-07,9,3,0.022631494531100818
2020-08,9,3,-0.02273416445909002
2020-09,9,3,-0.010902930113720935
2020-10,9,3,0.0655097465545784
2020-11,9,3,0.03846996178489412
2020-12,9,3,-0.001144105328046072
2021-01,9,3,-0.0017057193534726468
2021-02,9,3,0.005021291228659636
2021-03,9,3,0.033050706524937495
2021-04,9,3,0.01147475526944761
2021-05,9,3,0.015089379796799189
2021-06,9,3,0.008889071066167542
2021-07,9,3,0.014355157594364589
2021-08,9,3,-0.03430712903531627
2021-09,9,3,0.033919557815562294
2021-10,9,3,-0.008143040484238492
2021-11,9,3,0.024785309318856426
2021-12,9,3,-0.04706520003048679
2022-01,9,3,-0.012079304953985891
2022-02,9,3,0.00327489001877252
2022-03,9,3,-0.06933052120426494
2022-04,9,3,-0.009449623870885918
2022-05,9,3,-0.05431185589187314
2022-06,9,3,0.05565970437461909
2022-07,9,3,-0.03801445063885779
2022-08,9,3,-0.08161110436017799
2022-09,9,3,0.021089121564102378
2022-10,9,3,0.06414315010475716
2022-11,9,3,-0.03544087005723335
2022-12,9,3,0.07437022924082365
2023-01,9,3,-0.037115054867956396
2023-02,9,3,0.030973313849227944
2023-03,9,3,0.0022289448153535053
2023-04,9,3,-0.006512926893225789
2023-05,9,3,0.032666746812751786
2023-06,9,3,0.023918378959156963
2023-07,9,3,-0.025736607923668758
2023-08,9,3,-0.048354808590090115
2023-09,9,3,-0.02125270930112053
2023-10,9,3,0.07880855721657978
2023-11,9,3,0.05802457691555429
2023-12,9,3,-0.015059381940039739
2024-01,9,3,0.020776496861204863
2024-02,9,3,0.02664791249035667
2024-03,9,3,-0.03484804897462938
2024-04,9,3,0.0341106142139351
2024-05,9,3,0.01860678867234442
2024-06,9,3,0.03655516330518539
2024-07,9,3,0.01671897316109399
2024-08,9,3,0.027346042419710156
2024-09,9,3,-0.01679076723664836
2024-10,9,3,0.028329560575635515
2024-11,9,3,-0.03469255074665553
2024-12,9,3,0.022671673221381194
2025-01,9,3,0.007709931167809862
2025-02,9,3,-0.01551994460785253
2025-03,9,3,0.0012694612111606223
2025-04,9,3,0.025658018568540726
2025-05,9,3,0.03471455674260376
2025-06,9,3,0.0054856055817213735
2025-07,9,3,0.02678558148887876
2025-08,9,3,0.04017929426427316
2025-09,9,3,0.01741842212767671
2025-10,9,3,0.008535517452910812
2025-11,9,3,-0.0023670518858945767
2025-12,9,3,0.0349299088992708
2026-01,9,3,0.027294963931757107
2026-02,9,3,-0.054287163364040984
2026-03,9,3,0.06505577186641257
