month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,Rule[12M momentum top-k],Rule[6M momentum top-k],Rule[Low volatility top-k],Rule[Risk-adjusted momentum top-k],TabICL[Direct allocation scorer],TabICL[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] Calibration Base,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibration Base
2021-03,0.0,0.0,0.0,0.09392786916471416,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2021-04,0.0,0.0,0.0,0.06230885000853306,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-05,0.0,0.0,0.0,0.07311306566965067,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-06,0.0,0.0,0.0,0.14888520723216012,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-07,0.0,0.0,0.0,0.05057449267229294,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
2021-08,0.0,0.0,0.0,0.08242841863597994,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-09,0.0,0.0,0.0,0.04111157829607674,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-10,0.0,0.0,0.0,0.050324024416166846,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
2021-11,0.0,0.0,0.0,0.0813409576346286,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021-12,0.0,0.0,0.0,0.08963516841780259,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333
2022-01,0.0,0.0,0.0,0.044014147750926554,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333
2022-02,0.0,0.0,0.0,0.09804473545781865,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,0.0,0.0,0.0,0.1203208153921022,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
2022-04,0.0,0.0,0.0,0.05252940323951997,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
2022-05,0.0,0.0,0.0,0.04723818407357247,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
2022-06,0.0,0.0,0.0,0.09717611089496046,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
2022-07,0.0,0.0,0.0,0.027403363479292835,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0
2022-08,0.0,0.0,0.0,0.07894449377357977,0.6666666666666666,0.0,0.6666666666666666,1.9999999999999998,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
2022-09,0.0,0.0,0.0,0.05460260162692468,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
2022-10,0.0,0.0,0.0,0.05823985371374783,0.0,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
2022-11,0.0,0.0,0.0,0.04283738231699387,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2022-12,0.0,0.0,0.0,0.031071383203637268,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2023-01,0.0,0.0,0.0,0.049041250142307216,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2023-02,0.0,0.0,0.0,0.0402140112278135,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
2023-03,0.0,0.0,0.0,0.09193910898397666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2023-04,0.0,0.0,0.0,0.023072229612367615,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2023-05,0.0,0.0,0.0,0.071270339388687,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2023-06,0.0,0.0,0.0,0.05964205706002404,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
2023-07,0.0,0.0,0.0,0.05520031391448729,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
2023-08,0.0,0.0,0.0,0.0478580085053316,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
2023-09,0.0,0.0,0.0,0.0413960460763929,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0
2023-10,0.0,0.0,0.0,0.09904282221722291,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2023-11,0.0,0.0,0.0,0.05779754550574584,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0
2023-12,0.0,0.0,0.0,0.04947603517683476,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
2024-01,0.0,0.0,0.0,0.04330631111913828,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
2024-02,0.0,0.0,0.0,0.03539144032323819,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
2024-03,0.0,0.0,0.0,0.0680904348333551,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,0.0,0.0,0.0,0.055651236452427595,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2024-05,0.0,0.0,0.0,0.06104224559688502,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
2024-06,0.0,0.0,0.0,0.06376885926241485,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2024-07,0.0,0.0,0.0,0.09890464931956203,0.0,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333
2024-08,0.0,0.0,0.0,0.10991063138443347,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2024-09,0.0,0.0,0.0,0.07736680434681421,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2024-10,0.0,0.0,0.0,0.06159335015785507,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2024-11,0.0,0.0,0.0,0.10381147034970292,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2024-12,0.0,0.0,0.0,0.09737633243009629,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-01,0.0,0.0,0.0,0.038768022680011276,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
2025-02,0.0,0.0,0.0,0.0538316475356651,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-03,0.0,0.0,0.0,0.06248879905487175,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
2025-04,0.0,0.0,0.0,0.20750397119575523,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-05,0.0,0.0,0.0,0.03325117612665778,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
2025-06,0.0,0.0,0.0,0.03119008644217064,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
2025-07,0.0,0.0,0.0,0.28823376064823114,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2025-08,0.0,0.0,0.0,0.05898432839608716,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
2025-09,0.0,0.0,0.0,0.037332397432200244,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025-10,0.0,0.0,0.0,0.16759060219276056,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
2025-11,0.0,0.0,0.0,0.05762342204634753,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
2025-12,0.0,0.0,0.0,0.03672793952379397,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0
2026-01,0.0,0.0,0.0,0.09548502525151162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2026-02,0.0,0.0,0.0,0.11112508877247322,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
2026-03,0.0,0.0,0.0,0.2540364792838179,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
