Model,Evaluation Window,month,rows,top_k,spearman_ic,top_k_hit_rate,selected_mean_forward_return,universe_mean_forward_return,active_forward_return
Dummy[Preholdout prior probability],holdout,2021-12,9,3,,,,-0.04706511029911301,
Dummy[Preholdout prior probability],holdout,2022-01,9,3,,,,-0.01207924042379465,
Dummy[Preholdout prior probability],holdout,2022-02,9,3,,,,0.0032748039837103837,
Dummy[Preholdout prior probability],holdout,2022-03,9,3,,,,-0.06933050017927235,
Dummy[Preholdout prior probability],holdout,2022-04,9,3,,,,-0.009449679616672597,
Dummy[Preholdout prior probability],holdout,2022-05,9,3,,,,-0.054311863957594464,
Dummy[Preholdout prior probability],holdout,2022-06,9,3,,,,0.05565977500318883,
Dummy[Preholdout prior probability],holdout,2022-07,9,3,,,,-0.03801445436901753,
Dummy[Preholdout prior probability],holdout,2022-08,9,3,,,,-0.08161101896775244,
Dummy[Preholdout prior probability],holdout,2022-09,9,3,,,,0.0210890417250722,
Dummy[Preholdout prior probability],holdout,2022-10,9,3,,,,0.06414317496858447,
Dummy[Preholdout prior probability],holdout,2022-11,9,3,,,,-0.0354410070641216,
Dummy[Preholdout prior probability],holdout,2022-12,9,3,,,,0.07437025739312181,
Dummy[Preholdout prior probability],holdout,2023-01,9,3,,,,-0.03711493134035412,
Dummy[Preholdout prior probability],holdout,2023-02,9,3,,,,0.030973202502033798,
Dummy[Preholdout prior probability],holdout,2023-03,9,3,,,,0.002229079144615046,
Dummy[Preholdout prior probability],holdout,2023-04,9,3,,,,-0.00651299932271723,
Dummy[Preholdout prior probability],holdout,2023-05,9,3,,,,0.03266673201734189,
Dummy[Preholdout prior probability],holdout,2023-06,9,3,,,,0.02391839712679052,
Dummy[Preholdout prior probability],holdout,2023-07,9,3,,,,-0.025736558666202072,
Dummy[Preholdout prior probability],holdout,2023-08,9,3,,,,-0.04835492684680753,
Dummy[Preholdout prior probability],holdout,2023-09,9,3,,,,-0.021252635452726067,
Dummy[Preholdout prior probability],holdout,2023-10,9,3,,,,0.07880862834887714,
Dummy[Preholdout prior probability],holdout,2023-11,9,3,,,,0.05802444420667722,
Dummy[Preholdout prior probability],holdout,2023-12,9,3,,,,-0.01505938091525204,
Dummy[Preholdout prior probability],holdout,2024-01,9,3,,,,0.020776538491438616,
Dummy[Preholdout prior probability],holdout,2024-02,9,3,,,,0.026647960116727196,
Dummy[Preholdout prior probability],holdout,2024-03,9,3,,,,-0.03484804385729255,
Dummy[Preholdout prior probability],holdout,2024-04,9,3,,,,0.034110495128370215,
Dummy[Preholdout prior probability],holdout,2024-05,9,3,,,,0.018606883347542395,
Dummy[Preholdout prior probability],holdout,2024-06,9,3,,,,0.03655518755450766,
Dummy[Preholdout prior probability],holdout,2024-07,9,3,,,,0.016718903811860746,
Dummy[Preholdout prior probability],holdout,2024-08,9,3,,,,0.02734601676615858,
Dummy[Preholdout prior probability],holdout,2024-09,9,3,,,,-0.016790702820888816,
Dummy[Preholdout prior probability],holdout,2024-10,9,3,,,,0.028329535996731343,
Dummy[Preholdout prior probability],holdout,2024-11,9,3,,,,-0.03469253720836788,
Dummy[Preholdout prior probability],holdout,2024-12,9,3,,,,0.022671625556127967,
Dummy[Preholdout prior probability],holdout,2025-01,9,3,,,,0.0077099186183671176,
Dummy[Preholdout prior probability],holdout,2025-02,9,3,,,,-0.015519909846651192,
Dummy[Preholdout prior probability],holdout,2025-03,9,3,,,,0.0012694874297984758,
Dummy[Preholdout prior probability],holdout,2025-04,9,3,,,,0.025658027365854614,
Dummy[Preholdout prior probability],holdout,2025-05,9,3,,,,0.03471453004209072,
Dummy[Preholdout prior probability],holdout,2025-06,9,3,,,,0.0054856041866041295,
Dummy[Preholdout prior probability],holdout,2025-07,9,3,,,,0.026785585352391235,
Dummy[Preholdout prior probability],holdout,2025-08,9,3,,,,0.04017926388595266,
Dummy[Preholdout prior probability],holdout,2025-09,9,3,,,,0.017418450493185553,
Dummy[Preholdout prior probability],holdout,2025-10,9,3,,,,0.00853549604106548,
Dummy[Preholdout prior probability],holdout,2025-11,9,3,,,,-0.002367049916127511,
Dummy[Preholdout prior probability],holdout,2025-12,9,3,,,,0.03492989815406327,
Dummy[Preholdout prior probability],holdout,2026-01,9,3,,,,0.027294994422033363,
Dummy[Preholdout prior probability],holdout,2026-02,9,3,,,,-0.05428717392251122,
Dummy[Preholdout prior probability],holdout,2026-03,9,3,,,,0.06505577186641257,
Rule[12M momentum top-k],calibration,2018-01,9,3,-0.2333333333333333,0.3333333333333333,-0.03609111697025288,-0.03251812149607111,-0.0035729954741817657
Rule[12M momentum top-k],calibration,2018-02,9,3,-0.7666666666666667,0.0,-0.020928062648108536,0.003606058649571136,-0.02453412129767967
Rule[12M momentum top-k],calibration,2018-03,9,3,-0.08333333333333334,0.3333333333333333,-0.0059809528417605895,-0.00425610474084554,-0.001724848100915049
Rule[12M momentum top-k],calibration,2018-04,9,3,-0.06666666666666667,0.3333333333333333,0.01827447888018019,0.01907856089757931,-0.0008040820173991214
Rule[12M momentum top-k],calibration,2018-05,9,3,0.049999999999999996,0.3333333333333333,0.007781723845491806,-0.0007576732826948386,0.008539397128186644
Rule[12M momentum top-k],calibration,2018-06,9,3,0.7166666666666667,0.6666666666666666,0.027166945534658,0.010837876908425513,0.016329068626232485
Rule[12M momentum top-k],calibration,2018-07,9,3,0.65,1.0,0.0442775722604997,0.014429630048131668,0.02984794221236803
Rule[12M momentum top-k],calibration,2018-08,9,3,0.2833333333333333,0.6666666666666666,-0.006707012317984318,-0.010512335311302492,0.003805322993318174
Rule[12M momentum top-k],calibration,2018-09,9,3,-0.6,0.0,-0.08831318920052607,-0.04585615600323049,-0.04245703319729558
Rule[12M momentum top-k],calibration,2018-10,9,3,-0.39999999999999997,0.3333333333333333,0.011054151405379095,0.017721407359977723,-0.006667255954598628
Rule[12M momentum top-k],calibration,2018-11,9,3,-0.7166666666666667,0.0,-0.08472485629081224,-0.032630433676544265,-0.05209442261426797
Rule[12M momentum top-k],calibration,2018-12,9,3,-0.7,0.0,0.041833118074609134,0.06599897675102401,-0.024165858676414874
Rule[12M momentum top-k],calibration,2019-01,9,3,-0.06666666666666667,0.0,0.0046145796181028915,0.010310345309029115,-0.0056957656909262236
Rule[12M momentum top-k],calibration,2019-02,9,3,0.5,0.3333333333333333,0.027208814678833626,0.018788731305260892,0.008420083373572734
Rule[12M momentum top-k],calibration,2019-03,9,3,0.21666666666666667,0.6666666666666666,0.03141103334071523,0.014428680422545933,0.016982352918169297
Rule[12M momentum top-k],calibration,2019-04,9,3,-0.08333333333333334,0.0,-0.04821342215221658,-0.02214977625166408,-0.026063645900552497
Rule[12M momentum top-k],calibration,2019-05,9,3,-0.7333333333333334,0.0,0.012405155982419647,0.04735589378201367,-0.034950737799594025
Rule[12M momentum top-k],calibration,2019-06,9,3,0.31666666666666665,0.3333333333333333,0.006562713040807466,0.004483859893244933,0.0020788531475625337
Rule[12M momentum top-k],calibration,2019-07,9,3,0.8333333333333333,0.6666666666666666,0.07569210501155406,0.016734911536470456,0.0589571934750836
Rule[12M momentum top-k],calibration,2019-08,9,3,-0.75,0.3333333333333333,-0.013825392652186075,0.0018866084647653923,-0.015712001116951466
Rule[12M momentum top-k],calibration,2019-09,9,3,-0.7,0.0,0.008587888648064368,0.018047813914944984,-0.009459925266880616
Rule[12M momentum top-k],calibration,2019-10,9,3,-0.5,0.0,-0.016400030425034757,0.007357355605786579,-0.023757386030821337
Rule[12M momentum top-k],calibration,2019-11,9,3,-0.26666666666666666,0.6666666666666666,0.01448249780788021,0.02168823846543117,-0.007205740657550962
Rule[12M momentum top-k],calibration,2019-12,9,3,-0.25,0.0,0.014088628941662665,0.011292453838961146,0.002796175102701519
Rule[12M momentum top-k],holdout,2020-01,9,3,0.09999999999999999,0.3333333333333333,-0.02449155916874135,-0.028843776596634247,0.004352217427892897
Rule[12M momentum top-k],holdout,2020-02,9,3,0.8499999999999999,0.6666666666666666,-0.0037718326443374472,-0.08506995831815597,0.08129812567381853
Rule[12M momentum top-k],holdout,2020-03,9,3,-0.5833333333333334,0.0,0.029184269095526332,0.0794165018434571,-0.05023223274793076
Rule[12M momentum top-k],holdout,2020-04,9,3,-0.5333333333333333,0.0,0.0038454725241638212,0.029740945394446952,-0.02589547287028313
Rule[12M momentum top-k],holdout,2020-05,9,3,-0.06666666666666667,0.3333333333333333,0.031203471325220722,0.02561496963872541,0.005588501686495311
Rule[12M momentum top-k],holdout,2020-06,9,3,0.43333333333333335,0.6666666666666666,0.0752405776337189,0.05465483896931215,0.02058573866440675
Rule[12M momentum top-k],holdout,2020-07,9,3,0.0,0.3333333333333333,0.018582149390994413,0.022631478902831695,-0.004049329511837282
Rule[12M momentum top-k],holdout,2020-08,9,3,-0.5833333333333334,0.0,-0.04564810015968227,-0.02273435643270885,-0.022913743726973423
Rule[12M momentum top-k],holdout,2020-09,9,3,-0.35,0.0,-0.020192362133295155,-0.010902846733620507,-0.009289515399674647
Rule[12M momentum top-k],holdout,2020-10,9,3,-0.26666666666666666,0.3333333333333333,0.02493709342960178,0.06550979782023876,-0.04057270439063698
Rule[12M momentum top-k],holdout,2020-11,9,3,0.4666666666666666,0.6666666666666666,0.06348582038277877,0.03846989803070032,0.025015922352078446
Rule[12M momentum top-k],holdout,2020-12,9,3,0.049999999999999996,0.6666666666666666,0.006276588646995096,-0.0011440841676125186,0.0074206728146076146
Rule[12M momentum top-k],holdout,2021-01,9,3,0.13333333333333333,0.3333333333333333,0.022856321494277448,-0.0017058158636524328,0.02456213735792988
Rule[12M momentum top-k],holdout,2021-02,9,3,0.5166666666666667,0.3333333333333333,0.007953161715625582,0.005021361937602387,0.002931799778023195
Rule[12M momentum top-k],holdout,2021-03,9,3,0.2333333333333333,0.3333333333333333,0.029658270531667325,0.033050735804643384,-0.003392465272976059
Rule[12M momentum top-k],holdout,2021-04,9,3,-0.049999999999999996,0.3333333333333333,0.002395834969413461,0.011474736067908609,-0.009078901098495148
Rule[12M momentum top-k],holdout,2021-05,9,3,0.049999999999999996,0.3333333333333333,0.03027176780851389,0.015089384316132739,0.01518238349238115
Rule[12M momentum top-k],holdout,2021-06,9,3,-0.31666666666666665,0.3333333333333333,0.005582926568019582,0.008889102070241727,-0.0033061755022221447
Rule[12M momentum top-k],holdout,2021-07,9,3,0.9,1.0,0.031325944970084306,0.014355172753622846,0.016970772216461462
Rule[12M momentum top-k],holdout,2021-08,9,3,-0.3666666666666667,0.3333333333333333,-0.04407460911322273,-0.03430719330959616,-0.00976741580362657
Rule[12M momentum top-k],holdout,2021-09,9,3,0.5833333333333334,0.6666666666666666,0.0613360481168419,0.033919583086947105,0.027416465029894796
Rule[12M momentum top-k],holdout,2021-10,9,3,-0.6833333333333333,0.0,-0.024150583845072144,-0.00814291260574651,-0.016007671239325633
Rule[12M momentum top-k],holdout,2021-11,9,3,0.5333333333333333,0.6666666666666666,0.051608886258533104,0.02478512684151668,0.026823759417016424
Rule[12M momentum top-k],holdout,2021-12,9,3,-0.6666666666666667,0.0,-0.07480936318714264,-0.04706511029911301,-0.027744252888029626
Rule[12M momentum top-k],holdout,2022-01,9,3,-0.21666666666666667,0.0,-0.036367857545439884,-0.01207924042379465,-0.024288617121645234
Rule[12M momentum top-k],holdout,2022-02,9,3,0.7,0.6666666666666666,0.03765177532828057,0.0032748039837103837,0.034376971344570184
Rule[12M momentum top-k],holdout,2022-03,9,3,0.2333333333333333,0.3333333333333333,-0.08820166084404613,-0.06933050017927235,-0.018871160664773776
Rule[12M momentum top-k],holdout,2022-04,9,3,-0.43333333333333335,0.0,-0.02573743112646661,-0.009449679616672597,-0.016287751509794012
Rule[12M momentum top-k],holdout,2022-05,9,3,-0.18333333333333335,0.3333333333333333,-0.05753635121404854,-0.054311863957594464,-0.0032244872564540783
Rule[12M momentum top-k],holdout,2022-06,9,3,-0.26666666666666666,0.0,0.029964134487169097,0.05565977500318883,-0.025695640516019736
Rule[12M momentum top-k],holdout,2022-07,9,3,-0.3,0.3333333333333333,-0.043453530735791245,-0.03801445436901753,-0.005439076366773717
Rule[12M momentum top-k],holdout,2022-08,9,3,0.4666666666666666,0.6666666666666666,-0.05291041563673926,-0.08161101896775244,0.02870060333101318
Rule[12M momentum top-k],holdout,2022-09,9,3,0.21666666666666667,0.3333333333333333,0.03236281149315005,0.0210890417250722,0.011273769768077847
Rule[12M momentum top-k],holdout,2022-10,9,3,-0.3,0.3333333333333333,0.05827440682144861,0.06414317496858447,-0.005868768147135862
Rule[12M momentum top-k],holdout,2022-11,9,3,0.39999999999999997,0.6666666666666666,-0.015297117883910008,-0.0354410070641216,0.020143889180211594
Rule[12M momentum top-k],holdout,2022-12,9,3,-0.8166666666666667,0.0,0.043357835522518595,0.07437025739312181,-0.031012421870603213
Rule[12M momentum top-k],holdout,2023-01,9,3,0.09999999999999999,0.6666666666666666,-0.029920559896880878,-0.03711493134035412,0.007194371443473239
Rule[12M momentum top-k],holdout,2023-02,9,3,-0.11666666666666665,0.3333333333333333,0.01684363234299857,0.030973202502033798,-0.014129570159035227
Rule[12M momentum top-k],holdout,2023-03,9,3,0.41666666666666663,0.6666666666666666,0.006264301994382586,0.002229079144615046,0.004035222849767539
Rule[12M momentum top-k],holdout,2023-04,9,3,0.7,0.6666666666666666,0.0233448307717334,-0.00651299932271723,0.02985783009445063
Rule[12M momentum top-k],holdout,2023-05,9,3,-0.016666666666666666,0.6666666666666666,0.03520817691703441,0.03266673201734189,0.0025414448996925187
Rule[12M momentum top-k],holdout,2023-06,9,3,0.65,0.6666666666666666,0.04414083290039006,0.02391839712679052,0.02022243577359954
Rule[12M momentum top-k],holdout,2023-07,9,3,0.08333333333333334,0.3333333333333333,-0.014619890685252343,-0.025736558666202072,0.01111666798094973
Rule[12M momentum top-k],holdout,2023-08,9,3,0.35,0.0,-0.048613014549627374,-0.04835492684680753,-0.0002580877028198411
Rule[12M momentum top-k],holdout,2023-09,9,3,0.48333333333333334,0.3333333333333333,0.010453581046337276,-0.021252635452726067,0.03170621649906334
Rule[12M momentum top-k],holdout,2023-10,9,3,-0.3,0.3333333333333333,0.07047712099676628,0.07880862834887714,-0.008331507352110856
Rule[12M momentum top-k],holdout,2023-11,9,3,-0.43333333333333335,0.0,0.03811537110942842,0.05802444420667722,-0.0199090730972488
Rule[12M momentum top-k],holdout,2023-12,9,3,0.43333333333333335,0.6666666666666666,-0.0016309908341426056,-0.01505938091525204,0.013428390081109434
Rule[12M momentum top-k],holdout,2024-01,9,3,0.48333333333333334,0.6666666666666666,0.03601863993795895,0.020776538491438616,0.015242101446520336
Rule[12M momentum top-k],holdout,2024-02,9,3,0.5166666666666667,0.6666666666666666,0.04404496440617778,0.026647960116727196,0.017397004289450582
Rule[12M momentum top-k],holdout,2024-03,9,3,-0.31666666666666665,0.0,-0.05084369015194915,-0.03484804385729255,-0.0159956462946566
Rule[12M momentum top-k],holdout,2024-04,9,3,0.43333333333333335,0.6666666666666666,0.04276229720127008,0.034110495128370215,0.008651802072899867
Rule[12M momentum top-k],holdout,2024-05,9,3,0.2833333333333333,0.6666666666666666,0.029579294006988333,0.018606883347542395,0.010972410659445937
Rule[12M momentum top-k],holdout,2024-06,9,3,-0.38333333333333336,0.3333333333333333,0.0163332929841347,0.03655518755450766,-0.020221894570372958
Rule[12M momentum top-k],holdout,2024-07,9,3,0.016666666666666666,0.3333333333333333,0.01844223521772892,0.016718903811860746,0.001723331405868174
Rule[12M momentum top-k],holdout,2024-08,9,3,0.5,0.3333333333333333,0.03270305790158701,0.02734601676615858,0.005357041135428429
Rule[12M momentum top-k],holdout,2024-09,9,3,0.8333333333333333,1.0,0.008474519617551302,-0.016790702820888816,0.025265222438440118
Rule[12M momentum top-k],holdout,2024-10,9,3,0.38333333333333336,0.6666666666666666,0.02730016938773631,0.028329535996731343,-0.0010293666089950318
Rule[12M momentum top-k],holdout,2024-11,9,3,-0.16666666666666669,0.3333333333333333,-0.03441958464855829,-0.03469253720836788,0.00027295255980959443
Rule[12M momentum top-k],holdout,2024-12,9,3,0.9,0.6666666666666666,0.03878210629784936,0.022671625556127967,0.016110480741721393
Rule[12M momentum top-k],holdout,2025-01,9,3,-0.5833333333333334,0.0,-0.007171094147420565,0.0077099186183671176,-0.014881012765787682
Rule[12M momentum top-k],holdout,2025-02,9,3,-0.03333333333333333,0.3333333333333333,-0.01237170572786798,-0.015519909846651192,0.0031482041187832124
Rule[12M momentum top-k],holdout,2025-03,9,3,0.26666666666666666,0.3333333333333333,0.010402756697013812,0.0012694874297984758,0.009133269267215336
Rule[12M momentum top-k],holdout,2025-04,9,3,0.049999999999999996,0.3333333333333333,0.03414379952223131,0.025658027365854614,0.008485772156376695
Rule[12M momentum top-k],holdout,2025-05,9,3,-0.39999999999999997,0.3333333333333333,0.024931521984425498,0.03471453004209072,-0.009783008057665223
Rule[12M momentum top-k],holdout,2025-06,9,3,0.33333333333333337,0.3333333333333333,0.008245252399273465,0.0054856041866041295,0.0027596482126693352
Rule[12M momentum top-k],holdout,2025-07,9,3,0.09999999999999999,0.3333333333333333,0.028728458026500814,0.026785585352391235,0.001942872674109579
Rule[12M momentum top-k],holdout,2025-08,9,3,0.7333333333333334,1.0,0.08078170223612502,0.04017926388595266,0.04060243835017236
Rule[12M momentum top-k],holdout,2025-09,9,3,0.8499999999999999,0.6666666666666666,0.035742603393288754,0.017418450493185553,0.0183241529001032
Rule[12M momentum top-k],holdout,2025-10,9,3,-0.2333333333333333,0.3333333333333333,0.006782133266325041,0.00853549604106548,-0.001753362774740438
Rule[12M momentum top-k],holdout,2025-11,9,3,0.9,0.6666666666666666,0.01220906287631185,-0.002367049916127511,0.01457611279243936
Rule[12M momentum top-k],holdout,2025-12,9,3,0.6333333333333333,0.6666666666666666,0.07175999647230909,0.03492989815406327,0.03683009831824582
Rule[12M momentum top-k],holdout,2026-01,9,3,0.09999999999999999,0.6666666666666666,0.04087955361980896,0.027294994422033363,0.013584559197775598
Rule[12M momentum top-k],holdout,2026-02,9,3,-0.75,0.0,-0.08421479240164058,-0.05428717392251122,-0.029927618479129357
Rule[12M momentum top-k],holdout,2026-03,9,3,0.3,0.6666666666666666,0.07740715023650162,0.06505577186641257,0.012351378370089053
Rule[6M momentum top-k],calibration,2018-01,9,3,-0.03333333333333333,0.3333333333333333,-0.03609111697025288,-0.03251812149607111,-0.0035729954741817657
Rule[6M momentum top-k],calibration,2018-02,9,3,-0.7833333333333333,0.3333333333333333,-0.018674375868489967,0.003606058649571136,-0.022280434518061103
Rule[6M momentum top-k],calibration,2018-03,9,3,0.0,0.3333333333333333,-0.0059809528417605895,-0.00425610474084554,-0.001724848100915049
Rule[6M momentum top-k],calibration,2018-04,9,3,0.049999999999999996,0.3333333333333333,0.01827447888018019,0.01907856089757931,-0.0008040820173991214
Rule[6M momentum top-k],calibration,2018-05,9,3,-0.06666666666666667,0.3333333333333333,0.007781723845491806,-0.0007576732826948386,0.008539397128186644
Rule[6M momentum top-k],calibration,2018-06,9,3,0.38333333333333336,0.6666666666666666,0.027166945534658,0.010837876908425513,0.016329068626232485
Rule[6M momentum top-k],calibration,2018-07,9,3,0.75,0.6666666666666666,0.042220981808243296,0.014429630048131668,0.02779135176011163
Rule[6M momentum top-k],calibration,2018-08,9,3,-0.25,0.3333333333333333,-0.017569992661161476,-0.010512335311302492,-0.007057657349858984
Rule[6M momentum top-k],calibration,2018-09,9,3,-0.5166666666666667,0.0,-0.08831318920052607,-0.04585615600323049,-0.04245703319729558
Rule[6M momentum top-k],calibration,2018-10,9,3,-0.25,0.6666666666666666,0.02087700367112344,0.017721407359977723,0.003155596311145717
Rule[6M momentum top-k],calibration,2018-11,9,3,0.08333333333333334,0.3333333333333333,-0.04650823617627253,-0.032630433676544265,-0.013877802499728267
Rule[6M momentum top-k],calibration,2018-12,9,3,-0.7666666666666667,0.0,0.013059086175876219,0.06599897675102401,-0.05293989057514779
Rule[6M momentum top-k],calibration,2019-01,9,3,-0.6166666666666666,0.0,-0.0014646641268346583,0.010310345309029115,-0.011775009435863773
Rule[6M momentum top-k],calibration,2019-02,9,3,0.16666666666666669,0.3333333333333333,0.017582546123023086,0.018788731305260892,-0.0012061851822378067
Rule[6M momentum top-k],calibration,2019-03,9,3,-0.8499999999999999,0.0,-0.00938707834572298,0.014428680422545933,-0.023815758768268913
Rule[6M momentum top-k],calibration,2019-04,9,3,-0.41666666666666663,0.0,-0.05138904593211006,-0.02214977625166408,-0.029239269680445976
Rule[6M momentum top-k],calibration,2019-05,9,3,-0.5499999999999999,0.0,0.012405155982419647,0.04735589378201367,-0.034950737799594025
Rule[6M momentum top-k],calibration,2019-06,9,3,0.8499999999999999,1.0,0.018505222451433562,0.004483859893244933,0.01402136255818863
Rule[6M momentum top-k],calibration,2019-07,9,3,0.16666666666666669,0.3333333333333333,0.02491748050686582,0.016734911536470456,0.008182568970395362
Rule[6M momentum top-k],calibration,2019-08,9,3,-0.65,0.3333333333333333,-0.013825392652186075,0.0018866084647653923,-0.015712001116951466
Rule[6M momentum top-k],calibration,2019-09,9,3,-0.5499999999999999,0.0,0.008587888648064368,0.018047813914944984,-0.009459925266880616
Rule[6M momentum top-k],calibration,2019-10,9,3,-0.7,0.0,-0.016400030425034757,0.007357355605786579,-0.023757386030821337
Rule[6M momentum top-k],calibration,2019-11,9,3,0.38333333333333336,0.3333333333333333,0.03192835027913884,0.02168823846543117,0.010240111813707667
Rule[6M momentum top-k],calibration,2019-12,9,3,-0.2333333333333333,0.0,-0.0003484904880502275,0.011292453838961146,-0.011640944327011373
Rule[6M momentum top-k],holdout,2020-01,9,3,-0.16666666666666669,0.3333333333333333,-0.048700514974247246,-0.028843776596634247,-0.019856738377613
Rule[6M momentum top-k],holdout,2020-02,9,3,0.6166666666666666,0.3333333333333333,-0.05559709100037195,-0.08506995831815597,0.029472867317784028
Rule[6M momentum top-k],holdout,2020-03,9,3,-0.65,0.0,0.029184269095526332,0.0794165018434571,-0.05023223274793076
Rule[6M momentum top-k],holdout,2020-04,9,3,-0.2833333333333333,0.3333333333333333,0.02475689808910153,0.029740945394446952,-0.004984047305345421
Rule[6M momentum top-k],holdout,2020-05,9,3,-0.15,0.3333333333333333,0.031203471325220722,0.02561496963872541,0.005588501686495311
Rule[6M momentum top-k],holdout,2020-06,9,3,0.31666666666666665,0.6666666666666666,0.0752405776337189,0.05465483896931215,0.02058573866440675
Rule[6M momentum top-k],holdout,2020-07,9,3,-0.2333333333333333,0.3333333333333333,0.018582149390994413,0.022631478902831695,-0.004049329511837282
Rule[6M momentum top-k],holdout,2020-08,9,3,-0.7333333333333334,0.0,-0.04564810015968227,-0.02273435643270885,-0.022913743726973423
Rule[6M momentum top-k],holdout,2020-09,9,3,0.19999999999999998,0.3333333333333333,-0.011117289667270177,-0.010902846733620507,-0.00021444293364967018
Rule[6M momentum top-k],holdout,2020-10,9,3,0.5833333333333334,0.6666666666666666,0.1282042651845238,0.06550979782023876,0.06269446736428504
Rule[6M momentum top-k],holdout,2020-11,9,3,0.7833333333333333,0.6666666666666666,0.06892777358176046,0.03846989803070032,0.030457875551060137
Rule[6M momentum top-k],holdout,2020-12,9,3,0.9166666666666666,1.0,0.02760263475920599,-0.0011440841676125186,0.02874671892681851
Rule[6M momentum top-k],holdout,2021-01,9,3,0.8333333333333333,0.3333333333333333,0.022856321494277448,-0.0017058158636524328,0.02456213735792988
Rule[6M momentum top-k],holdout,2021-02,9,3,0.6666666666666667,0.3333333333333333,0.01940398341177992,0.005021361937602387,0.014382621474177532
Rule[6M momentum top-k],holdout,2021-03,9,3,0.08333333333333334,0.3333333333333333,0.027595663822354528,0.033050735804643384,-0.005455071982288857
Rule[6M momentum top-k],holdout,2021-04,9,3,0.03333333333333333,0.3333333333333333,0.00578442744826746,0.011474736067908609,-0.005690308619641149
Rule[6M momentum top-k],holdout,2021-05,9,3,0.19999999999999998,0.3333333333333333,0.02249735995323358,0.015089384316132739,0.0074079756371008415
Rule[6M momentum top-k],holdout,2021-06,9,3,-0.03333333333333333,0.3333333333333333,0.010782756149698739,0.008889102070241727,0.001893654079457012
Rule[6M momentum top-k],holdout,2021-07,9,3,0.65,0.6666666666666666,0.031163749702170025,0.014355172753622846,0.016808576948547177
Rule[6M momentum top-k],holdout,2021-08,9,3,-0.7,0.0,-0.05341726041564158,-0.03430719330959616,-0.019110067106045417
Rule[6M momentum top-k],holdout,2021-09,9,3,0.6666666666666667,1.0,0.07337801652668612,0.033919583086947105,0.03945843343973901
Rule[6M momentum top-k],holdout,2021-10,9,3,0.26666666666666666,0.3333333333333333,-0.003053127226270158,-0.00814291260574651,0.005089785379476353
Rule[6M momentum top-k],holdout,2021-11,9,3,-0.21666666666666667,0.3333333333333333,0.012544394253293048,0.02478512684151668,-0.012240732588223632
Rule[6M momentum top-k],holdout,2021-12,9,3,-0.4666666666666666,0.0,-0.07480936318714264,-0.04706511029911301,-0.027744252888029626
Rule[6M momentum top-k],holdout,2022-01,9,3,-0.3666666666666667,0.0,-0.036367857545439884,-0.01207924042379465,-0.024288617121645234
Rule[6M momentum top-k],holdout,2022-02,9,3,0.35,0.6666666666666666,0.03765177532828057,0.0032748039837103837,0.034376971344570184
Rule[6M momentum top-k],holdout,2022-03,9,3,0.43333333333333335,0.6666666666666666,-0.04978346632010607,-0.06933050017927235,0.019547033859166278
Rule[6M momentum top-k],holdout,2022-04,9,3,-0.16666666666666669,0.3333333333333333,-0.021056797859000276,-0.009449679616672597,-0.011607118242327678
Rule[6M momentum top-k],holdout,2022-05,9,3,0.3666666666666667,0.3333333333333333,-0.053549133500687275,-0.054311863957594464,0.0007627304569071888
Rule[6M momentum top-k],holdout,2022-06,9,3,-0.75,0.0,0.02357382289675025,0.05565977500318883,-0.03208595210643858
