month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,Rule[6M momentum top-k],Rule[Risk-adjusted momentum top-k],TabICL[Direct allocation scorer],TabICL[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] Calibration Base,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibration Base
2020-01,0.9706562234033658,0.9203345178906297,0.9785067662482466,0.9762624816328893,0.9750084408312587,0.9786856876946706,0.9507994850257527,0.9507994850257527,0.9234343796117008,0.9234343796117008,0.9372367897545875,0.9433008607558184,0.9719112532430483,0.9719112532430483,0.9719112532430483
2020-02,0.8880825389371827,0.8054110297276816,0.9301527338529079,0.9132334671367286,0.9710058693520164,0.9570640247311085,0.8973039332103186,0.9814688768775054,0.774900723259277,0.786049241018395,0.7864830271441956,0.8029600608555407,0.9679213962329196,0.9679213962329196,0.9679213962329196
2020-03,0.9586109475278296,0.9076848690534638,1.0055563729211974,0.9645201498581013,0.9990202973134037,0.9966863355927166,0.9228928900354625,1.0101123286891827,0.8396171574578779,0.8469778814463649,0.863529524144944,0.8651995011767395,1.064296427069073,1.0238738962884073,1.0238738962884073
2020-04,0.9871209433727739,0.9509320451165416,1.027215503678495,0.9845224376516161,1.0028620024178045,1.0161620651376992,0.9454332242978817,1.013996687895476,0.8811144319189702,0.8679464265410557,0.9097794842484948,0.8866191570541135,1.116898259403902,1.032612818947139,1.032612818947139
2020-05,1.0124060163670174,0.9677962725371477,1.039529102154973,1.0010072045718919,1.0338204908192627,1.0236033991588522,0.9749340228021716,1.0452989055741262,0.9167747619641944,0.9024951921128824,0.9462966821287458,0.9325143213120435,1.1621011968595245,1.0515416373592035,1.0515416373592035
2020-06,1.0677389041631196,1.0247919979452897,1.0947031691770528,1.0434502596559225,1.1116057417180787,1.0781265723254416,1.0482886218325722,1.1239477990294175,0.9592759660716677,0.9600758911627945,0.9901665071959299,1.0145415599493812,1.21597560768585,1.1120114551560076,1.1120114551560076
2020-07,1.0919034146464197,1.0963189786677296,1.1184492423384793,1.0506531024289512,1.132261765674571,1.0730386679814905,1.0677680776083447,1.17418344480979,1.0131982946763431,1.013723159449367,1.0535657453722875,1.079501505101633,1.28432740488704,1.1442828545835804,1.1442828545835804
2020-08,1.0670796932277562,1.055268669975157,1.0967818964391671,1.0378364977347811,1.0801987465995213,1.073287330166133,1.0186705707618313,1.1233633579357543,0.9736690008240516,0.9741733883282578,1.0068176542483245,1.0397024309949006,1.2406728329982295,1.1053884278614896,1.1053884278614896
2020-09,1.0554454868799352,1.0289570933282894,1.0655223361695196,1.0261626954178074,1.0583869823322523,1.0576792877959107,1.007006158094228,1.107516214468858,0.9611952276870117,0.9616931534313229,0.9935836044377324,1.0232744204726845,1.22436488885237,1.1072595921015387,1.1072595921015387
2020-10,1.1245875073357232,1.1408838394519747,1.1421567055453408,1.0670184435436911,1.0844272817345686,1.0765538725486303,1.1357729739096243,1.2491353448532938,1.0866148826394177,1.0871777792379784,1.1232293925621881,1.1541214741580137,1.384123715646824,1.2513690797292785,1.2513690797292785
