Model,Base Model,Family,Calibration,Evaluation Window,Rows,Positive Rows,Positive Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Fit Seconds,Predict Seconds,Calibration Seconds,Workflow Seconds,CV/Validation Average Precision,Best Params,Timing Notes
TabICL[Direct allocation scorer] Calibration Base,TabICL,direct_tfm_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.4759467451524544,0.6073977623456791,0.21631774000908197,0.6294209567878695,0.10554326915492615,2.202539219999835,5.967763589500009,0.0,8.170302809499844,,,direct TFM context excludes calibration-window labels
TabPFN[Direct allocation scorer] Calibration Base,TabPFN,direct_tfm_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.45690463277343013,0.5872395833333333,0.21913362399807154,0.6356487138240865,0.10952434419757788,4.102029984000183,9.215534443000024,0.0,13.317564427000207,,,direct TFM context excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibration Base,XGBoost,gpu_boosted_tree_calibration_base,none_calibration_base,calibration,216,72,0.3333333333333333,probability,0.42191885697073384,0.5721450617283951,0.21913327900579635,0.6296405550818522,0.07268701886965168,2339.397974492,0.010580355000001873,0.0,2339.408554847,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}",base model excludes calibration-window labels
XGBoost[GPU allocation scorer] Calibrated,XGBoost,gpu_boosted_tree_calibrated,sigmoid,calibration,216,72,0.3333333333333333,probability,0.42191885697073384,0.5721450617283951,0.21899970375669592,0.6293686756596986,0.07382187983396925,2339.397974492,0.0034224434998577635,0.021611961999951745,2339.4230088974996,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}",sigmoid calibration fitted on calibration window
Rule[12M momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.31960553030600136,0.4736689814814814,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[6M momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.3094981233686017,0.40625,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Low volatility top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.3066296059624292,0.3715277777777778,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
Rule[Risk-adjusted momentum top-k],Rule,deterministic_rule,none,calibration,216,72,0.3333333333333333,raw_score,0.2808594346873533,0.40354938271604934,,,,0.0,0.0,0.0,0.0,,,deterministic rule score; not a calibrated probability
TabICL[Direct allocation scorer],TabICL,direct_tfm,none,holdout,675,225,0.3333333333333333,probability,0.4090719429524628,0.5647506172839506,0.21927254586211786,0.6307139428869322,0.06085253126091427,5.669047460000002,7.5797327840000435,0.0,13.248780244000045,,,direct TFM classifier fitted on all pre-holdout rows; no task-specific weight training claim is made
TabPFN[Direct allocation scorer],TabPFN,direct_tfm,none,holdout,675,225,0.3333333333333333,probability,0.4089124760596909,0.5798567901234568,0.21915859654044417,0.6308643314516614,0.04519746784810666,12.486979172999781,12.299103606999779,0.0,24.78608277999956,,,direct TFM classifier fitted on all pre-holdout rows; no task-specific weight training claim is made
