Model,CV/Validation Average Precision,Best Params
XGBoost[GPU allocation scorer] Calibration Base,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}"
XGBoost[GPU allocation scorer] Calibrated,0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}"
XGBoost[GPU allocation scorer],0.3908359549827347,"{""colsample_bylevel"": 0.898779550318594, ""colsample_bytree"": 0.6206990774079656, ""gamma"": 0.007385090368851138, ""learning_rate"": 0.0031500399305676055, ""max_bin"": 401, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 66.37817026991432, ""n_estimators"": 565, ""reg_alpha"": 0.0011006216488059052, ""reg_lambda"": 13.046868713270499, ""scale_pos_weight"": 1.0, ""subsample"": 0.9786918871174227}"
