Model,Evaluation Window,bin,rows,high_vol_rows,score_min,score_max,mean_score,observed_high_vol_rate,abs_calibration_error
XGBoost[Raw] Calibrated,calibration,5,35,3,0.20353277066373382,0.2039644162042733,0.20374486585936963,0.08571428571428572,0.11803058014508391
XGBoost[Raw] Calibrated,calibration,6,35,4,0.20396685481085142,0.20453428816194102,0.20422697235029946,0.11428571428571428,0.08994125806458518
XGBoost[Raw] Calibrated,calibration,7,35,2,0.2045374352611105,0.20643410722661695,0.20550402940111986,0.05714285714285714,0.14836117225826273
XGBoost[Raw] Calibrated,calibration,8,35,10,0.20647056035917774,0.21162636819838562,0.2097251536950817,0.2857142857142857,0.07598913201920399
XGBoost[Raw] Calibrated,calibration,9,35,6,0.2117613312676173,0.22517980481950328,0.21623958962765394,0.17142857142857143,0.04481101819908251
XGBoost[Raw] Calibrated,calibration,10,35,22,0.2273679801813888,0.76348143851201,0.3775196015400542,0.6285714285714286,0.25105182703137435
XGBoost[Raw] Calibrated,holdout,1,50,3,0.2026135278198397,0.2032625265393114,0.20303316985664335,0.06,0.14303316985664336
XGBoost[Raw] Calibrated,holdout,2,50,0,0.2032625265393114,0.20345585764078772,0.20336106429630924,0.0,0.20336106429630924
XGBoost[Raw] Calibrated,holdout,3,50,3,0.20345714613276103,0.20365437164590294,0.20355373331593934,0.06,0.14355373331593935
XGBoost[Raw] Calibrated,holdout,4,50,4,0.2036561410417092,0.20398273589752663,0.20381452224984975,0.08,0.12381452224984975
XGBoost[Raw] Calibrated,holdout,5,50,6,0.20399217073366926,0.20438321606113768,0.20413428577323714,0.12,0.08413428577323714
XGBoost[Raw] Calibrated,holdout,6,50,14,0.20438590030216672,0.2049375317371754,0.20462430844133475,0.28,0.07537569155866528
XGBoost[Raw] Calibrated,holdout,7,50,12,0.20498327840567818,0.2064992852292644,0.20562077089088102,0.24,0.034379229109118975
XGBoost[Raw] Calibrated,holdout,8,50,10,0.20651089472202622,0.22124770233628346,0.2120600878804066,0.2,0.012060087880406578
XGBoost[Raw] Calibrated,holdout,9,50,25,0.2213495085250928,0.30581489772906423,0.2549090096019785,0.5,0.2450909903980215
XGBoost[Raw] Calibrated,holdout,10,50,42,0.3076737864774058,0.6262508445671432,0.4269202697477001,0.84,0.4130797302522999
XGBoost[Raw + TabPFN embeddings],holdout,1,50,0,0.002792774699628353,0.011247217655181885,0.007702961415052414,0.0,0.007702961415052414
XGBoost[Raw + TabPFN embeddings],holdout,2,50,9,0.011508805677294731,0.018276629969477654,0.014570017866790295,0.18,0.1654299821332097
XGBoost[Raw + TabPFN embeddings],holdout,3,50,9,0.018358472734689713,0.030272791162133217,0.023434996865689756,0.18,0.15656500313431024
XGBoost[Raw + TabPFN embeddings],holdout,4,50,10,0.030375022441148758,0.044671181589365005,0.03724556896835565,0.2,0.16275443103164436
XGBoost[Raw + TabPFN embeddings],holdout,5,50,8,0.044738199561834335,0.06627961248159409,0.05491867862641811,0.16,0.10508132137358189
XGBoost[Raw + TabPFN embeddings],holdout,6,50,9,0.06634674966335297,0.0935424268245697,0.08067425832152367,0.18,0.09932574167847633
XGBoost[Raw + TabPFN embeddings],holdout,7,50,8,0.09526090323925018,0.15310919284820557,0.12446013331413269,0.16,0.03553986668586731
XGBoost[Raw + TabPFN embeddings],holdout,8,50,9,0.15404455363750458,0.24319587647914886,0.1938707384467125,0.18,0.013870738446712494
XGBoost[Raw + TabPFN embeddings],holdout,9,50,22,0.24493464827537537,0.41743114590644836,0.31984110057353976,0.44,0.12015889942646024
XGBoost[Raw + TabPFN embeddings],holdout,10,50,35,0.4205818176269531,0.9210524559020996,0.5745352709293365,0.7,0.12546472907066342
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,1,35,7,0.004019976127892733,0.005124886054545641,0.004798789814646755,0.2,0.19520121018535325
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,2,35,4,0.005130410194396973,0.00592556968331337,0.005543981346168688,0.11428571428571428,0.10874173293954559
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,3,35,8,0.005949470214545727,0.006968020927160978,0.006553329527378082,0.22857142857142856,0.22201809904405048
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,4,35,9,0.006973959039896727,0.00747880432754755,0.007202117065233844,0.2571428571428571,0.24994074007762326
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,5,35,8,0.0075536444783210754,0.008733049966394901,0.00811024491808244,0.22857142857142856,0.22046118365334613
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,6,35,2,0.008807461708784103,0.010238004848361015,0.009430457731442791,0.05714285714285714,0.04771239941141435
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,7,35,3,0.010245569050312042,0.013500891625881195,0.011864145259772028,0.08571428571428572,0.07385014045451369
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,8,35,6,0.013743652030825615,0.025668520480394363,0.01883077956736088,0.17142857142857143,0.15259779186121056
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,9,35,11,0.025930777192115784,0.06467187404632568,0.039410133074436866,0.3142857142857143,0.2748755812112774
XGBoost[Raw + TabPFN embeddings] Calibration Base,calibration,10,35,20,0.06727334856987,0.8527607917785645,0.36338604986667633,0.5714285714285714,0.20804252156189507
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,1,50,3,0.004602313973009586,0.005796774290502071,0.005358899654820562,0.06,0.05464110034517944
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,2,50,4,0.00581382168456912,0.006412835791707039,0.006137307565659285,0.08,0.07386269243434071
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,3,50,6,0.006420627702027559,0.007059372030198574,0.006719839284196496,0.12,0.1132801607158035
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,4,50,6,0.007083441596478224,0.007787320297211409,0.007363421227782965,0.12,0.11263657877221703
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,5,50,5,0.0077896565198898315,0.008749200031161308,0.008201212510466576,0.1,0.09179878748953343
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,6,50,4,0.008790007792413235,0.01010334026068449,0.009379060305655003,0.08,0.07062093969434499
XGBoost[Raw + TabPFN embeddings] Calibration Base,holdout,7,50,11,0.010153341107070446,0.014861896634101868,0.012236130759119987,0.22,0.20776386924088003
