date,spy_return_1d,spy_return_5d,spy_return_20d,spy_return_60d,spy_return_126d,spy_return_252d,spy_rv_5d,spy_downside_rv_5d,spy_rv_10d,spy_downside_rv_10d,spy_rv_20d,spy_downside_rv_20d,spy_rv_60d,spy_downside_rv_60d,spy_rv_126d,spy_downside_rv_126d,spy_ma_distance_20d,spy_drawdown_20d,spy_ma_distance_60d,spy_drawdown_60d,spy_ma_distance_126d,spy_drawdown_126d,spy_ma_distance_200d,spy_drawdown_200d,spy_volume_change_5d,spy_volume_zscore_60d,spy_volume_volatility_20d,qqq_return_1d,qqq_return_5d,qqq_return_20d,qqq_return_60d,qqq_return_126d,qqq_return_252d,qqq_rv_5d,qqq_downside_rv_5d,qqq_rv_10d,qqq_downside_rv_10d,qqq_rv_20d,qqq_downside_rv_20d,qqq_rv_60d,qqq_downside_rv_60d,qqq_rv_126d,qqq_downside_rv_126d,qqq_ma_distance_20d,qqq_drawdown_20d,qqq_ma_distance_60d,qqq_drawdown_60d,qqq_ma_distance_126d,qqq_drawdown_126d,qqq_ma_distance_200d,qqq_drawdown_200d,qqq_volume_change_5d,qqq_volume_zscore_60d,qqq_volume_volatility_20d,iwm_return_1d,iwm_return_5d,iwm_return_20d,iwm_return_60d,iwm_return_126d,iwm_return_252d,iwm_rv_5d,iwm_downside_rv_5d,iwm_rv_10d,iwm_downside_rv_10d,iwm_rv_20d,iwm_downside_rv_20d,iwm_rv_60d,iwm_downside_rv_60d,iwm_rv_126d,iwm_downside_rv_126d,iwm_ma_distance_20d,iwm_drawdown_20d,iwm_ma_distance_60d,iwm_drawdown_60d,iwm_ma_distance_126d,iwm_drawdown_126d,iwm_ma_distance_200d,iwm_drawdown_200d,iwm_volume_change_5d,iwm_volume_zscore_60d,iwm_volume_volatility_20d,tlt_return_1d,tlt_return_5d,tlt_return_20d,tlt_return_60d,tlt_return_126d,tlt_return_252d,tlt_rv_5d,tlt_downside_rv_5d,tlt_rv_10d,tlt_downside_rv_10d,tlt_rv_20d,tlt_downside_rv_20d,tlt_rv_60d,tlt_downside_rv_60d,tlt_rv_126d,tlt_downside_rv_126d,tlt_ma_distance_20d,tlt_drawdown_20d,tlt_ma_distance_60d,tlt_drawdown_60d,tlt_ma_distance_126d,tlt_drawdown_126d,tlt_ma_distance_200d,tlt_drawdown_200d,tlt_volume_change_5d,tlt_volume_zscore_60d,tlt_volume_volatility_20d,ief_return_1d,ief_return_5d,ief_return_20d,ief_return_60d,ief_return_126d,ief_return_252d,ief_rv_5d,ief_downside_rv_5d,ief_rv_10d,ief_downside_rv_10d,ief_rv_20d,ief_downside_rv_20d,ief_rv_60d,ief_downside_rv_60d,ief_rv_126d,ief_downside_rv_126d,ief_ma_distance_20d,ief_drawdown_20d,ief_ma_distance_60d,ief_drawdown_60d,ief_ma_distance_126d,ief_drawdown_126d,ief_ma_distance_200d,ief_drawdown_200d,ief_volume_change_5d,ief_volume_zscore_60d,ief_volume_volatility_20d,gld_return_1d,gld_return_5d,gld_return_20d,gld_return_60d,gld_return_126d,gld_return_252d,gld_rv_5d,gld_downside_rv_5d,gld_rv_10d,gld_downside_rv_10d,gld_rv_20d,gld_downside_rv_20d,gld_rv_60d,gld_downside_rv_60d,gld_rv_126d,gld_downside_rv_126d,gld_ma_distance_20d,gld_drawdown_20d,gld_ma_distance_60d,gld_drawdown_60d,gld_ma_distance_126d,gld_drawdown_126d,gld_ma_distance_200d,gld_drawdown_200d,gld_volume_change_5d,gld_volume_zscore_60d,gld_volume_volatility_20d,hyg_return_1d,hyg_return_5d,hyg_return_20d,hyg_return_60d,hyg_return_126d,hyg_return_252d,hyg_rv_5d,hyg_downside_rv_5d,hyg_rv_10d,hyg_downside_rv_10d,hyg_rv_20d,hyg_downside_rv_20d,hyg_rv_60d,hyg_downside_rv_60d,hyg_rv_126d,hyg_downside_rv_126d,hyg_ma_distance_20d,hyg_drawdown_20d,hyg_ma_distance_60d,hyg_drawdown_60d,hyg_ma_distance_126d,hyg_drawdown_126d,hyg_ma_distance_200d,hyg_drawdown_200d,hyg_volume_change_5d,hyg_volume_zscore_60d,hyg_volume_volatility_20d,eem_return_1d,eem_return_5d,eem_return_20d,eem_return_60d,eem_return_126d,eem_return_252d,eem_rv_5d,eem_downside_rv_5d,eem_rv_10d,eem_downside_rv_10d,eem_rv_20d,eem_downside_rv_20d,eem_rv_60d,eem_downside_rv_60d,eem_rv_126d,eem_downside_rv_126d,eem_ma_distance_20d,eem_drawdown_20d,eem_ma_distance_60d,eem_drawdown_60d,eem_ma_distance_126d,eem_drawdown_126d,eem_ma_distance_200d,eem_drawdown_200d,eem_volume_change_5d,eem_volume_zscore_60d,eem_volume_volatility_20d,vnq_return_1d,vnq_return_5d,vnq_return_20d,vnq_return_60d,vnq_return_126d,vnq_return_252d,vnq_rv_5d,vnq_downside_rv_5d,vnq_rv_10d,vnq_downside_rv_10d,vnq_rv_20d,vnq_downside_rv_20d,vnq_rv_60d,vnq_downside_rv_60d,vnq_rv_126d,vnq_downside_rv_126d,vnq_ma_distance_20d,vnq_drawdown_20d,vnq_ma_distance_60d,vnq_drawdown_60d,vnq_ma_distance_126d,vnq_drawdown_126d,vnq_ma_distance_200d,vnq_drawdown_200d,vnq_volume_change_5d,vnq_volume_zscore_60d,vnq_volume_volatility_20d,spy_parkinson_rv_20d,spy_garman_klass_rv_20d,corr_spy_tlt_20d,corr_spy_tlt_60d,corr_spy_tlt_126d,relative_return_spy_tlt_20d,relative_return_spy_tlt_60d,corr_spy_gld_20d,corr_spy_gld_60d,corr_spy_gld_126d,relative_return_spy_gld_20d,relative_return_spy_gld_60d,corr_spy_hyg_20d,corr_spy_hyg_60d,corr_spy_hyg_126d,relative_return_spy_hyg_20d,relative_return_spy_hyg_60d,corr_spy_eem_20d,corr_spy_eem_60d,corr_spy_eem_126d,relative_return_spy_eem_20d,relative_return_spy_eem_60d,corr_qqq_tlt_20d,corr_qqq_tlt_60d,corr_qqq_tlt_126d,relative_return_qqq_tlt_20d,relative_return_qqq_tlt_60d,vix_close,vix_change_1d,vix_change_5d,vix_change_20d,vix_ma_distance_20d,vix_ma_distance_60d,vix_zscore_252d,treasury_10y_yield,treasury_10y_yield_change_5d,treasury_10y_yield_change_20d,treasury_2y_yield,treasury_2y_yield_change_5d,treasury_2y_yield_change_20d,yield_curve_10y_2y,yield_curve_10y_2y_change_5d,yield_curve_10y_2y_change_20d,high_yield_oas,high_yield_oas_change_5d,high_yield_oas_change_20d,investment_grade_oas,investment_grade_oas_change_5d,investment_grade_oas_change_20d,fed_funds_rate,fed_funds_rate_change_5d,fed_funds_rate_change_20d,computed_yield_curve_10y_2y,credit_spread_gap_hy_minus_ig,target_forward_rv_20d,target_forward_return_20d,spy_next_1d_return,target_high_vol_20d,spy_return_1d__is_missing,spy_return_5d__is_missing,spy_return_20d__is_missing,spy_return_60d__is_missing,spy_return_126d__is_missing,spy_return_252d__is_missing,spy_rv_5d__is_missing,spy_downside_rv_5d__is_missing,spy_rv_10d__is_missing,spy_downside_rv_10d__is_missing,spy_rv_20d__is_missing,spy_downside_rv_20d__is_missing,spy_rv_60d__is_missing,spy_downside_rv_60d__is_missing,spy_rv_126d__is_missing,spy_downside_rv_126d__is_missing,spy_ma_distance_20d__is_missing,spy_drawdown_20d__is_missing,spy_ma_distance_60d__is_missing,spy_drawdown_60d__is_missing,spy_ma_distance_126d__is_missing,spy_drawdown_126d__is_missing,spy_ma_distance_200d__is_missing,spy_drawdown_200d__is_missing,spy_volume_change_5d__is_missing,spy_volume_zscore_60d__is_missing,spy_volume_volatility_20d__is_missing,qqq_return_1d__is_missing,qqq_return_5d__is_missing,qqq_return_20d__is_missing,qqq_return_60d__is_missing,qqq_return_126d__is_missing,qqq_return_252d__is_missing,qqq_rv_5d__is_missing,qqq_downside_rv_5d__is_missing,qqq_rv_10d__is_missing,qqq_downside_rv_10d__is_missing,qqq_rv_20d__is_missing,qqq_downside_rv_20d__is_missing,qqq_rv_60d__is_missing,qqq_downside_rv_60d__is_missing,qqq_rv_126d__is_missing,qqq_downside_rv_126d__is_missing,qqq_ma_distance_20d__is_missing,qqq_drawdown_20d__is_missing,qqq_ma_distance_60d__is_missing,qqq_drawdown_60d__is_missing,qqq_ma_distance_126d__is_missing,qqq_drawdown_126d__is_missing,qqq_ma_distance_200d__is_missing,qqq_drawdown_200d__is_missing,qqq_volume_change_5d__is_missing,qqq_volume_zscore_60d__is_missing,qqq_volume_volatility_20d__is_missing,iwm_return_1d__is_missing,iwm_return_5d__is_missing,iwm_return_20d__is_missing,iwm_return_60d__is_missing,iwm_return_126d__is_missing,iwm_return_252d__is_missing,iwm_rv_5d__is_missing,iwm_downside_rv_5d__is_missing,iwm_rv_10d__is_missing,iwm_downside_rv_10d__is_missing,iwm_rv_20d__is_missing,iwm_downside_rv_20d__is_missing,iwm_rv_60d__is_missing,iwm_downside_rv_60d__is_missing,iwm_rv_126d__is_missing,iwm_downside_rv_126d__is_missing,iwm_ma_distance_20d__is_missing,iwm_drawdown_20d__is_missing,iwm_ma_distance_60d__is_missing,iwm_drawdown_60d__is_missing,iwm_ma_distance_126d__is_missing,iwm_drawdown_126d__is_missing,iwm_ma_distance_200d__is_missing,iwm_drawdown_200d__is_missing,iwm_volume_change_5d__is_missing,iwm_volume_zscore_60d__is_missing,iwm_volume_volatility_20d__is_missing,tlt_return_1d__is_missing,tlt_return_5d__is_missing,tlt_return_20d__is_missing,tlt_return_60d__is_missing,tlt_return_126d__is_missing,tlt_return_252d__is_missing,tlt_rv_5d__is_missing,tlt_downside_rv_5d__is_missing,tlt_rv_10d__is_missing,tlt_downside_rv_10d__is_missing,tlt_rv_20d__is_missing,tlt_downside_rv_20d__is_missing,tlt_rv_60d__is_missing,tlt_downside_rv_60d__is_missing,tlt_rv_126d__is_missing,tlt_downside_rv_126d__is_missing,tlt_ma_distance_20d__is_missing,tlt_drawdown_20d__is_missing,tlt_ma_distance_60d__is_missing,tlt_drawdown_60d__is_missing,tlt_ma_distance_126d__is_missing,tlt_drawdown_126d__is_missing,tlt_ma_distance_200d__is_missing,tlt_drawdown_200d__is_missing,tlt_volume_change_5d__is_missing,tlt_volume_zscore_60d__is_missing,tlt_volume_volatility_20d__is_missing,ief_return_1d__is_missing,ief_return_5d__is_missing,ief_return_20d__is_missing,ief_return_60d__is_missing,ief_return_126d__is_missing,ief_return_252d__is_missing,ief_rv_5d__is_missing,ief_downside_rv_5d__is_missing,ief_rv_10d__is_missing,ief_downside_rv_10d__is_missing,ief_rv_20d__is_missing,ief_downside_rv_20d__is_missing,ief_rv_60d__is_missing,ief_downside_rv_60d__is_missing,ief_rv_126d__is_missing,ief_downside_rv_126d__is_missing,ief_ma_distance_20d__is_missing,ief_drawdown_20d__is_missing,ief_ma_distance_60d__is_missing,ief_drawdown_60d__is_missing,ief_ma_distance_126d__is_missing,ief_drawdown_126d__is_missing,ief_ma_distance_200d__is_missing,ief_drawdown_200d__is_missing,ief_volume_change_5d__is_missing,ief_volume_zscore_60d__is_missing,ief_volume_volatility_20d__is_missing,gld_return_1d__is_missing,gld_return_5d__is_missing,gld_return_20d__is_missing,gld_return_60d__is_missing,gld_return_126d__is_missing,gld_return_252d__is_missing,gld_rv_5d__is_missing,gld_downside_rv_5d__is_missing,gld_rv_10d__is_missing,gld_downside_rv_10d__is_missing,gld_rv_20d__is_missing,gld_downside_rv_20d__is_missing,gld_rv_60d__is_missing,gld_downside_rv_60d__is_missing,gld_rv_126d__is_missing,gld_downside_rv_126d__is_missing,gld_ma_distance_20d__is_missing,gld_drawdown_20d__is_missing,gld_ma_distance_60d__is_missing,gld_drawdown_60d__is_missing,gld_ma_distance_126d__is_missing,gld_drawdown_126d__is_missing,gld_ma_distance_200d__is_missing,gld_drawdown_200d__is_missing,gld_volume_change_5d__is_missing,gld_volume_zscore_60d__is_missing,gld_volume_volatility_20d__is_missing,hyg_return_1d__is_missing,hyg_return_5d__is_missing,hyg_return_20d__is_missing,hyg_return_60d__is_missing,hyg_return_126d__is_missing,hyg_return_252d__is_missing,hyg_rv_5d__is_missing,hyg_downside_rv_5d__is_missing,hyg_rv_10d__is_missing,hyg_downside_rv_10d__is_missing,hyg_rv_20d__is_missing,hyg_downside_rv_20d__is_missing,hyg_rv_60d__is_missing,hyg_downside_rv_60d__is_missing,hyg_rv_126d__is_missing,hyg_downside_rv_126d__is_missing,hyg_ma_distance_20d__is_missing,hyg_drawdown_20d__is_missing,hyg_ma_distance_60d__is_missing,hyg_drawdown_60d__is_missing,hyg_ma_distance_126d__is_missing,hyg_drawdown_126d__is_missing,hyg_ma_distance_200d__is_missing,hyg_drawdown_200d__is_missing,hyg_volume_change_5d__is_missing,hyg_volume_zscore_60d__is_missing,hyg_volume_volatility_20d__is_missing,eem_return_1d__is_missing,eem_return_5d__is_missing,eem_return_20d__is_missing,eem_return_60d__is_missing,eem_return_126d__is_missing,eem_return_252d__is_missing,eem_rv_5d__is_missing,eem_downside_rv_5d__is_missing,eem_rv_10d__is_missing,eem_downside_rv_10d__is_missing,eem_rv_20d__is_missing,eem_downside_rv_20d__is_missing,eem_rv_60d__is_missing,eem_downside_rv_60d__is_missing,eem_rv_126d__is_missing,eem_downside_rv_126d__is_missing,eem_ma_distance_20d__is_missing,eem_drawdown_20d__is_missing,eem_ma_distance_60d__is_missing,eem_drawdown_60d__is_missing,eem_ma_distance_126d__is_missing,eem_drawdown_126d__is_missing,eem_ma_distance_200d__is_missing,eem_drawdown_200d__is_missing,eem_volume_change_5d__is_missing,eem_volume_zscore_60d__is_missing,eem_volume_volatility_20d__is_missing,vnq_return_1d__is_missing,vnq_return_5d__is_missing,vnq_return_20d__is_missing,vnq_return_60d__is_missing,vnq_return_126d__is_missing,vnq_return_252d__is_missing,vnq_rv_5d__is_missing,vnq_downside_rv_5d__is_missing,vnq_rv_10d__is_missing,vnq_downside_rv_10d__is_missing,vnq_rv_20d__is_missing,vnq_downside_rv_20d__is_missing,vnq_rv_60d__is_missing,vnq_downside_rv_60d__is_missing,vnq_rv_126d__is_missing,vnq_downside_rv_126d__is_missing,vnq_ma_distance_20d__is_missing,vnq_drawdown_20d__is_missing,vnq_ma_distance_60d__is_missing,vnq_drawdown_60d__is_missing,vnq_ma_distance_126d__is_missing,vnq_drawdown_126d__is_missing,vnq_ma_distance_200d__is_missing,vnq_drawdown_200d__is_missing,vnq_volume_change_5d__is_missing,vnq_volume_zscore_60d__is_missing,vnq_volume_volatility_20d__is_missing,spy_parkinson_rv_20d__is_missing,spy_garman_klass_rv_20d__is_missing,corr_spy_tlt_20d__is_missing,corr_spy_tlt_60d__is_missing,corr_spy_tlt_126d__is_missing,relative_return_spy_tlt_20d__is_missing,relative_return_spy_tlt_60d__is_missing,corr_spy_gld_20d__is_missing,corr_spy_gld_60d__is_missing,corr_spy_gld_126d__is_missing,relative_return_spy_gld_20d__is_missing,relative_return_spy_gld_60d__is_missing,corr_spy_hyg_20d__is_missing,corr_spy_hyg_60d__is_missing,corr_spy_hyg_126d__is_missing,relative_return_spy_hyg_20d__is_missing,relative_return_spy_hyg_60d__is_missing,corr_spy_eem_20d__is_missing,corr_spy_eem_60d__is_missing,corr_spy_eem_126d__is_missing,relative_return_spy_eem_20d__is_missing,relative_return_spy_eem_60d__is_missing,corr_qqq_tlt_20d__is_missing,corr_qqq_tlt_60d__is_missing,corr_qqq_tlt_126d__is_missing,relative_return_qqq_tlt_20d__is_missing,relative_return_qqq_tlt_60d__is_missing,vix_change_1d__is_missing,vix_change_5d__is_missing,vix_change_20d__is_missing,vix_ma_distance_20d__is_missing,vix_ma_distance_60d__is_missing,vix_zscore_252d__is_missing,treasury_10y_yield_change_5d__is_missing,treasury_10y_yield_change_20d__is_missing,treasury_2y_yield_change_5d__is_missing,treasury_2y_yield_change_20d__is_missing,yield_curve_10y_2y_change_5d__is_missing,yield_curve_10y_2y_change_20d__is_missing,fed_funds_rate_change_5d__is_missing,fed_funds_rate_change_20d__is_missing
2006-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14,,,,,,,4.37,,,4.34,,,0.03,,,,,,,,,4.34,,,0.03000000000000025,,0.09815240135849246,0.013338506768791891,0.004735337841312859,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2006-01-04,0.004735337841312859,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010409567282581245,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005437786511200526,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002397603079703936,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017883228581443422,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033885600300291863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009066411433130916,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007406077100719832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,0.02064631956912022,,,,,,4.36,,,4.31,,,0.05,,,,,,,,,4.22,,,0.05000000000000071,,0.10608967354466724,-0.0031420133992611232,0.000628367857582468,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2006-01-05,0.000628367857582468,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004312048997329843,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005407720476094058,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001196528191121371,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023725977254751562,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018011240116588056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005087311074340128,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007678448621254885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.31,-0.005277044854881119,,,,,,4.36,,,4.32,,,0.04,,,,,,,,,4.24,,,0.040000000000000036,,0.1073969271044031,-0.008714020734079675,0.008321994202252991,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
