month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,FeatureSensitivity[Logistic full],FeatureSensitivity[Logistic full] | inverse-vol capped top-k,FeatureSensitivity[Logistic identity_ablated],FeatureSensitivity[Logistic identity_ablated] | inverse-vol capped top-k,FeatureSensitivity[Logistic metadata_only],FeatureSensitivity[Logistic metadata_only] | inverse-vol capped top-k,FeatureSensitivity[Logistic strict_time_series],FeatureSensitivity[Logistic strict_time_series] | inverse-vol capped top-k,FeatureSensitivity[Logistic ticker_ablated],FeatureSensitivity[Logistic ticker_ablated] | inverse-vol capped top-k,Rule[6M momentum top-k],Rule[6M momentum top-k] | inverse-vol capped top-k,Rule[Risk-adjusted momentum top-k],Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] | inverse-vol capped top-k,TabPFN[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] | inverse-vol capped top-k,XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,XGBoost[GPU allocation scorer] Calibration Base,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k
2020-01,0.9454515341094312,0.9217512492400393,0.9820450453802304,0.9610986439790763,0.9565904803081046,0.9915606660224021,0.9310524418766865,0.9288084697172336,0.9310524418766865,0.9288084697172336,0.9791029644600134,0.982493151184003,0.9310524418766865,0.9288084697172336,0.9310524418766865,0.9288084697172336,0.9287556984593272,0.9273201208120974,0.9449629457997925,0.9450180124352227,0.9562909343743171,0.9630161442951953,0.9612828503503353,0.971202484057024,0.9233024183939376,0.9261152583515165,0.9419894111274634,0.9452818934818912,0.9419894111274634,0.9452818934818912
2020-02,0.8084991835821549,0.7710001271948909,0.9196313739851525,0.8706935734500357,0.910206775136027,0.9623815385506496,0.7492141138850784,0.770649430176718,0.7492141138850784,0.770649430176718,0.8888237079426738,0.9129641637980707,0.7492141138850784,0.770649430176718,0.7492141138850784,0.770649430176718,0.8509392453170128,0.8637962736760469,0.9551743019527192,0.9453639566003167,0.7962495334177283,0.8294445497621783,0.8251984937499266,0.8703572293996394,0.7412113365039757,0.765583698383428,0.7705845074781758,0.7962014131190528,0.7705845074781758,0.7962014131190528
2020-03,0.8936195345193462,0.8870638689064775,1.0010287985915787,0.9106734989619045,0.9582416198152365,0.9811322797710317,0.8179685168747167,0.81746867029251,0.8179685168747167,0.81746867029251,0.9593709882213446,0.9745270849239116,0.8179685168747167,0.81746867029251,0.8179685168747167,0.81746867029251,0.8881420750575368,0.8812383486002492,0.976854404597051,0.9596102404017799,0.8251457379644523,0.8546052837685577,0.8553103069992952,0.8969459721019583,0.7457613698751376,0.7692885229707935,0.775160735421193,0.799956674265466,0.775160735421193,0.799956674265466
2020-04,0.945559707026112,0.9439917549191037,1.0271632034920721,0.9353375705423342,0.9914339802827152,0.9988886742530787,0.875571776246028,0.8622707432332172,0.875571776246028,0.8622707432332172,1.0261597968830183,1.0322883523390138,0.875571776246028,0.8622707432332172,0.875571776246028,0.8622707432332172,0.918906269903643,0.8989855483600044,1.0002437201353747,0.9742695755887245,0.8713284375457399,0.8946825666032782,0.9031812916502866,0.9390088496597438,0.8006279044433684,0.8186692605706526,0.8213081269769557,0.8331072175104827,0.8213081269769557,0.8331072175104827
2020-05,0.9644640330145933,0.9667266682438461,1.044289502953512,0.9444704153236628,1.0273663286907135,1.0082546509543524,0.8956606938311431,0.8794470641862069,0.8956606938311431,0.8794470641862069,1.055664108804878,1.0575389307089256,0.8956606938311431,0.8794470641862069,0.8956606938311431,0.8794470641862069,0.9507886549364084,0.9193435568727463,1.03629530948284,1.0031705722316577,0.8863743561982651,0.9116765430300865,0.9123387514196684,0.9517155034070913,0.8281413793568444,0.8451483012030983,0.8449628899802986,0.8534299358632912,0.8449628899802986,0.8534299358632912
2020-06,1.02018495214245,1.0252794732314254,1.0992200370625478,0.9789902697280541,1.1566391145672374,1.0460585014160382,0.9341683896367454,0.9104732830924607,0.9341683896367454,0.9104732830924607,1.1781589619375519,1.176932084110726,0.9341683896367454,0.9104732830924607,0.9341683896367454,0.9104732830924607,1.0097512352724733,0.9669762939431729,1.1735360065419893,1.1377359173591193,0.9542868399166863,1.0127780803296618,0.9954043199870278,1.0691338046652252,0.9195176575385998,0.9372828746533227,0.9474976846480299,0.947225030975495,0.9474976846480299,0.947225030975495
2020-07,1.057452010566126,1.0936373279237301,1.1242339538497632,0.9952997638342967,1.243360673336551,1.042633924698346,0.9734226523321658,0.9544515356159414,0.9734226523321658,0.9544515356159414,1.240596211473832,1.2122082464295931,0.9734226523321658,0.9544515356159414,0.9734226523321658,0.9544515356159414,1.0852576023295872,1.0125613035830217,1.2934862622126408,1.2331796937885988,1.016575283175372,1.084016112807051,1.052973048835199,1.1278455226113095,0.9723118862069138,1.0030863671833614,1.013384429045229,0.9990023049200957,1.013384429045229,0.9990023049200957
2020-08,1.0287206625590959,1.0587613786384327,1.1052762147818564,0.983345207001403,1.1603833705256823,1.0415605071967728,0.9561763108675124,0.9405611868003576,0.9561763108675124,0.9405611868003576,1.1703092184143837,1.1704302300261726,0.9561763108675124,0.9405611868003576,0.9561763108675124,0.9405611868003576,1.0128315150104137,0.9610989840437664,1.2103691683931237,1.1743818230619973,0.9304937217034825,1.0111358328042253,0.9592464167170968,1.0499697149729261,0.9201426079658673,0.9664352946990643,0.9590114084188474,0.9626774500898139,0.9590114084188474,0.9626774500898139
2020-09,1.0180576779879453,1.035277497092188,1.0806656334653306,0.9757800884773966,1.134723984228065,1.0357074547339291,0.9459788674591633,0.9266952978139422,0.9459788674591633,0.9266952978139422,1.1475556392898298,1.144365603247809,0.9459788674591633,0.9266952978139422,0.9459788674591633,0.9266952978139422,0.9922625123764883,0.9389823179465956,1.1857884891352866,1.1473544064544592,0.9170712855396983,0.9928411400238764,0.9478190503248223,1.0327264977545527,0.9029006065849355,0.9454152683060804,0.9357538223528447,0.934846500503485,0.9357538223528447,0.934846500503485
2020-10,1.1061587167492948,1.1461736507730027,1.1501519252975445,1.0252461606517063,1.1939403208869377,1.0489093954589352,0.9694728518867737,0.9501644386176255,0.9694728518867737,0.9501644386176255,1.182817073826499,1.1752514919427604,0.9694728518867737,0.9501644386176255,0.9694728518867737,0.9501644386176255,1.0740683381161977,1.0284061233764807,1.2717390905963915,1.2405844468526748,0.9817795107997013,1.0445651422122744,1.0116982149611984,1.0850459334051028,1.020405989447459,1.0773391530602718,1.0708181457300072,1.0831098531173788,1.0708181457300072,1.0831098531173788
