Model,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
FeatureSensitivity[Logistic identity_ablated],top_k_hit_rate,0.23999999999999996,0.23999999999999996,0.20266666666666666,0.27733333333333327,400,400,0.95
FeatureSensitivity[Logistic metadata_only],average_precision,0.2822504755508688,0.2826964994558876,0.2515787131635082,0.32118304312314827,400,400,0.95
FeatureSensitivity[Logistic metadata_only],mean_spearman_ic,0.0330217355598726,0.032334423884659354,-0.017041610881374285,0.08751747292750406,400,400,0.95
FeatureSensitivity[Logistic metadata_only],top_k_hit_rate,0.2693333333333333,0.26933333333333326,0.22933333333333333,0.30933333333333335,400,400,0.95
FeatureSensitivity[Logistic strict_time_series],average_precision,0.21305341266990138,0.21547667927595152,0.20887533401332986,0.22485771775552124,400,400,0.95
FeatureSensitivity[Logistic strict_time_series],mean_spearman_ic,-0.01736861269973938,-0.015903583031399743,-0.05732967674865193,0.037988679540830995,400,400,0.95
FeatureSensitivity[Logistic strict_time_series],top_k_hit_rate,0.23999999999999996,0.23733333333333334,0.2,0.2747999999999999,400,400,0.95
XGBoost[GPU allocation scorer],average_precision,0.27718129908925565,0.2797700783806587,0.24988087611892967,0.32119312991381516,400,400,0.95
XGBoost[GPU allocation scorer],mean_spearman_ic,0.03626666666666667,0.03856410256410256,-0.021340769230769233,0.0961884615384615,400,400,0.95
XGBoost[GPU allocation scorer],top_k_hit_rate,0.30933333333333335,0.3093333333333333,0.2692666666666666,0.3494,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,average_precision,0.27642442703033837,0.27787576485131715,0.24420500575148704,0.31900981023158204,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_spearman_ic,0.02809230769230769,0.027876923076923073,-0.02767333333333334,0.09019820512820506,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,top_k_hit_rate,0.2906666666666667,0.2906666666666667,0.25066666666666665,0.3387333333333333,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,average_precision,0.27642442703033837,0.2796518880105371,0.24817117191836593,0.3171036643095353,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_spearman_ic,0.02809230769230769,0.028753846153846165,-0.028421282051282033,0.08596999999999994,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,top_k_hit_rate,0.2906666666666667,0.29333333333333333,0.25066666666666665,0.3307333333333333,400,400,0.95
TabPFN[Direct allocation scorer],average_precision,0.3133516180573489,0.3147804736518601,0.2802304143244573,0.36228496250397196,400,400,0.95
TabPFN[Direct allocation scorer],mean_spearman_ic,0.04294823161513103,0.04223558077650311,-0.010671070057246006,0.0931344014545205,400,400,0.95
TabPFN[Direct allocation scorer],top_k_hit_rate,0.3173333333333333,0.3173333333333333,0.27466666666666667,0.36539999999999995,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,average_precision,0.29549608443737185,0.2957184444507641,0.26305530657008896,0.34809279929293563,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_spearman_ic,0.02657143369845305,0.024123652039671598,-0.025094703258149484,0.0791185503285691,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,top_k_hit_rate,0.2906666666666667,0.28800000000000003,0.24266666666666667,0.3414,400,400,0.95
