Months,CAGR,Annualized Volatility,Sharpe,Sortino,Max Drawdown,Average Monthly Return,Annualized Turnover,Average Holdings,Total Transaction Cost,Final Equity,Strategy,Base Transaction Cost Bps,Tax Drag Bps Per Turnover
75,0.18309709627386117,0.16230082925390174,1.124897882712788,1.3895125053447093,-0.16735639249921452,0.015214321599186986,6.111999999999999,5.0,0.019100000000000002,2.860075039597303,TabPFN[Direct allocation scorer],5.0,0.0
75,0.16808960225688185,0.1494359464419837,1.120526257986811,1.5651297912270339,-0.13870130352879428,0.013953908489612796,7.73061352438879,5.0,0.024158167263714968,2.640742092439366,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,5.0,0.0
75,0.16575681262540787,0.14850811384263243,1.1122295331567051,1.9744056998619746,-0.12835710174326886,0.013764592510764494,5.4719999999999995,5.0,0.0171,2.607953017691479,12M momentum top-k portfolio,5.0,0.0
75,0.14721525399119462,0.1540055439024729,0.9719079530570707,1.6980169353562553,-0.15672437887253154,0.01247326774447444,9.632,5.0,0.0301,2.359286627382652,Rule[Risk-adjusted momentum top-k],5.0,0.0
75,0.13970943785789314,0.15245011057205438,0.9376025707681627,1.4427370369015786,-0.21196977016342933,0.011911467965520738,0.16,5.0,0.0005,2.264453484886869,FeatureSensitivity[Logistic metadata_only],5.0,0.0
75,0.1289536758999148,0.14031634364968326,0.9370487027400113,1.6373352393132272,-0.16238551778812216,0.010956937315846444,11.102953762750134,5.0,0.03469673050859417,2.1341540373518506,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,5.0,0.0
75,0.12265826024000792,0.1347884166052356,0.9287232162036267,1.4777920675913192,-0.20745938478217518,0.010431760981384063,1.0785023793053605,5.0,0.003370319935329251,2.06085459473789,FeatureSensitivity[Logistic metadata_only] | inverse-vol capped top-k,5.0,0.0
75,0.13806552595563004,0.1535015087890213,0.9237577947474401,1.2352295911890814,-0.14156536398294572,0.011816517937445927,3.1039999999999996,5.0,0.009700000000000002,2.244116634183006,TabPFN[Direct allocation scorer] Calibration Base,5.0,0.0
75,0.12346772411705809,0.1366013280277947,0.9236758797253267,1.3906889250238368,-0.11527431343337413,0.010514612653143435,3.8748250653368324,5.0,0.0121088283291776,2.07015922908167,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,0.0
75,0.15383947796443564,0.17275921835116131,0.9191467922396968,1.2475022721001034,-0.17333864065023008,0.013232590114775606,10.682943346189393,5.0,0.033384197956841846,2.4457311366590027,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,5.0,0.0
75,0.16033793427717713,0.18390855802394349,0.9060886668247414,1.1689812837851543,-0.19721716120564792,0.013886455013131297,8.991999999999999,5.0,0.0281,2.533104266468413,XGBoost[GPU allocation scorer],5.0,0.0
75,0.1533657518031677,0.1782044670755084,0.8941407152314054,1.261863799149047,-0.23312908739421623,0.013278322470693878,0.16,1.0,0.0005,2.439462073122153,SPY only,5.0,0.0
75,0.11223415214968147,0.13666086949169426,0.8502574799588385,1.1347199279416633,-0.16752142999584718,0.00968307720858264,0.16,25.0,0.0005,1.9441349811715773,Equal weight universe,5.0,0.0
75,0.14416065887504637,0.1797334793162167,0.8431745105164923,1.1309942642908941,-0.18196054183256027,0.012628890703823092,10.208000000000002,5.0,0.031900000000000005,2.320298276465263,XGBoost[GPU allocation scorer] Calibrated,5.0,0.0
75,0.14416065887504637,0.1797334793162167,0.8431745105164923,1.1309942642908941,-0.18196054183256027,0.012628890703823092,10.208000000000002,5.0,0.031900000000000005,2.320298276465263,XGBoost[GPU allocation scorer] Calibration Base,5.0,0.0
75,0.12292282056624115,0.16642527788484973,0.7822568835945964,1.1289183917718164,-0.15805072165161238,0.010848943269130606,11.36889110288163,5.0,0.03552778469650509,2.063891793180569,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,5.0,0.0
75,0.12292282056624115,0.16642527788484973,0.7822568835945964,1.1289183917718164,-0.15805072165161238,0.010848943269130606,11.36889110288163,5.0,0.03552778469650509,2.063891793180569,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,0.0
75,0.064527566195556,0.0917139951990599,0.7293633567532388,0.9814546420763948,-0.14282823576024306,0.005574402283303064,1.1787370643941144,25.0,0.003683553326231607,1.478191499510799,Inverse volatility universe,5.0,0.0
75,0.09995782595785241,0.14995616154652683,0.7121938755941694,1.1421799043796013,-0.1324961616763829,0.008899821655087193,7.392,5.0,0.0231,1.8138451676512484,Rule[6M momentum top-k],5.0,0.0
75,0.07635367685731476,0.13439933748213834,0.6156389971065691,1.051417216552031,-0.16756488490214583,0.006895122778274249,8.928340990230508,5.0,0.027901065594470333,1.5838671154210393,Rule[6M momentum top-k] | inverse-vol capped top-k,5.0,0.0
75,0.07161112120187996,0.12847139286655454,0.6033576722251078,0.999003063251137,-0.24937026853843214,0.00645951671229014,0.16,2.0,0.0005,1.5407514158030542,60/40 SPY/TLT,5.0,0.0
75,0.08408048244992417,0.15759511994815273,0.5944750746167092,0.7115930436225455,-0.19530406646599152,0.007807197557533946,10.335999999999999,5.0,0.032299999999999995,1.6562829632587925,FeatureSensitivity[Logistic full],5.0,0.0
75,0.08412814344641184,0.15770992750878018,0.5944487055712778,0.7099204272391142,-0.19530406646599152,0.007812538521944537,10.144,5.0,0.0317,1.6567381255400615,FeatureSensitivity[Logistic ticker_ablated],5.0,0.0
75,0.08261148220520731,0.15730452090008606,0.586628998295572,0.6988261326734434,-0.19530406646599152,0.00768994946024853,10.016,5.0,0.0313,1.642305437303692,FeatureSensitivity[Logistic identity_ablated],5.0,0.0
75,0.08261148220520731,0.15730452090008606,0.586628998295572,0.6988261326734434,-0.19530406646599152,0.00768994946024853,10.016,5.0,0.0313,1.642305437303692,FeatureSensitivity[Logistic strict_time_series],5.0,0.0
75,0.0703720605973257,0.14028709934604172,0.5572632137041448,0.6791191560314537,-0.17028165084311242,0.006514736651900654,11.41414078286654,5.0,0.03566918994645794,1.5296507270345545,FeatureSensitivity[Logistic full] | inverse-vol capped top-k,5.0,0.0
75,0.0704262736160568,0.14042584344497666,0.5572253529884985,0.6767864259506924,-0.17028165084311242,0.006520736681861229,11.211766210921999,5.0,0.03503676940913125,1.5301350096309518,FeatureSensitivity[Logistic ticker_ablated] | inverse-vol capped top-k,5.0,0.0
75,0.06939507001330791,0.14027112655256951,0.5507750895292305,0.6682278250899213,-0.17028165084311242,0.0064381535237797915,11.123639267738342,5.0,0.034761372711682316,1.5209453528610217,FeatureSensitivity[Logistic identity_ablated] | inverse-vol capped top-k,5.0,0.0
75,0.06939507001330791,0.14027112655256951,0.5507750895292305,0.6682278250899213,-0.17028165084311242,0.0064381535237797915,11.123639267738342,5.0,0.034761372711682316,1.5209453528610217,FeatureSensitivity[Logistic strict_time_series] | inverse-vol capped top-k,5.0,0.0
75,0.02743713469563125,0.06277533899886215,0.4625755887174375,0.7690071460687139,-0.11138408312074077,0.002419861616194614,1.952,5.0,0.0060999999999999995,1.1843235492941564,Low volatility top-k portfolio,5.0,0.0
75,0.1759766492946948,0.16230347298769537,1.0872217084573519,1.3409865903008598,-0.16815639249921455,0.014704988265853652,6.111999999999999,5.0,0.0573,2.7541771083489524,TabPFN[Direct allocation scorer],5.0,10.0
75,0.1594629998338999,0.1485540501197062,1.0750505287502004,1.8347016231604258,-0.13461908501643882,0.013308592510764494,5.4719999999999995,5.0,0.0513,2.5211900754700194,12M momentum top-k portfolio,5.0,10.0
75,0.15920235696155394,0.14940376890691018,1.0690244932875825,1.489704954825463,-0.13962557366409312,0.013309690695913728,7.73061352438879,5.0,0.0724745017911449,2.517649952905861,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,5.0,10.0
75,0.13952311242653304,0.15248552983533592,0.9363355050176214,1.442086895948846,-0.21196977016342977,0.011898134632187404,0.16,5.0,0.0015,2.262140701076499,FeatureSensitivity[Logistic metadata_only],5.0,10.0
75,0.12145433157731222,0.13481854282727665,0.9205160269110606,1.4658072026912266,-0.2079696810686701,0.010341885783108615,1.0785023793053605,5.0,0.010110959805987755,2.047080656456743,FeatureSensitivity[Logistic metadata_only] | inverse-vol capped top-k,5.0,10.0
75,0.1363507128096879,0.15388180790305597,0.9100959680816956,1.532548795978451,-0.15920827871389776,0.01167060107780777,9.632,5.0,0.0903,2.2230663731103313,Rule[Risk-adjusted momentum top-k],5.0,10.0
75,0.13456918272008345,0.15351268492875084,0.9034707152293157,1.2065069389486733,-0.1419653639829458,0.01155785127077926,3.1039999999999996,5.0,0.029099999999999997,2.201373042970198,TabPFN[Direct allocation scorer] Calibration Base,5.0,10.0
75,0.11915783890336118,0.13661859763250583,0.8951967659729895,1.3443442927001974,-0.11859026305563936,0.010191710564365365,3.8748250653368324,5.0,0.03632648498753281,2.0210212555773213,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,10.0
75,0.15316545626549338,0.17828818396587276,0.892823439599318,1.2592022835737622,-0.23312908739421612,0.013264989137360543,0.16,1.0,0.0015,2.4368155217069707,SPY only,5.0,10.0
75,0.11662139779586833,0.14016570615078683,0.8588427036346893,1.478011303251851,-0.16996824585913595,0.010031691168950597,11.102953762750134,5.0,0.10409019152578249,1.992563462019649,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,5.0,10.0
