Model,Evaluation Window,bin,rows,high_vol_rows,score_min,score_max,mean_score,observed_high_vol_rate,abs_calibration_error
XGBoost[Raw all-history incumbent] Calibrated,holdout,7,157,38,0.24495161501508353,0.2760780131662352,0.260264872727424,0.24203821656050956,0.018226656166914434
XGBoost[Raw all-history incumbent] Calibrated,holdout,8,157,38,0.27647707312941683,0.36451886718801557,0.30806761410795747,0.24203821656050956,0.06602939754744791
XGBoost[Raw all-history incumbent] Calibrated,holdout,9,157,92,0.3670442797905755,0.7776650488105956,0.5555931199298904,0.5859872611464968,0.03039414121660644
XGBoost[Raw all-history incumbent] Calibrated,holdout,10,157,115,0.7904654963396053,0.9637280972224427,0.9132641927395854,0.732484076433121,0.1807801163064644
XGBoost[Raw],holdout,1,158,4,0.017315497621893883,0.02872096188366413,0.023973984643816948,0.02531645569620253,0.0013424710523855833
XGBoost[Raw],holdout,2,157,34,0.0287275742739439,0.03684091940522194,0.0321263336831597,0.21656050955414013,0.18443417587098043
XGBoost[Raw],holdout,3,157,27,0.036874376237392426,0.04671398922801018,0.04199851626992985,0.17197452229299362,0.12997600602306378
XGBoost[Raw],holdout,4,157,20,0.046786464750766754,0.055602651089429855,0.051093183149387884,0.12738853503184713,0.07629535188245926
XGBoost[Raw],holdout,5,157,29,0.055658500641584396,0.06463956087827682,0.0603567099163107,0.18471337579617833,0.12435666587986763
XGBoost[Raw],holdout,6,157,27,0.06464195251464844,0.07416940480470657,0.06969152229606726,0.17197452229299362,0.10228299999692636
XGBoost[Raw],holdout,7,157,27,0.07439536601305008,0.08678688853979111,0.08016626185672299,0.17197452229299362,0.09180826043627063
XGBoost[Raw],holdout,8,157,33,0.0868525505065918,0.10883469134569168,0.09696580004540219,0.21019108280254778,0.11322528275714559
XGBoost[Raw],holdout,9,157,57,0.10913313925266266,0.15295957028865814,0.1279945092121507,0.3630573248407643,0.23506281562861361
XGBoost[Raw],holdout,10,157,108,0.15307576954364777,0.3599132299423218,0.2024612857657633,0.6878980891719745,0.4854368034062112
XGBoost[Raw] Calibration Base,calibration,1,51,9,0.01316392607986927,0.01316392607986927,0.01316392607986927,0.17647058823529413,0.16330666215542486
XGBoost[Raw] Calibration Base,calibration,2,51,7,0.01316392607986927,0.01316392607986927,0.01316392607986927,0.13725490196078433,0.12409097588091506
XGBoost[Raw] Calibration Base,calibration,3,51,13,0.01316392607986927,0.013171305879950523,0.013164434636778691,0.2549019607843137,0.24173752614753502
XGBoost[Raw] Calibration Base,calibration,4,50,10,0.01317430566996336,0.013219494372606277,0.013193714022636414,0.2,0.1868062859773636
XGBoost[Raw] Calibration Base,calibration,5,50,8,0.013219494372606277,0.01359689049422741,0.013372897598892451,0.16,0.14662710240110755
XGBoost[Raw] Calibration Base,calibration,6,50,2,0.01359689049422741,0.013985966332256794,0.013778249882161617,0.04,0.026221750117838383
XGBoost[Raw] Calibration Base,calibration,7,50,6,0.013985966332256794,0.015102792531251907,0.01459276819601655,0.12,0.10540723180398345
XGBoost[Raw] Calibration Base,calibration,8,50,11,0.015102792531251907,0.025215541943907738,0.017430809326469898,0.22,0.2025691906735301
XGBoost[Raw] Calibration Base,calibration,9,50,19,0.025238383561372757,0.05286262184381485,0.032013125754892825,0.38,0.34798687424510716
XGBoost[Raw] Calibration Base,calibration,10,50,27,0.053439151495695114,0.19336853921413422,0.08742906630039216,0.54,0.4525709336996079
XGBoost[Raw] Calibration Base,holdout,1,158,0,0.01316392607986927,0.01316392607986927,0.01316392607986927,0.0,0.01316392607986927
XGBoost[Raw] Calibration Base,holdout,2,157,19,0.01316392607986927,0.01316392607986927,0.01316392607986927,0.12101910828025478,0.10785518220038551
XGBoost[Raw] Calibration Base,holdout,3,157,21,0.01316392607986927,0.01316392607986927,0.01316392607986927,0.1337579617834395,0.12059403570357022
XGBoost[Raw] Calibration Base,holdout,4,157,20,0.01316392607986927,0.013186312280595303,0.013172621470965018,0.12738853503184713,0.11421591356088212
XGBoost[Raw] Calibration Base,holdout,5,157,20,0.013188249431550503,0.013373021967709064,0.013229107027458158,0.12738853503184713,0.11415942800438897
XGBoost[Raw] Calibration Base,holdout,6,157,7,0.013375193811953068,0.013791725039482117,0.013551281557483658,0.044585987261146494,0.031034705703662836
XGBoost[Raw] Calibration Base,holdout,7,157,40,0.013816842809319496,0.014711227267980576,0.014266160405745172,0.25477707006369427,0.2405109096579491
XGBoost[Raw] Calibration Base,holdout,8,157,18,0.014726800844073296,0.027148719877004623,0.021872164651893886,0.11464968152866242,0.09277751687676854
XGBoost[Raw] Calibration Base,holdout,9,157,96,0.027185464277863503,0.09425757825374603,0.055780287784565785,0.6114649681528662,0.5556846803683004
XGBoost[Raw] Calibration Base,holdout,10,157,125,0.0944708064198494,0.21131302416324615,0.15049763897042365,0.7961783439490446,0.645680704978621
XGBoost[Raw] Calibrated,calibration,1,51,9,0.1782530516446339,0.1782530516446339,0.17825305164463387,0.17647058823529413,0.0017824634093397407
XGBoost[Raw] Calibrated,calibration,2,51,7,0.1782530516446339,0.1782530516446339,0.17825305164463387,0.13725490196078433,0.040998149683849544
XGBoost[Raw] Calibrated,calibration,3,51,13,0.1782530516446339,0.17827750063690823,0.17825473646757742,0.2549019607843137,0.07664722431673629
XGBoost[Raw] Calibrated,calibration,4,50,10,0.17828743957580967,0.1784372118052096,0.1783517592157218,0.2,0.02164824078427821
XGBoost[Raw] Calibrated,calibration,5,50,8,0.1784372118052096,0.1796918906004953,0.17894672968204528,0.16,0.018946729682045277
XGBoost[Raw] Calibrated,calibration,6,50,2,0.1796918906004953,0.180992601259144,0.18029752311079641,0.04,0.1402975231107964
XGBoost[Raw] Calibrated,calibration,7,50,6,0.180992601259144,0.18476695386450137,0.18303937655659763,0.12,0.06303937655659764
XGBoost[Raw] Calibrated,calibration,8,50,11,0.18476695386450137,0.2217205905486493,0.19307869321140875,0.22,0.026921306788591254
XGBoost[Raw] Calibrated,calibration,9,50,19,0.22180974618826346,0.34742027124593783,0.2508187729641617,0.38,0.1291812270358383
XGBoost[Raw] Calibrated,calibration,10,50,27,0.3503822849511109,0.9273918918196745,0.5302292723922295,0.54,0.009770727607770535
XGBoost[Raw] Calibrated,holdout,1,158,0,0.1782530516446339,0.1782530516446339,0.17825305164463387,0.0,0.17825305164463387
