Model,Base Model,Family,Feature Set,Embedding Source,Calibration,Evaluation Window,Rows,High Vol Rate,Score Type,Average Precision,ROC AUC,Brier Score,Log Loss,ECE Quantile 10,Top 10% Alerts,Top 10% Precision,Top 10% Recall,Top 20% Alerts,Top 20% Precision,Top 20% Recall,Alerts for 80% Recall,Precision at 80% Recall,Actual Recall at 80% Target,CV/Validation Average Precision,Shared Feature Prep Seconds,Fit Seconds,Calibration Seconds,Predict Seconds,Total Seconds,Workflow Seconds,Timing Notes,Best Params,Error
XGBoost[Raw + TabPFN embeddings] Calibrated,XGBoost,classical_calibrated,Raw + TabPFN embeddings,TabPFN,sigmoid,calibration,503,0.22266401590457258,probability,0.3106123640178249,0.49675739861161855,0.16692530514457637,0.5153598016319371,0.09300913846232739,51,0.43137254901960786,0.19642857142857142,101,0.37623762376237624,0.3392857142857143,457,0.19693654266958424,0.8035714285714286,0.6349046954802502,122.59153253400041,255.47168439000006,0.027087980000032985,0.004737456000157181,255.50350982600025,378.09504236000066,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; sigmoid calibration fitted on calibration window,"{""colsample_bylevel"": 0.725419685702066, ""colsample_bytree"": 0.5122809252124154, ""gamma"": 8.11049187899339, ""learning_rate"": 0.10167046441455149, ""max_bin"": 309, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 20.35443681940401, ""n_estimators"": 966, ""reg_alpha"": 0.00039063337524983705, ""reg_lambda"": 5.077473114232567, ""scale_pos_weight"": 24.15, ""subsample"": 0.5746427374699141}",
Rule[SPY realized volatility 20d],Rule,domain_rule,spy_rv_20d,none,none,calibration,503,0.22266401590457258,raw_score,0.26482223621086415,0.5642583120204604,,,,51,0.13725490196078433,0.0625,101,0.31683168316831684,0.2857142857142857,443,0.20316027088036118,0.8035714285714286,,0.0,0.0,0.0,0.0,0.0,0.0,deterministic domain-rule score; not a probability,,
TabICL[Direct all-history] Calibration Base,TabICL,direct_tfm_calibration_base,Raw all-history direct TFM context,TabICL,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.675102629844301,0.8449901367253929,0.12223131143122623,0.39380434214104326,0.03688881264431585,158,0.7911392405063291,0.34153005464480873,315,0.6666666666666666,0.5737704918032787,621,0.4718196457326892,0.8005464480874317,,0.0,3.527187632999812,0.0,17.734665002000156,21.26185263499997,21.26185263499997,direct TFM base context excludes calibration-window labels,,
TabPFN[Direct all-history],TabPFN,direct_tfm,Raw all-history direct TFM context,TabPFN,none,holdout,1571,0.23297262889879058,probability,0.6548013807094264,0.8208511892615016,0.12527051818138296,0.4060018566339752,0.03892075172020803,158,0.7658227848101266,0.33060109289617484,315,0.6507936507936508,0.5601092896174863,639,0.458528951486698,0.8005464480874317,,0.0,9.605200127999979,0.0,51.371995309999875,60.97719543799985,60.97719543799985,direct TFM classifier fitted on all pre-holdout labels; no task-specific weight training claim is made,,
TabPFN[Direct all-history] Calibration Base,TabPFN,direct_tfm_calibration_base,Raw all-history direct TFM context,TabPFN,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.635847185013076,0.8129163548964924,0.13428898741475923,0.4376471229842633,0.06492850994886883,158,0.7468354430379747,0.3224043715846995,315,0.6317460317460317,0.5437158469945356,659,0.44461305007587254,0.8005464480874317,,0.0,8.423670782000045,0.0,37.34790919500006,45.7715799770001,45.7715799770001,direct TFM base context excludes calibration-window labels,,
Rule[VIX close],Rule,domain_rule,vix_close,none,none,holdout,1571,0.23297262889879058,raw_score,0.6326031416335401,0.8324388363603383,,,,158,0.7151898734177216,0.3087431693989071,315,0.6444444444444445,0.5546448087431693,611,0.4795417348608838,0.8005464480874317,,0.0,0.0,0.0,0.0,0.0,0.0,deterministic domain-rule score; not a probability,,
XGBoost[Raw all-history incumbent] Calibration Base,XGBoost,classical_incumbent_calibration_base,Raw all-history incumbent,none,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.630556502281961,0.8219520214044396,0.13909110041841435,0.45930235457361124,0.09288574924886955,158,0.7341772151898734,0.31693989071038253,315,0.6571428571428571,0.5655737704918032,661,0.443267776096823,0.8005464480874317,0.6985262076236985,0.0,1584.095955091,0.0,0.008164072999989003,1584.104119164,1584.104119164,raw all-history incumbent uses all pre-holdout raw labels available to the classical workflow; base model excludes calibration-window labels,"{""colsample_bylevel"": 0.9638761415976065, ""colsample_bytree"": 0.9971993024555394, ""gamma"": 0.0001105023452335592, ""learning_rate"": 0.015842748813287347, ""max_bin"": 817, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 48.7503043944788, ""n_estimators"": 402, ""reg_alpha"": 5.138446923504145, ""reg_lambda"": 0.27533096962597137, ""scale_pos_weight"": 1.0, ""subsample"": 0.7916384903020361}",
XGBoost[Raw all-history incumbent] Calibrated,XGBoost,classical_incumbent_calibrated,Raw all-history incumbent,none,sigmoid,holdout,1571,0.23297262889879058,probability,0.630556502281961,0.8219520214044396,0.14044116371984433,0.4600001121099235,0.10241630211575993,158,0.7341772151898734,0.31693989071038253,315,0.6571428571428571,0.5655737704918032,661,0.443267776096823,0.8005464480874317,0.6985262076236985,0.0,1584.095955091,0.03704072299979089,0.004070831500030181,1584.1370666454998,1584.1370666454998,raw all-history incumbent uses all pre-holdout raw labels available to the classical workflow; sigmoid calibration fitted on calibration window,"{""colsample_bylevel"": 0.9638761415976065, ""colsample_bytree"": 0.9971993024555394, ""gamma"": 0.0001105023452335592, ""learning_rate"": 0.015842748813287347, ""max_bin"": 817, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 48.7503043944788, ""n_estimators"": 402, ""reg_alpha"": 5.138446923504145, ""reg_lambda"": 0.27533096962597137, ""scale_pos_weight"": 1.0, ""subsample"": 0.7916384903020361}",
XGBoost[Raw] Calibration Base,XGBoost,classical_calibration_base,Raw,none,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.6211347698453267,0.8007142371267261,0.20183958145607095,0.7348570123432323,0.20344650122099323,158,0.7974683544303798,0.3442622950819672,315,0.7015873015873015,0.6038251366120219,842,0.3479809976247031,0.8005464480874317,0.4886787602603518,0.0,201.65576598399957,0.0,0.029822754000178975,201.68558873799975,201.68558873799975,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; base model excludes calibration-window labels,"{""colsample_bylevel"": 0.6164797373768169, ""colsample_bytree"": 0.46342042985609594, ""gamma"": 1.6618554412851057, ""learning_rate"": 0.003280308724926746, ""max_bin"": 886, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.7093517983475722, ""n_estimators"": 2031, ""reg_alpha"": 3.903755871230952, ""reg_lambda"": 98.44200190967568, ""scale_pos_weight"": 1.0, ""subsample"": 0.8952347300190071}",
XGBoost[Raw] Calibrated,XGBoost,classical_calibrated,Raw,none,sigmoid,holdout,1571,0.23297262889879058,probability,0.6211347698453267,0.8007142371267261,0.13096318198717607,0.4320034754541089,0.09270035295445296,158,0.7974683544303798,0.3442622950819672,315,0.7015873015873015,0.6038251366120219,842,0.3479809976247031,0.8005464480874317,0.4886787602603518,0.0,201.65576598399957,0.0315467880000142,0.0059563529998740705,201.69326912499946,201.69326912499946,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; sigmoid calibration fitted on calibration window,"{""colsample_bylevel"": 0.6164797373768169, ""colsample_bytree"": 0.46342042985609594, ""gamma"": 1.6618554412851057, ""learning_rate"": 0.003280308724926746, ""max_bin"": 886, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.7093517983475722, ""n_estimators"": 2031, ""reg_alpha"": 3.903755871230952, ""reg_lambda"": 98.44200190967568, ""scale_pos_weight"": 1.0, ""subsample"": 0.8952347300190071}",
XGBoost[Raw all-history incumbent],XGBoost,classical_incumbent,Raw all-history incumbent,none,none,holdout,1571,0.23297262889879058,probability,0.6117070562562414,0.8108609391651361,0.13271028612546032,0.42421724826028817,0.039531945561566875,158,0.7468354430379747,0.3224043715846995,315,0.6412698412698413,0.5519125683060109,725,0.40413793103448276,0.8005464480874317,0.6985262076236985,0.0,1584.384319684,0.0,0.012960502999703749,1584.3972801869998,1584.3972801869998,raw all-history incumbent uses all pre-holdout raw labels available to the classical workflow; tuned chronologically and refit on final pre-holdout labels,"{""colsample_bylevel"": 0.9638761415976065, ""colsample_bytree"": 0.9971993024555394, ""gamma"": 0.0001105023452335592, ""learning_rate"": 0.015842748813287347, ""max_bin"": 817, ""max_delta_step"": 1, ""max_depth"": 7, ""min_child_weight"": 48.7503043944788, ""n_estimators"": 402, ""reg_alpha"": 5.138446923504145, ""reg_lambda"": 0.27533096962597137, ""scale_pos_weight"": 1.0, ""subsample"": 0.7916384903020361}",
TabICL[Direct all-history],TabICL,direct_tfm,Raw all-history direct TFM context,TabICL,none,holdout,1571,0.23297262889879058,probability,0.6115725300007795,0.797672493934653,0.13414797394828287,0.4274239173048328,0.04123562735237595,158,0.7215189873417721,0.3114754098360656,315,0.5904761904761905,0.5081967213114754,724,0.4046961325966851,0.8005464480874317,,0.0,3.917005643000266,0.0,21.671648946000005,25.58865458900027,25.58865458900027,direct TFM classifier fitted on all pre-holdout labels; no task-specific weight training claim is made,,
Rule[SPY realized volatility 20d],Rule,domain_rule,spy_rv_20d,none,none,holdout,1571,0.23297262889879058,raw_score,0.6014867301173222,0.8092578736140399,,,,158,0.6708860759493671,0.2896174863387978,315,0.5968253968253968,0.5136612021857924,659,0.44461305007587254,0.8005464480874317,,0.0,0.0,0.0,0.0,0.0,0.0,deterministic domain-rule score; not a probability,,
XGBoost[Raw + TabICL embeddings] Calibration Base,XGBoost,classical_calibration_base,Raw + TabICL embeddings,TabICL,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.5894500776783895,0.7362855134571346,0.2019577597343845,0.6981080712501371,0.18871874039972536,158,0.7025316455696202,0.30327868852459017,315,0.6031746031746031,0.5191256830601093,1098,0.2668488160291439,0.8005464480874317,0.40879581832436623,80.2510323009999,320.8283168189996,0.0,0.021164734499961924,320.8494815534996,401.10051385449947,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; base model excludes calibration-window labels,"{""colsample_bylevel"": 0.5091838184702699, ""colsample_bytree"": 0.7152960098533754, ""gamma"": 0.0001828510588199686, ""learning_rate"": 0.012829918481122759, ""max_bin"": 369, ""max_delta_step"": 5, ""max_depth"": 2, ""min_child_weight"": 1.7869192791910866, ""n_estimators"": 1200, ""reg_alpha"": 15.056859598689561, ""reg_lambda"": 0.09361235080183364, ""scale_pos_weight"": 1.0, ""subsample"": 0.5853603237197593}",
XGBoost[Raw + TabICL embeddings] Calibrated,XGBoost,classical_calibrated,Raw + TabICL embeddings,TabICL,sigmoid,holdout,1571,0.23297262889879058,probability,0.5894500776783895,0.7362855134571346,0.1473405782137697,0.4667699449637474,0.0952123089718246,158,0.7025316455696202,0.30327868852459017,315,0.6031746031746031,0.5191256830601093,1098,0.2668488160291439,0.8005464480874317,0.40879581832436623,80.2510323009999,320.8283168189996,0.026841130999855523,0.005957413499800168,320.86111536349927,401.11214766449916,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; sigmoid calibration fitted on calibration window,"{""colsample_bylevel"": 0.5091838184702699, ""colsample_bytree"": 0.7152960098533754, ""gamma"": 0.0001828510588199686, ""learning_rate"": 0.012829918481122759, ""max_bin"": 369, ""max_delta_step"": 5, ""max_depth"": 2, ""min_child_weight"": 1.7869192791910866, ""n_estimators"": 1200, ""reg_alpha"": 15.056859598689561, ""reg_lambda"": 0.09361235080183364, ""scale_pos_weight"": 1.0, ""subsample"": 0.5853603237197593}",
XGBoost[Raw + TabPFN embeddings] Calibration Base,XGBoost,classical_calibration_base,Raw + TabPFN embeddings,TabPFN,none_calibration_base,holdout,1571,0.23297262889879058,probability,0.5834016187467502,0.7899190531256377,0.17106488306255643,0.7228041381033109,0.16151177761805044,158,0.7025316455696202,0.30327868852459017,315,0.5936507936507937,0.5109289617486339,795,0.36855345911949683,0.8005464480874317,0.6349046954802502,122.59153253400041,255.47168439000006,0.0,0.015606477500114124,255.48729086750018,378.0788234015006,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; base model excludes calibration-window labels,"{""colsample_bylevel"": 0.725419685702066, ""colsample_bytree"": 0.5122809252124154, ""gamma"": 8.11049187899339, ""learning_rate"": 0.10167046441455149, ""max_bin"": 309, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 20.35443681940401, ""n_estimators"": 966, ""reg_alpha"": 0.00039063337524983705, ""reg_lambda"": 5.077473114232567, ""scale_pos_weight"": 24.15, ""subsample"": 0.5746427374699141}",
XGBoost[Raw + TabPFN embeddings] Calibrated,XGBoost,classical_calibrated,Raw + TabPFN embeddings,TabPFN,sigmoid,holdout,1571,0.23297262889879058,probability,0.5834016187467502,0.7899190531256377,0.14587689263124548,0.46521996305385416,0.09370076334223963,158,0.7025316455696202,0.30327868852459017,315,0.5936507936507937,0.5109289617486339,795,0.36855345911949683,0.8005464480874317,0.6349046954802502,122.59153253400041,255.47168439000006,0.027087980000032985,0.004737456000157181,255.50350982600025,378.09504236000066,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; sigmoid calibration fitted on calibration window,"{""colsample_bylevel"": 0.725419685702066, ""colsample_bytree"": 0.5122809252124154, ""gamma"": 8.11049187899339, ""learning_rate"": 0.10167046441455149, ""max_bin"": 309, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 20.35443681940401, ""n_estimators"": 966, ""reg_alpha"": 0.00039063337524983705, ""reg_lambda"": 5.077473114232567, ""scale_pos_weight"": 24.15, ""subsample"": 0.5746427374699141}",
XGBoost[Raw],XGBoost,classical,Raw,none,none,holdout,1571,0.23297262889879058,probability,0.5282288368993502,0.7119923814706483,0.18756458968673742,0.6010600554901303,0.15432464241990992,158,0.689873417721519,0.2978142076502732,315,0.5238095238095238,0.45081967213114754,1042,0.28119001919385794,0.8005464480874317,0.4886787602603518,0.0,205.5348803789998,0.0,0.057645325000066805,205.59252570399985,205.59252570399985,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; tuned chronologically and refit on final pre-holdout labels,"{""colsample_bylevel"": 0.6164797373768169, ""colsample_bytree"": 0.46342042985609594, ""gamma"": 1.6618554412851057, ""learning_rate"": 0.003280308724926746, ""max_bin"": 886, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.7093517983475722, ""n_estimators"": 2031, ""reg_alpha"": 3.903755871230952, ""reg_lambda"": 98.44200190967568, ""scale_pos_weight"": 1.0, ""subsample"": 0.8952347300190071}",
XGBoost[Raw + TabPFN embeddings],XGBoost,classical,Raw + TabPFN embeddings,TabPFN,none,holdout,1571,0.23297262889879058,probability,0.4905750501445547,0.6570437385211891,0.16697081021472185,0.7009234709664333,0.10506123514561191,158,0.6455696202531646,0.2786885245901639,315,0.5079365079365079,0.4371584699453552,1210,0.2421487603305785,0.8005464480874317,0.6349046954802502,122.59153253400041,255.5450794010003,0.0,0.028289648000281886,255.57336904900058,378.164901583001,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; tuned chronologically and refit on final pre-holdout labels,"{""colsample_bylevel"": 0.725419685702066, ""colsample_bytree"": 0.5122809252124154, ""gamma"": 8.11049187899339, ""learning_rate"": 0.10167046441455149, ""max_bin"": 309, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 20.35443681940401, ""n_estimators"": 966, ""reg_alpha"": 0.00039063337524983705, ""reg_lambda"": 5.077473114232567, ""scale_pos_weight"": 24.15, ""subsample"": 0.5746427374699141}",
XGBoost[Raw + TabICL embeddings],XGBoost,classical,Raw + TabICL embeddings,TabICL,none,holdout,1571,0.23297262889879058,probability,0.43395492700908456,0.7044690837358004,0.194488255892616,0.6379290806650332,0.1626979846526281,158,0.5506329113924051,0.23770491803278687,315,0.5079365079365079,0.4371584699453552,952,0.3077731092436975,0.8005464480874317,0.40879581832436623,80.2510323009999,320.97046725200016,0.0,0.03800209699966217,321.0084693489998,401.2595016499997,fair raw-vs-embedding workflow excludes TFM context labels from downstream fitting; tuned chronologically and refit on final pre-holdout labels,"{""colsample_bylevel"": 0.5091838184702699, ""colsample_bytree"": 0.7152960098533754, ""gamma"": 0.0001828510588199686, ""learning_rate"": 0.012829918481122759, ""max_bin"": 369, ""max_delta_step"": 5, ""max_depth"": 2, ""min_child_weight"": 1.7869192791910866, ""n_estimators"": 1200, ""reg_alpha"": 15.056859598689561, ""reg_lambda"": 0.09361235080183364, ""scale_pos_weight"": 1.0, ""subsample"": 0.5853603237197593}",
Dummy[Prior probability],Dummy,baseline,Raw,none,none,holdout,1571,0.23297262889879058,probability,0.23297262889879058,0.5,0.17958065740630574,0.5454818062065051,0.17057969335997528,158,0.4240506329113924,0.1830601092896175,315,0.32063492063492066,0.27595628415300544,1133,0.2586054721977052,0.8005464480874317,,0.0,0.0,0.0,0.0,0.0,0.0,prior probability from all pre-holdout labels,,
