date,Buy and hold SPY,Rule[SPY realized volatility 20d],Rule[VIX close],TabICL[Direct all-history] Calibration Base,TabPFN[Direct all-history] Calibration Base,XGBoost[Raw + TabICL embeddings] Calibrated,XGBoost[Raw + TabICL embeddings] Calibration Base,XGBoost[Raw + TabPFN embeddings] Calibrated,XGBoost[Raw + TabPFN embeddings] Calibration Base,XGBoost[Raw all-history incumbent] Calibrated,XGBoost[Raw all-history incumbent] Calibration Base,XGBoost[Raw] Calibrated,XGBoost[Raw] Calibration Base
2020-01-02,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614,0.992427967058614
2020-01-03,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9962140863208054,0.9942714052913568,0.9942714052913568,0.9962140863208054,0.9962140863208054
2020-01-06,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9934129151967054,0.9928735509605139,0.9928735509605139,0.9934129151967054,0.9934129151967054
2020-01-07,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.998707294115567,0.995519303153226,0.995519303153226,0.998707294115567,0.998707294115567
2020-01-08,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.005479198033064,1.002219814393027,1.002219814393027,1.005479198033064,1.005479198033064
2020-01-09,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,1.0025857201433612,0.9993357160653429,0.9993357160653429,1.0025857201433612,1.0025857201433612
2020-01-10,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0094806654844959,1.0027220465463353,1.0027220465463353,1.0094806654844959,1.0094806654844959
2020-01-13,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.0079416711697908,1.001143219918644,1.001143219918644,1.0079416711697908,1.0079416711697908
2020-01-14,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.010219736358309,1.0022245127073783,1.0022245127073783,1.010219736358309,1.010219736358309
2020-01-15,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.0186228385646154,1.006392811301655,1.006392811301655,1.0186228385646154,1.0186228385646154
2020-01-16,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0217933395426253,1.0094749262302873,1.0094749262302873,1.0217933395426253,1.0217933395426253
2020-01-17,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0197928113999064,1.0074985158142664,1.0074985158142664,1.0197928113999064,1.0197928113999064
2020-01-21,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0199155444490486,1.0075087675978767,1.0075087675978767,1.0199155444490486,1.0199155444490486
2020-01-22,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.0210854144928407,1.008614031302841,1.008614031302841,1.0210854144928407,1.0210854144928407
2020-01-23,1.0120049163117877,1.0120049163117877,1.0120049163117877,1.0164941111315895,1.0120049163117877,1.0120049163117877,1.0120049163117877,1.0120049163117877,1.0120049163117877,0.9996444409564947,0.9996444409564947,1.0120049163117877,1.0120049163117877
2020-01-24,0.9957828759848326,0.9957828759848326,0.9957828759848326,1.0083471109554516,0.9957828759848326,0.9957828759848326,0.9957828759848326,0.9957828759848326,0.9957828759848326,0.9915825053474454,0.9915825053474454,0.9957828759848326,0.9957828759848326
2020-01-27,1.006217960532382,1.006217960532382,1.006217960532382,1.013630485278238,1.006217960532382,1.006217960532382,1.006217960532382,1.006217960532382,1.006217960532382,1.0019239939224915,1.0019239939224915,1.006217960532382,1.006217960532382
2020-01-28,1.0053868912674615,1.0053868912674615,1.0053868912674615,1.0132118895189974,1.0053868912674615,1.0053868912674615,1.0053868912674615,1.0053868912674615,1.0053868912674615,1.0010964711890524,1.0010964711890524,1.0053868912674615,1.0053868912674615
2020-01-29,1.0086500073855693,1.0086500073855693,1.0086500073855693,1.0148561461113923,1.0086500073855693,1.0086500073855693,1.0086500073855693,1.0086500073855693,1.0086500073855693,1.0043456621813873,1.0043456621813873,1.0086500073855693,1.0086500073855693
2020-01-30,0.9903348237757971,0.9903348237757971,0.9903348237757971,1.005642208413759,0.9903348237757971,0.9903348237757971,0.9903348237757971,0.9903348237757971,0.9903348237757971,0.9861086373701649,0.9861086373701649,0.9903348237757971,0.9903348237757971
2020-01-31,0.9976913029449458,0.9976913029449458,0.9976913029449458,1.009377301727759,0.9976913029449458,0.9976913029449458,0.9976913029449458,0.9976913029449458,0.9976913029449458,0.9934337232655323,0.9934337232655323,0.9976913029449458,0.9976913029449458
2020-02-03,1.0128975576842763,1.0128975576842763,1.0128975576842763,1.017069484837336,1.0128975576842763,1.0128975576842763,1.0128975576842763,1.0128975576842763,1.0128975576842763,1.0085750863485086,1.0085750863485086,1.0128975576842763,1.0128975576842763
2020-02-04,1.0245946134582238,1.0245946134582238,1.0245946134582238,1.0287638650245525,1.0245946134582238,1.0245946134582238,1.0245946134582238,1.0245946134582238,1.0245946134582238,1.0202222257336642,1.0202222257336642,1.0245946134582238,1.0245946134582238
2020-02-05,1.0280423431075374,1.0280423431075374,1.0280423431075374,1.032225624078327,1.0280423431075374,1.0280423431075374,1.0280423431075374,1.0280423431075374,1.0280423431075374,1.023655242431535,1.023655242431535,1.0280423431075374,1.0280423431075374
2020-02-06,1.0225630422829748,1.0225630422829748,1.0225630422829748,1.0267240270370508,1.0225630422829748,1.0225630422829748,1.0225630422829748,1.0225630422829748,1.0225630422829748,1.018199324150029,1.018199324150029,1.0225630422829748,1.0225630422829748
2020-02-07,1.0301965445404302,1.0301965445404302,1.0301965445404302,1.0343885913270658,1.0301965445404302,1.0301965445404302,1.0301965445404302,1.0301965445404302,1.0301965445404302,1.0258002509565427,1.0258002509565427,1.0301965445404302,1.0301965445404302
2020-02-10,1.0319821356599026,1.0319821356599026,1.0319821356599026,1.0361814483236704,1.0319821356599026,1.0319821356599026,1.0319821356599026,1.0319821356599026,1.0319821356599026,1.027578222187535,1.027578222187535,1.0319821356599026,1.0319821356599026
2020-02-11,1.038630998153762,1.038630998153762,1.038630998153762,1.0428573661816738,1.038630998153762,1.038630998153762,1.038630998153762,1.038630998153762,1.038630998153762,1.0341987111135769,1.0341987111135769,1.038630998153762,1.038630998153762
2020-02-12,1.0375228030090362,1.0375228030090362,1.0375228030090362,1.0417446616004526,1.0375228030090362,1.0375228030090362,1.0375228030090362,1.0375228030090362,1.0375228030090362,1.0330952451161486,1.0330952451161486,1.0375228030090362,1.0375228030090362
2020-02-13,1.0391850443303758,1.0391850443303758,1.0391850443303758,1.0434136668673972,1.0391850443303758,1.0391850443303758,1.0391850443303758,1.0391850443303758,1.0391850443303758,1.03475039293587,1.03475039293587,1.0391850443303758,1.0391850443303758
2020-02-14,1.036507325795907,1.036507325795907,1.036507325795907,1.0407250522360258,1.036507325795907,1.036507325795907,1.036507325795907,1.036507325795907,1.036507325795907,1.0320841013828592,1.0320841013828592,1.036507325795907,1.036507325795907
2020-02-18,1.0414625955614016,1.0414625955614016,1.0414625955614016,1.0457004858457961,1.0414625955614016,1.0414625955614016,1.0414625955614016,1.0414625955614016,1.0414625955614016,1.0370182248721487,1.0370182248721487,1.0414625955614016,1.0414625955614016
2020-02-19,1.0371844133961583,1.0371844133961583,1.0371844133961583,1.041404895022085,1.0371844133961583,1.0371844133961583,1.0371844133961583,1.0371844133961583,1.0371844133961583,1.032758299557895,1.032758299557895,1.0371844133961583,1.0371844133961583
2020-02-20,1.0265027320438416,1.0265027320438416,1.0265027320438416,1.0306797480726198,1.0265027320438416,1.0265027320438416,1.0265027320438416,1.0265027320438416,1.0265027320438416,1.0221222015531863,1.0221222015531863,1.0265027320438416,1.0265027320438416
2020-02-21,0.9924588045081474,0.9924588045081474,0.9924588045081474,0.996497289945082,0.9924588045081474,0.9924588045081474,0.9924588045081474,0.9924588045081474,0.9924588045081474,0.9882235541594114,0.9882235541594114,0.9924588045081474,0.9924588045081474
2020-02-24,0.9623850958083581,0.9623850958083581,0.9773723272180272,0.9813494231861456,0.9773723272180272,0.9623850958083581,0.9623850958083581,0.9623850958083581,0.9623850958083581,0.9582781829630832,0.9582781829630832,0.9623850958083581,0.9623850958083581
2020-02-25,0.9588450593934418,0.9588450593934418,0.9755747445017358,0.9795445257968537,0.9755747445017358,0.9588450593934418,0.9588450593934418,0.9588450593934418,0.9588450593934418,0.9564678042786157,0.9564678042786157,0.9588450593934418,0.9588450593934418
2020-02-26,0.9157820002012658,0.9157820002012658,0.9536675382449469,0.9575481753528904,0.9536675382449469,0.9157820002012658,0.9157820002012658,0.9157820002012658,0.9157820002012658,0.9349896575918526,0.9349896575918526,0.9157820002012658,0.9157820002012658
2020-02-27,0.9119341032485094,0.9138122626248776,0.9516639967833606,0.9555364811367735,0.9516639967833606,0.9138122626248776,0.9138122626248776,0.9119341032485094,0.9119341032485094,0.9330253561240821,0.9330253561240821,0.9138122626248776,0.9138122626248776
2020-02-28,0.9514266997422297,0.9335992290461911,0.9722705746537817,0.9762269107139424,0.9722705746537817,0.9335992290461911,0.9335992290461911,0.9514266997422297,0.9514266997422297,0.9532283476431835,0.9532283476431835,0.9335992290461911,0.9335992290461911
2020-03-02,0.9241849996160737,0.9202336012776109,0.9583513187387546,0.9622510149544699,0.9583513187387546,0.9068212935475783,0.9068212935475783,0.9241849996160737,0.9241849996160737,0.9395817047618759,0.9395817047618759,0.9068212935475783,0.9068212935475783
2020-03-03,0.9630315515420729,0.9395738320706503,0.9784926563942025,0.9824743111742756,0.9784926563942025,0.944937991483632,0.944937991483632,0.9630315515420729,0.9630315515420729,0.9593285679429021,0.9593285679429021,0.9258343014509278,0.9258343014509278
2020-03-04,0.9310187840156342,0.9239573350764243,0.9622292962346539,0.9661447726072591,0.9622292962346539,0.9135266839311152,0.9135266839311152,0.9310187840156342,0.9310187840156342,0.9433837308408095,0.9433837308408095,0.8950117405545475,0.8950117405545475
2020-03-05,0.9156278129535996,0.9163202170875798,0.9542758351940973,0.9581589475668674,0.9542758351940973,0.898424880403439,0.898424880403439,0.9156278129535996,0.9156278129535996,0.9355860408526765,0.9355860408526765,0.8875691264466347,0.8875691264466347
