Strategy,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
Rule[6M momentum top-k],annualized_volatility,0.14990076345611708,0.14432813931859695,0.12812613788580055,0.16600709428466903,50,50,0.95
Rule[6M momentum top-k],sharpe,0.9036522229129382,0.7952270032211468,0.22897760607038678,1.9103223083363041,50,50,0.95
Rule[Risk-adjusted momentum top-k],mean_monthly_return,0.014378367442263092,0.013266237002846366,0.0017741689594242395,0.02246325271441337,50,50,0.95
Rule[Risk-adjusted momentum top-k],cagr,0.17543502937760702,0.15917340406530822,0.011285615809248705,0.2926228478098866,50,50,0.95
Rule[Risk-adjusted momentum top-k],annualized_volatility,0.14194293853491574,0.13558151843991217,0.11416414299883479,0.15749632061463575,50,50,0.95
Rule[Risk-adjusted momentum top-k],sharpe,1.2155617679051702,1.173939053872969,0.1478073003022154,2.0301513917701484,50,50,0.95
TabICL[Direct allocation scorer],mean_monthly_return,0.011771407834026637,0.012625880049576424,0.004521674605734529,0.024412249897124174,50,50,0.95
TabICL[Direct allocation scorer],cagr,0.13736662466684613,0.1510034152464388,0.041981270750306936,0.3224266672985456,50,50,0.95
TabICL[Direct allocation scorer],annualized_volatility,0.15424436461276847,0.1496260670199167,0.12899022637355806,0.17731803167036708,50,50,0.95
TabICL[Direct allocation scorer],sharpe,0.915799383419589,1.0567724853376341,0.3394188155047071,2.0762448526339834,50,50,0.95
TabICL[Direct allocation scorer] Calibration Base,mean_monthly_return,0.015523792121585979,0.01630011038346949,0.006437150742348966,0.024118000577835644,50,50,0.95
TabICL[Direct allocation scorer] Calibration Base,cagr,0.18896847033142716,0.19962157543725711,0.06265037109765063,0.3169443831930018,50,50,0.95
TabICL[Direct allocation scorer] Calibration Base,annualized_volatility,0.15524181596962994,0.1492286771981765,0.11990713599479666,0.18766719507708737,50,50,0.95
TabICL[Direct allocation scorer] Calibration Base,sharpe,1.1999698940359915,1.2689729086223238,0.43658363344167966,2.2388974706740328,50,50,0.95
TabPFN[Direct allocation scorer],mean_monthly_return,0.015885336659024273,0.01495925214062169,0.0030203696669347593,0.02414263807372715,50,50,0.95
TabPFN[Direct allocation scorer],cagr,0.1936732442212299,0.18408678362129072,0.022598596333302533,0.31223710077288047,50,50,0.95
TabPFN[Direct allocation scorer],annualized_volatility,0.15940477850527446,0.1602023215649535,0.1264332849297255,0.18398409333309404,50,50,0.95
TabPFN[Direct allocation scorer],sharpe,1.1958489682414621,1.215013538544846,0.21534114126689427,1.7929997119994667,50,50,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_monthly_return,0.008859947039349085,0.009227294290985757,-0.0006508986950547814,0.018394024536058696,50,50,0.95
TabPFN[Direct allocation scorer] Calibration Base,cagr,0.09026946923075263,0.0941656246983118,-0.03101999299161309,0.22357497104752436,50,50,0.95
TabPFN[Direct allocation scorer] Calibration Base,annualized_volatility,0.1969894161541149,0.1984778128895411,0.14099715248476427,0.24587764387733596,50,50,0.95
TabPFN[Direct allocation scorer] Calibration Base,sharpe,0.5397212020213814,0.5798754582974228,-0.03422384479266835,1.2894336226285916,50,50,0.95
XGBoost[GPU allocation scorer],mean_monthly_return,0.009164420982087106,0.00848299007799454,-0.0029694365785321005,0.01702953891394673,50,50,0.95
XGBoost[GPU allocation scorer],cagr,0.09709235814624395,0.09135966828140518,-0.05087638007774967,0.20415191311618308,50,50,0.95
XGBoost[GPU allocation scorer],annualized_volatility,0.18648762334063718,0.1872034696386256,0.14125633134807225,0.2309144500935441,50,50,0.95
XGBoost[GPU allocation scorer],sharpe,0.5897069725864281,0.5476222370313358,-0.18593685660577106,1.1670120437940419,50,50,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_monthly_return,0.007977688823279457,0.009067212795388236,-0.002566682368439225,0.021792339988698853,50,50,0.95
XGBoost[GPU allocation scorer] Calibrated,cagr,0.08055424638848163,0.09283183770335401,-0.04625671120843627,0.26065540927724506,50,50,0.95
XGBoost[GPU allocation scorer] Calibrated,annualized_volatility,0.19289148397474293,0.19579347075609593,0.15198054128796934,0.2593324593054775,50,50,0.95
XGBoost[GPU allocation scorer] Calibrated,sharpe,0.49630115289013277,0.5508135308092326,-0.17129682725658768,1.1480447704917522,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_monthly_return,0.007977688823279457,0.007555791996698339,-0.004062714386502187,0.019166630918363316,50,50,0.95
