month,Equal weight universe,SPY only,60/40 SPY/TLT,Inverse volatility universe,12M momentum top-k portfolio,Low volatility top-k portfolio,Rule[6M momentum top-k],Rule[Risk-adjusted momentum top-k],TabICL[Direct allocation scorer],TabICL[Direct allocation scorer] Calibration Base,TabPFN[Direct allocation scorer],TabPFN[Direct allocation scorer] Calibration Base,XGBoost[GPU allocation scorer],XGBoost[GPU allocation scorer] Calibrated,XGBoost[GPU allocation scorer] Calibration Base
2020-01,-0.04691270869775522,-0.07824875538042436,-0.017955056529678937,-0.0381757774299596,-0.019137504406722183,-0.011439416146335646,-0.08246717532223966,-0.04046139089971436,-0.0746856658091254,-0.06940472377980124,-0.037503368309275975,-0.02739893935727594,-0.1118978647518878,-0.09441244428586942,-0.09441244428586942
2020-02,-0.14115503044078168,-0.16354856135442375,-0.06355480969742501,-0.09742624302368386,-0.013368134820161708,0.037877092196799945,-0.07154533807351669,0.03754375886346661,-0.10402395078455844,-0.13003050808659106,-0.013368134820161708,-0.22628989753778597,-0.16877936095109766,-0.169112694284431,-0.169112694284431
2020-03,0.11503331532754513,0.1505364125901909,0.08851107168780051,0.07318826752787791,0.019622065796767764,0.0199553991301011,0.019288732463434433,0.0199553991301011,0.10236335025185135,0.07383427462649438,0.18321425039875924,0.07847874451179203,0.15626671747189602,0.1878587202840569,0.1878587202840569
2020-04,0.048296668566647855,0.06417611491671282,0.026107662652596453,0.031285889797145826,-8.383924876187443e-05,-8.383924876187443e-05,0.027624615184198304,-8.383924876187443e-05,0.06001459239862883,0.02795794851753164,0.0596812590652955,0.03930317751164436,0.05504834328263263,0.054715009949299294,0.054715009949299294
2020-05,0.02346257179118682,0.024083473430391633,0.016673288129251906,0.018083658225198102,0.03235396715072562,0.010356836036736093,0.03268730048405895,0.03235396715072562,0.051521847769145625,0.03268730048405895,0.01830061620820959,0.05440926699120977,0.021640019427859015,0.008137123672285695,0.008137123672285695
2020-06,0.04303084042920241,0.06056811400305273,0.05260073780030412,0.038410038988805816,0.07687263756910608,0.052456612736254384,0.07687263756910608,0.07687263756910608,0.09018177257239271,0.07687263756910608,0.07620597090243941,0.020470567653295243,0.030647744561661337,0.030981077894994668,0.030981077894994668
2020-07,0.027322952050014285,0.06667261848035477,0.02275643448874076,0.013344239888068096,0.02596279473607917,-0.013685885529517734,0.02596279473607917,0.0515862336769786,0.05191956701031193,0.0515862336769786,0.03771250598296113,0.04751373186886272,0.009641129619582817,0.009840659190038107,0.009840659190038107
2020-08,-0.03511888459158772,-0.031890147199609364,-0.016863197345473722,-0.01736973486085895,-0.04345317519531218,-0.008497471572589583,-0.04345317519531218,-0.03726244333133506,-0.0773364931588261,-0.03649340490051152,-0.07295579608918633,-0.07652159711195283,-0.06375693869372372,-0.06375693869372372,-0.06375693869372372
2020-09,-0.00961911695383143,-0.02218003991846751,-0.022266255318627692,-0.010199639612913487,-0.021501494737344973,-0.020853405186146645,-0.010731813594064275,-0.01378144419123247,-0.013200230762304106,-0.008404958608368207,0.0008716899907310614,-0.02224000757081179,-0.016592826357657204,0.0016980558682458222,0.0016980558682458222
2020-10,0.10737736422155342,0.10711699149920717,0.06429956002735829,0.06251954230380569,0.022177784932512358,0.04894135387788593,0.1312273045026101,0.1312273045026101,0.08424540279461253,0.1312273045026101,0.1210985437964952,0.19763602110913184,0.2175877025042496,0.1979693544424652,0.1979693544424652
2020-11,0.04158302190545918,0.031019597366283902,0.014281089538162914,0.027379624549476296,0.062800664847565,0.019429719483069964,0.0655867096285554,0.05705962652600938,0.04795737189869689,0.0655867096285554,0.03516805778237394,0.020658098166839164,0.037287435896697654,0.0433898631173731,0.0433898631173731
2020-12,0.002797609590922524,-0.004236588799802377,-0.014884405269210931,-0.0036902992279991232,0.008046382365274293,-0.014905120332023696,0.025401629767395125,0.025401629767395125,-0.013829075741023284,0.01063778783582984,-0.011050088489692429,0.02693609396876643,-0.02655728797452835,-0.020176288395472808,-0.020176288395472808
2021-01,0.033729429969185966,0.031761562953095845,-0.009508930236246195,0.002467277036162154,0.02784748299025704,-0.021736294560839288,0.06784915210294162,0.10720152362039198,0.01926384567907739,0.02784748299025704,0.06628124476663229,0.10596694961741598,-0.030471918275017384,-0.030471918275017384,-0.030471918275017384
2021-02,0.004336645314938459,0.03660589417383764,0.010806984196992973,-0.0005773477889822969,-0.0008500130704518858,-0.0034166216731595913,0.014354791555494165,0.014354791555494165,0.003636943048846097,0.012896520072378256,0.005655447682530938,0.005988781015864271,0.005322114349197604,6.744559783951825e-05,6.744559783951825e-05
