Model,Evaluation Window,bin,rows,observed_rate,mean_predicted_probability,score_min,score_max
Dummy[Preholdout prior probability],holdout,"(0.2, 0.201]",1875,0.2,0.20076481997966766,0.20076481997966766,0.20076481997966766
FeatureSensitivity[full][XGBoost light],holdout,"(0.0282, 0.177]",188,0.1702127659574468,0.11224254986588308,0.029164990410208702,0.1769910603761673
FeatureSensitivity[full][XGBoost light],holdout,"(0.177, 0.265]",187,0.15508021390374332,0.22385466329872927,0.17699918150901794,0.26482445001602173
FeatureSensitivity[full][XGBoost light],holdout,"(0.265, 0.322]",188,0.13297872340425532,0.2951396400941179,0.2648910880088806,0.3224262595176697
FeatureSensitivity[full][XGBoost light],holdout,"(0.322, 0.37]",187,0.20855614973262032,0.34685232693498785,0.3226165473461151,0.3701028823852539
FeatureSensitivity[full][XGBoost light],holdout,"(0.37, 0.409]",188,0.1595744680851064,0.3891185371482626,0.37011128664016724,0.40888872742652893
FeatureSensitivity[full][XGBoost light],holdout,"(0.409, 0.448]",187,0.1657754010695187,0.42851371433645646,0.40895867347717285,0.44750574231147766
FeatureSensitivity[full][XGBoost light],holdout,"(0.448, 0.481]",187,0.21390374331550802,0.46410432569483384,0.44774681329727173,0.48076653480529785
FeatureSensitivity[full][XGBoost light],holdout,"(0.481, 0.52]",188,0.25,0.4995434781972398,0.4812510311603546,0.5196914076805115
FeatureSensitivity[full][XGBoost light],holdout,"(0.52, 0.567]",187,0.2887700534759358,0.5412490603758052,0.5198097229003906,0.5663435459136963
FeatureSensitivity[full][XGBoost light],holdout,"(0.567, 0.759]",188,0.2553191489361702,0.615472175656481,0.5669755339622498,0.7587955594062805
FeatureSensitivity[full][TabPFN direct],holdout,"(0.0169, 0.0961]",188,0.10106382978723404,0.052774029585750816,0.017931539565324783,0.09602588415145874
FeatureSensitivity[full][TabPFN direct],holdout,"(0.0961, 0.136]",187,0.10160427807486631,0.11491213774776714,0.09619140625,0.13563667237758636
FeatureSensitivity[full][TabPFN direct],holdout,"(0.136, 0.179]",190,0.1368421052631579,0.15724830384317198,0.13584767282009125,0.1786106675863266
FeatureSensitivity[full][TabPFN direct],holdout,"(0.179, 0.2]",187,0.16042780748663102,0.19056894275593886,0.1787109375,0.2004884034395218
FeatureSensitivity[full][TabPFN direct],holdout,"(0.2, 0.216]",186,0.1881720430107527,0.20852034627109445,0.2005860060453415,0.21562881767749786
FeatureSensitivity[full][TabPFN direct],holdout,"(0.216, 0.228]",187,0.21390374331550802,0.2219055109323665,0.21572457253932953,0.22763334214687347
FeatureSensitivity[full][TabPFN direct],holdout,"(0.228, 0.238]",190,0.24736842105263157,0.23362835300596138,0.22783882915973663,0.2380952388048172
FeatureSensitivity[full][TabPFN direct],holdout,"(0.238, 0.248]",188,0.25,0.24285328673555495,0.23828125,0.24755859375
FeatureSensitivity[full][TabPFN direct],holdout,"(0.248, 0.257]",184,0.22826086956521738,0.25193615500693733,0.24765042960643768,0.25732421875
FeatureSensitivity[full][TabPFN direct],holdout,"(0.257, 0.316]",188,0.3723404255319149,0.27705213665328127,0.25750550627708435,0.3155967891216278
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.0305, 0.187]",188,0.18085106382978725,0.1225885795429349,0.0315365344285965,0.1872677356004715
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.187, 0.275]",187,0.12299465240641712,0.23284101406520702,0.1876089721918106,0.2741251587867737
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.275, 0.331]",188,0.1702127659574468,0.3019741103053093,0.2747691869735718,0.33121469616889954
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.331, 0.379]",187,0.1497326203208556,0.3554556081320513,0.3319396674633026,0.3789549171924591
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.379, 0.417]",188,0.18617021276595744,0.398641178107008,0.37900811433792114,0.4168962240219116
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.417, 0.452]",187,0.1657754010695187,0.43475910590931693,0.4169798195362091,0.45217424631118774
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.452, 0.487]",187,0.20855614973262032,0.47028813419495036,0.452605277299881,0.48661455512046814
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.487, 0.527]",188,0.24468085106382978,0.5057286986328186,0.4867015480995178,0.5271860957145691
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.527, 0.572]",187,0.28342245989304815,0.5480603199591612,0.5276341438293457,0.5720061659812927
FeatureSensitivity[ticker_ablated][XGBoost light],holdout,"(0.572, 0.756]",188,0.2872340425531915,0.6221131197315581,0.5726303458213806,0.755800724029541
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.0186, 0.0999]",188,0.10638297872340426,0.05274555935187543,0.019591089338064194,0.09977421164512634
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.0999, 0.137]",187,0.11764705882352941,0.11606982099340561,0.10004273056983948,0.13671875
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.137, 0.176]",188,0.09042553191489362,0.15899323148930328,0.13720703125,0.17588184773921967
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.176, 0.197]",188,0.20212765957446807,0.18849729675244778,0.17598243057727814,0.19736360013484955
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.197, 0.211]",187,0.1657754010695187,0.20445512577811664,0.1974615603685379,0.21103380620479584
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.211, 0.223]",188,0.23404255319148937,0.21704774651121586,0.21132950484752655,0.22284598648548126
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.223, 0.233]",186,0.24193548387096775,0.22826647942745557,0.22295482456684113,0.2333984375
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.233, 0.244]",190,0.25263157894736843,0.23895201902640492,0.23349200189113617,0.2437446564435959
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.244, 0.255]",185,0.22702702702702704,0.2493399165772103,0.2439560443162918,0.2548828125
FeatureSensitivity[ticker_ablated][TabPFN direct],holdout,"(0.255, 0.38]",188,0.3617021276595745,0.2746868185857509,0.25518926978111267,0.3797313868999481
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.026799999999999997, 0.187]",188,0.16489361702127658,0.12140941333540893,0.027784137055277824,0.18691706657409668
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.187, 0.272]",187,0.15508021390374332,0.23115096245220002,0.18774057924747467,0.2709124684333801
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.272, 0.326]",188,0.11702127659574468,0.30082179637665446,0.27239325642585754,0.3256497383117676
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.326, 0.372]",187,0.2192513368983957,0.35246648157344146,0.3269230127334595,0.37234747409820557
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.372, 0.412]",188,0.15425531914893617,0.3921081547407394,0.3723529577255249,0.41174209117889404
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.412, 0.447]",187,0.19786096256684493,0.42941933296581003,0.41229286789894104,0.44694361090660095
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.447, 0.485]",187,0.18181818181818182,0.465529404222009,0.44706809520721436,0.4848419725894928
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.485, 0.526]",188,0.25,0.5050372996545852,0.48521333932876587,0.5257064700126648
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.526, 0.571]",187,0.28342245989304815,0.5473533282305467,0.5257257223129272,0.5712641477584839
FeatureSensitivity[identity_ablated][XGBoost light],holdout,"(0.571, 0.757]",188,0.2765957446808511,0.6255364383154727,0.5715970993041992,0.7571332454681396
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.0192, 0.101]",188,0.09574468085106383,0.053557085844272,0.020208803936839104,0.1011839359998703
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.101, 0.135]",187,0.12299465240641712,0.11750818757131137,0.1015625,0.13525390625
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.135, 0.177]",188,0.12234042553191489,0.15549300222637805,0.13535945117473602,0.1765567809343338
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.177, 0.201]",189,0.15343915343915343,0.19084269431217638,0.1766573041677475,0.20097680389881134
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.201, 0.213]",187,0.15508021390374332,0.20797601852187497,0.20107434689998627,0.21337890625
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.213, 0.224]",188,0.23404255319148937,0.21891272083875982,0.21347491443157196,0.22372756898403168
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.224, 0.232]",185,0.24864864864864866,0.22774988880028596,0.22382231056690216,0.23183982074260712
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.232, 0.24]",188,0.24468085106382978,0.23600531424930754,0.23193359375,0.24032710492610931
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.24, 0.252]",188,0.2925531914893617,0.24558979328325453,0.24041981995105743,0.25244140625
FeatureSensitivity[identity_ablated][TabPFN direct],holdout,"(0.252, 0.326]",187,0.3315508021390374,0.2716199033719333,0.25262388586997986,0.32568359375
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.0643, 0.294]",225,0.07555555555555556,0.19099764774243036,0.06525687128305435,0.29410094022750854
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.294, 0.374]",150,0.14,0.3505207598209381,0.3407740294933319,0.3602674901485443
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.374, 0.449]",225,0.12444444444444444,0.4250775674978892,0.3778752088546753,0.44884395599365234
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.449, 0.487]",150,0.21333333333333335,0.4688507467508316,0.4561630189418793,0.48153847455978394
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.487, 0.522]",225,0.2088888888888889,0.5056736469268799,0.4907534718513489,0.5216179490089417
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.522, 0.541]",150,0.23333333333333334,0.5342702269554138,0.5300672054290771,0.5384732484817505
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.541, 0.584]",225,0.22666666666666666,0.5592814485232035,0.5457123517990112,0.5843369364738464
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.584, 0.593]",150,0.3,0.588953822851181,0.5853719115257263,0.5925357341766357
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.593, 0.606]",225,0.17777777777777778,0.6005621552467346,0.5941194891929626,0.605950653553009
FeatureSensitivity[metadata_only][XGBoost light],holdout,"(0.606, 0.663]",150,0.3933333333333333,0.6446563601493835,0.6266807317733765,0.6626319885253906
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.020399999999999998, 0.0903]",225,0.07555555555555556,0.056046737978855767,0.02142464742064476,0.09027650952339172
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.0903, 0.126]",150,0.08666666666666667,0.10823456943035126,0.09326171875,0.12320742011070251
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.126, 0.152]",225,0.1511111111111111,0.14342748622099558,0.12608323991298676,0.15234375
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.152, 0.2]",150,0.18666666666666668,0.17983151972293854,0.1605420559644699,0.19912098348140717
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.2, 0.204]",225,0.28,0.20172522962093353,0.2004884034395218,0.20371048152446747
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.204, 0.213]",150,0.18,0.21064493060112,0.2092796117067337,0.2120102494955063
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.213, 0.222]",225,0.18222222222222223,0.2180991272131602,0.21503539383411407,0.22216796875
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.222, 0.225]",150,0.34,0.22470401227474213,0.22470401227474213,0.22470401227474213
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.225, 0.246]",225,0.18666666666666668,0.23480112353960672,0.22695641219615936,0.24551336467266083
FeatureSensitivity[metadata_only][TabPFN direct],holdout,"(0.246, 0.333]",150,0.3933333333333333,0.29808714985847473,0.2630036771297455,0.333170622587204
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.026799999999999997, 0.187]",188,0.16489361702127658,0.12140941333540893,0.027784137055277824,0.18691706657409668
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.187, 0.272]",187,0.15508021390374332,0.23115096245220002,0.18774057924747467,0.2709124684333801
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.272, 0.326]",188,0.11702127659574468,0.30082179637665446,0.27239325642585754,0.3256497383117676
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.326, 0.372]",187,0.2192513368983957,0.35246648157344146,0.3269230127334595,0.37234747409820557
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.372, 0.412]",188,0.15425531914893617,0.3921081547407394,0.3723529577255249,0.41174209117889404
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.412, 0.447]",187,0.19786096256684493,0.42941933296581003,0.41229286789894104,0.44694361090660095
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.447, 0.485]",187,0.18181818181818182,0.465529404222009,0.44706809520721436,0.4848419725894928
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.485, 0.526]",188,0.25,0.5050372996545852,0.48521333932876587,0.5257064700126648
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.526, 0.571]",187,0.28342245989304815,0.5473533282305467,0.5257257223129272,0.5712641477584839
FeatureSensitivity[strict_time_series][XGBoost light],holdout,"(0.571, 0.757]",188,0.2765957446808511,0.6255364383154727,0.5715970993041992,0.7571332454681396
FeatureSensitivity[strict_time_series][TabPFN direct],holdout,"(0.0192, 0.101]",188,0.09574468085106383,0.053557085844272,0.020208803936839104,0.1011839359998703
