Model,CV/Validation Average Precision,Best Params
XGBoost[GPU allocation scorer] Calibration Base,0.29048106042352967,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}"
XGBoost[GPU allocation scorer] Calibrated,0.29048106042352967,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}"
XGBoost[GPU allocation scorer],0.29048106042352967,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}"
