Objective,Target Column,Return Column,Portfolio Diagnostic Caveat,Model,Evaluation Window,month,rows,top_k,spearman_ic,top_k_hit_rate,selected_mean_forward_return,universe_mean_forward_return,active_forward_return
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-01,25,5,-0.5992307692307692,0.2,-0.0025184546507359684,0.023700074797218234,-0.026218529447954202
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-02,25,5,-0.5538461538461539,0.2,-0.04295446986818994,0.018694857975791197,-0.06164932784398114
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-03,25,5,-0.03846153846153846,0.2,-0.04426301005675144,-0.04525454052321993,0.0009915304664684862
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-04,25,5,0.11923076923076922,0.6,0.0006731654787886399,-0.00605246277948154,0.0067256282582701795
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-05,25,5,0.046153846153846156,0.6,-0.009570242506591064,-0.004090842967323325,-0.005479399539267739
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-06,25,5,0.05384615384615384,0.2,-0.016016134069267184,-0.0027943387905171903,-0.013221795278749993
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-07,25,5,0.21769230769230768,0.4,-0.03179917027556214,-0.030142799594144787,-0.0016563706814173504
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-08,25,5,-0.004615384615384616,0.8,-0.007392771938564557,0.0047198256012521925,-0.01211259753981675
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-09,25,5,-0.24692307692307694,0.2,-0.007303379904576701,0.011814688129911466,-0.019118068034488168
benchmark_outperform_1m,target_outperform_benchmark_next_1m,forward_1m_vs_benchmark_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],holdout,2020-10,25,5,0.49615384615384617,0.6,0.042799012753004996,-0.020578392035008095,0.0633774047880131
