Strategy,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
Rule[Risk-adjusted momentum top-k],cagr,0.1472152330097043,0.1499105287173771,0.02846499964096241,0.29082096285951253,400,400,0.95
Rule[Risk-adjusted momentum top-k],annualized_volatility,0.1540055428994099,0.15147123331903423,0.12758937318510186,0.1735438015498842,400,400,0.95
Rule[Risk-adjusted momentum top-k],sharpe,0.9719078383595995,1.0046700537725042,0.2662469744245888,1.7759481879951726,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,mean_monthly_return,0.010956945016668265,0.01102434719148385,0.0016638634617074006,0.019693664617943623,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,cagr,0.12895377602396896,0.13034599718528517,0.009366537816398061,0.2493343184880007,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,annualized_volatility,0.14031636504570122,0.1394115911442022,0.11640659369628265,0.16418592994897085,400,400,0.95
Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,sharpe,0.9370492184371714,0.953107422227309,0.13544412996558103,1.6614666583104842,400,400,0.95
TabPFN[Direct allocation scorer],mean_monthly_return,0.014055013045185983,0.014762066643179049,0.0029741465304327567,0.026827968707867116,400,400,0.95
TabPFN[Direct allocation scorer],cagr,0.16218493703738024,0.17436623140302754,0.011356228805680596,0.36063837118274056,400,400,0.95
TabPFN[Direct allocation scorer],annualized_volatility,0.18469250451861474,0.1771550471589503,0.1388824884199636,0.22779849424765344,400,400,0.95
TabPFN[Direct allocation scorer],sharpe,0.9131943766848043,0.9940463549609854,0.1667348816003128,2.1338750419184676,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,mean_monthly_return,0.014250812162224425,0.014771609505962978,0.0027537140208212297,0.024989789500643584,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,cagr,0.16539802635475054,0.17202899771060354,0.010400125734710088,0.3285036440866782,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,annualized_volatility,0.18311875033930755,0.1785573246394725,0.13814185592690956,0.22648196790871228,400,400,0.95
TabPFN[Direct allocation scorer] | inverse-vol capped top-k,sharpe,0.9338734871760689,0.9912980947111067,0.15993874002724343,1.913747053090848,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,mean_monthly_return,0.014469097760238803,0.014665498028553083,0.0032082558883221417,0.024676056485718426,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,cagr,0.17297464965050247,0.17547127426211417,0.016973124135549918,0.32471366526873874,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,annualized_volatility,0.16051946631378536,0.15659786485899668,0.12265846825337055,0.1994738976159132,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base,sharpe,1.0816705108117743,1.0929024412336954,0.18936517479985865,2.1653653050455053,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,mean_monthly_return,0.013205942175277586,0.013791968728562379,0.004036483993119297,0.022252362101944836,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,cagr,0.15805628614629819,0.1677853380684794,0.03525745480685182,0.2893024935355488,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,annualized_volatility,0.14743412802688724,0.1448041869580753,0.11483882672386703,0.17681238539979946,400,400,0.95
TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,sharpe,1.0748617584283535,1.1652845895408839,0.30450312738947183,2.0460252887019474,400,400,0.95
XGBoost[GPU allocation scorer],mean_monthly_return,0.010139472896154656,0.00982131465664143,-0.0008894810058938756,0.020341575540335027,400,400,0.95
XGBoost[GPU allocation scorer],cagr,0.11038982555808396,0.10593452880572496,-0.03517680905150439,0.25879269280413986,400,400,0.95
XGBoost[GPU allocation scorer],annualized_volatility,0.1785258256085745,0.1771960880049141,0.129854754474049,0.2284468110413176,400,400,0.95
XGBoost[GPU allocation scorer],sharpe,0.6815466296771572,0.6898982566150371,-0.04278664922292094,1.7070599805512743,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,mean_monthly_return,0.009035464691851612,0.009030193999080595,-0.001847702256278493,0.01928984916720362,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,cagr,0.09771103521872404,0.09934022804676612,-0.04142388938140728,0.24142818526787277,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,annualized_volatility,0.1692350703950988,0.16441990685522384,0.12391077891523464,0.21834912947445517,400,400,0.95
XGBoost[GPU allocation scorer] | inverse-vol capped top-k,sharpe,0.6406803037283426,0.6645431986482786,-0.1197899652573132,1.639175482935834,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,mean_monthly_return,0.008109904907545791,0.00816277455426299,-0.0044730031577084215,0.019121668042903082,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,cagr,0.08363290426382708,0.08147777638477216,-0.07820882450428943,0.23993650633553174,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,annualized_volatility,0.17895294121927743,0.17516964996290157,0.12770151151968298,0.23233408712199216,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated,sharpe,0.5438237462177344,0.545743048380642,-0.24740963951083764,1.6170947381417802,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,mean_monthly_return,0.006097735853904228,0.006120809234696876,-0.005281570976761726,0.01529623082932302,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,cagr,0.06023853540187263,0.05921855905940032,-0.08256025673212937,0.18877131482910225,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,annualized_volatility,0.16615713104254132,0.16101392448597396,0.12028502879944156,0.2240214579638684,400,400,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,sharpe,0.4403833274427219,0.44292247386631134,-0.3292901073054579,1.4848443497665778,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_monthly_return,0.008109904907545791,0.008535465587660742,-0.003794902514535318,0.018522863760282917,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,cagr,0.08363290426382708,0.09356651743102584,-0.06534669513166523,0.23552549670764286,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,annualized_volatility,0.17895294121927743,0.1744933451322287,0.13045781164806197,0.23507672018721706,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base,sharpe,0.5438237462177344,0.5922554245559579,-0.2361297378272618,1.5591851298865875,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,mean_monthly_return,0.006097735853904228,0.0065675455422399675,-0.006055991833242848,0.0168176909635546,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,cagr,0.06023853540187263,0.06560410761123203,-0.0902138929289174,0.21330696548526248,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,annualized_volatility,0.16615713104254132,0.1632178442309139,0.11773824972197829,0.2225702831464237,400,400,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,sharpe,0.4403833274427219,0.47803216157526274,-0.33721096860316696,1.62356050982894,400,400,0.95
