Objective,Model,Strategy,Horizon Months,Return Column,Target Column,Diagnostic Type,Portfolio Diagnostic Caveat,Observation Months,Mean Selected Horizon Return,Median Selected Horizon Return,Mean Universe Horizon Return,Mean Active Horizon Return,Median Active Horizon Return,Selected Horizon Return Volatility,Active Horizon Return Volatility,Selected Horizon Sharpe Proxy,Active Horizon Sharpe Proxy,Mean Selected Target Rate,Mean Monthly Turnover,Max Monthly Turnover,Mean Holdings,Compounds Overlapping Returns
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct],benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct],1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.001821571109528426,-0.0021281806704260163,-0.003595244833172825,0.0017736737236443984,0.0033894904869959403,0.020924333702591582,0.02630758120203026,-0.3015679023425321,0.23355191659846647,0.4799999999999999,0.7866666666666666,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light],1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.002531241402882769,-0.003123864010072896,-0.003595244833172825,0.0010640034302900566,-0.0001625441447973587,0.022130400955383357,0.022305796220044128,-0.39621864283921926,0.16524027947802192,0.4533333333333333,1.1119999999999999,2.0,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct] Calibration Base,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][TabPFN direct] Calibration Base,1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.0030778125918438514,-0.0020196975108463856,-0.003595244833172825,0.0005174322413289725,-0.00021968051628656242,0.022059791170201643,0.023433326660645976,-0.48331625119369376,0.07649096898914781,0.4746666666666668,0.9413333333333337,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched],benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched],1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.0036191156697963165,-0.004581828989129667,-0.003595244833172825,-2.3870836623491436e-05,-0.00028905633592573796,0.021764266381396547,0.02226483792573721,-0.5760352413177603,-0.003713972856121213,0.4186666666666667,1.2026666666666666,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched] Calibration Base,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched] Calibration Base,1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.004621517568823049,-0.0031408330201346145,-0.003595244833172825,-0.0010262727356502225,-0.00392495104233114,0.020362024195944035,0.022629860969807486,-0.7862384564760702,-0.1570983156229272,0.43466666666666676,1.1226666666666667,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched] Calibrated,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost searched] Calibrated,1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.004621517568823049,-0.0031408330201346145,-0.003595244833172825,-0.0010262727356502225,-0.00392495104233114,0.020362024195944035,0.022629860969807486,-0.7862384564760702,-0.1570983156229272,0.43466666666666676,1.1226666666666667,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibration Base,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibration Base,1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.005126758398397472,-0.0046384912795480295,-0.003595244833172825,-0.001531513565224647,-0.0034321650247730075,0.02440271169767906,0.02277218927598643,-0.7277720717406518,-0.23297358679934246,0.42933333333333334,1.144,2.0000000000000004,5.0,False
benchmark_outperform_1m,ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibrated,benchmark_outperform_1m | ObjectiveSpecific[benchmark_outperform_1m][XGBoost light] Calibrated,1,forward_1m_vs_benchmark_return,target_outperform_benchmark_next_1m,one_month_score_to_return,benchmark-relative active-return diagnostic; not a benchmark-relative optimizer,75,-0.005126758398397472,-0.0046384912795480295,-0.003595244833172825,-0.001531513565224647,-0.0034321650247730075,0.02440271169767906,0.02277218927598643,-0.7277720717406518,-0.23297358679934246,0.42933333333333334,1.144,2.0000000000000004,5.0,False
top_k_next_3m,ObjectiveSpecific[top_k_next_3m][TabPFN direct],top_k_next_3m | ObjectiveSpecific[top_k_next_3m][TabPFN direct],3,forward_3m_return,target_top_k_next_3m,overlapping_horizon_score_to_return,3-month overlapping forward-return diagnostic; not a monthly executable backtest,73,0.051693060314240404,0.048021722157815354,0.03202469470992517,0.019668365604315237,0.018887808127063678,0.08255717515515167,0.044892481229088836,1.2522972162526735,0.8762431955563548,0.34520547945205476,0.35342465753424657,1.2000000000000002,5.0,False
top_k_next_3m,ObjectiveSpecific[top_k_next_3m][TabPFN direct] Calibration Base,top_k_next_3m | ObjectiveSpecific[top_k_next_3m][TabPFN direct] Calibration Base,3,forward_3m_return,target_top_k_next_3m,overlapping_horizon_score_to_return,3-month overlapping forward-return diagnostic; not a monthly executable backtest,73,0.05185045250806594,0.049699005585975134,0.03202469470992517,0.019825757798140775,0.01958050483046892,0.08152712873231277,0.04912593041937229,1.2719803411282247,0.8071402466638147,0.34246575342465757,0.43561643835616437,1.0,5.0,False
