Strategy,month,Lookback Months Used,Configured Lookback Months,Weight Coverage,Ex-Ante Monthly Volatility,Ex-Ante Annualized Volatility,Ex-Ante 95pct Monthly VaR Proxy,Ex-Ante Beta To Benchmark,Realized Gross Return,Realized Net Return
Equal weight universe,2021-09,36,36,1.0,0.045945012855837526,0.15915819324143166,0.07557954614785273,0.7316467187016508,0.04854004612365782,0.04854004612365782
Equal weight universe,2021-10,36,36,1.0,0.04527917031924171,0.15685164703498267,0.07448423517515261,0.7340147296555923,-0.011523953062962708,-0.011523953062962708
Equal weight universe,2021-11,36,36,1.0,0.045440993427744915,0.15741221872651523,0.07475043418864039,0.7357646148528435,0.03087337960609121,0.030873379606091204
Equal weight universe,2021-12,36,36,1.0,0.04328571537364093,0.14994611653822268,0.07120500178963933,0.7578626801963552,-0.02872991751414085,-0.02872991751414085
Equal weight universe,2022-01,36,36,1.0,0.04250477125668352,0.14724084676133817,0.06992034871724438,0.7456501256096354,-0.008969478289536582,-0.008969478289536582
Equal weight universe,2022-02,36,36,1.0,0.04261730580403663,0.1476306778685829,0.07010546804764026,0.7389472340054188,0.02565494559840393,0.025654945598403932
Equal weight universe,2022-03,36,36,1.0,0.0426756618458865,0.14783282912740808,0.0702014637364833,0.7367986475971946,-0.05953558488457473,-0.059535584884574735
Equal weight universe,2022-04,36,36,1.0,0.04428149245518936,0.15339558953473173,0.0728430550887865,0.7321777872843905,0.010536863418915726,0.010536863418915727
Equal weight universe,2022-05,36,36,1.0,0.043575074668314534,0.15094848653825663,0.07168099782937741,0.7398424194158609,-0.07287348328902625,-0.07287348328902626
Equal weight universe,2022-06,36,36,1.0,0.04489095101254058,0.15550681590761162,0.07384561441562926,0.7463873366653458,0.05655602302922773,0.05655602302922773
Equal weight universe,2022-07,36,36,1.0,0.0456114186893253,0.15800258915041612,0.07503078374394012,0.741462669455735,-0.03955624001204256,-0.03955624001204256
Equal weight universe,2022-08,36,36,1.0,0.04630952055678753,0.16042088495702272,0.0761791613159155,0.751104878429222,-0.05692389977247783,-0.05692389977247783
Equal weight universe,2022-09,36,36,1.0,0.04751749509491662,0.164605431505601,0.07816627943113784,0.7506968955109943,0.05320740610992971,0.05320740610992971
Equal weight universe,2022-10,36,36,1.0,0.04813358995696804,0.16673964671231137,0.07917975547921242,0.7473605487301029,0.056795291909799935,0.056795291909799935
Equal weight universe,2022-11,36,36,1.0,0.04885786229337744,0.16924859968266678,0.0803711834726059,0.7554460811160849,-0.030486275288491953,-0.030486275288491956
Equal weight universe,2022-12,36,36,1.0,0.049082074323899334,0.17002529293973098,0.08074001226281441,0.7491273371908508,0.04535181789737403,0.04535181789737403
Equal weight universe,2023-01,36,36,1.0,0.04945056063508536,0.17130176696546665,0.08134617224471541,0.7500575257906056,-0.0367885463759981,-0.0367885463759981
Equal weight universe,2023-02,36,36,1.0,0.04891643283702983,0.1694514939975325,0.08046753201691408,0.7573755137533816,0.028008922392958335,0.028008922392958338
Equal weight universe,2023-03,36,36,1.0,0.041377215646859866,0.14333487955219043,0.06806551973908448,0.7230178701879956,0.008176745169681606,0.008176745169681606
Equal weight universe,2023-04,36,36,1.0,0.03822767358705548,0.13242454581587776,0.06288452305070626,0.7294807883666703,-0.022281772118893938,-0.022281772118893938
Equal weight universe,2023-05,36,36,1.0,0.03769265635245463,0.13057119174937043,0.06200441969978787,0.724685445714004,0.042138557094367264,0.04213855709436727
Equal weight universe,2023-06,36,36,1.0,0.03807338131308483,0.13189006170041276,0.06263071226002455,0.722375971445876,0.024872348419345748,0.024872348419345748
Equal weight universe,2023-07,36,36,1.0,0.03724460189780996,0.12901908558936614,0.06126737012189738,0.7150624526318748,-0.011716302497952963,-0.011716302497952965
Equal weight universe,2023-08,36,36,1.0,0.03704375305737999,0.12832332479683414,0.06093697377939008,0.7232775951998451,-0.05200126886530824,-0.052001268865308245
Equal weight universe,2023-09,36,36,1.0,0.03790637076479912,0.1313115201903512,0.06235597990809456,0.7300222643779148,-0.014257896136080993,-0.014257896136080995
Equal weight universe,2023-10,36,36,1.0,0.037958829719145534,0.13149324333883103,0.062442274887994406,0.7326383165303372,0.07028744636270545,0.07028744636270545
Equal weight universe,2023-11,36,36,1.0,0.03705373203990462,0.12835789300631514,0.0609533892056431,0.7288647192288722,0.03833103724293837,0.03833103724293838
Equal weight universe,2023-12,36,36,1.0,0.03715215009930474,0.12869882316484182,0.0611152869133563,0.7292998883758596,-0.0016680895872055684,-0.0016680895872055674
Equal weight universe,2024-01,36,36,1.0,0.03716580395830427,0.12874612151985498,0.06113774751141053,0.7264082346392707,0.022007524733232493,0.02200752473323249
Equal weight universe,2024-02,36,36,1.0,0.03720906499339246,0.1288959821413765,0.061208911914130595,0.721249484689422,0.03547268751142166,0.035472687511421665
Equal weight universe,2024-03,36,36,1.0,0.037471172541438905,0.12980394932190398,0.061640078830667,0.7262474481968664,-0.030383958078889564,-0.030383958078889564
Equal weight universe,2024-04,36,36,1.0,0.03748474275394964,0.12985095791698018,0.06166240183024716,0.7234898051576636,0.03858239032529492,0.03858239032529492
Equal weight universe,2024-05,36,36,1.0,0.03785302374846201,0.131126720704895,0.062268224066220006,0.7238995453806473,0.005875058071763899,0.0058750580717638985
Equal weight universe,2024-06,36,36,1.0,0.03785374322245747,0.13112921303592476,0.06226940760094254,0.7197398356436393,0.03019923112649143,0.030199231126491425
Equal weight universe,2024-07,36,36,1.0,0.038089949132045976,0.13194745430883537,0.06265796632221564,0.7221985340900607,0.013461759985491258,0.013461759985491258
Equal weight universe,2024-08,36,36,1.0,0.03810608532854797,0.1320033517332001,0.06268451036546141,0.7242945100127942,0.03043559542747505,0.030435595427475058
Equal weight universe,2024-09,36,36,1.0,0.03787601990647697,0.1312063817330166,0.06230605274615461,0.7294140075018941,-0.01066600372553247,-0.010666003725532473
Equal weight universe,2024-10,36,36,1.0,0.037283758381436466,0.12915472762753985,0.061331782537462985,0.7305199336039367,0.028550634949502017,0.028550634949502017
Equal weight universe,2024-11,36,36,1.0,0.03737575866149265,0.1294734259462756,0.06148312299815541,0.7236924788266462,-0.03755686525410233,-0.037556865254102324
Equal weight universe,2024-12,36,36,1.0,0.03781580998081868,0.13099780843229641,0.06220700741844673,0.7290371536777671,0.01685734425500113,0.01685734425500113
Equal weight universe,2025-01,36,36,1.0,0.03744409624501716,0.12971015427973748,0.061595538323053235,0.7380536818091503,0.01871619850118452,0.01871619850118452
Equal weight universe,2025-02,36,36,1.0,0.037424082943579906,0.12964082616990444,0.061562616442188946,0.7478287717726175,-0.017615811704947148,-0.017615811704947148
Equal weight universe,2025-03,36,36,1.0,0.03747638849772295,0.12982201792449205,0.061648659078754255,0.7241169450239957,-0.011693621348026215,-0.011693621348026213
Equal weight universe,2025-04,36,36,1.0,0.035939137411411616,0.12449682395352868,0.059119881041772106,0.7354272281594308,0.02881309251093583,0.028813092510935823
Equal weight universe,2025-05,36,36,1.0,0.03612881611636317,0.1251538902617086,0.05943190251141742,0.7330612741273084,0.030568302157012,0.03056830215701199
Equal weight universe,2025-06,36,36,1.0,0.0336353711304079,0.11651634345860379,0.05533018550952099,0.7208392241224071,0.006917561514269978,0.006917561514269977
Equal weight universe,2025-07,36,36,1.0,0.0326636280636021,0.11315012673138293,0.05373166816462546,0.7257494472500186,0.02169051456932502,0.021690514569325015
Equal weight universe,2025-08,36,36,1.0,0.03167813194345303,0.10973626802986253,0.052110527046980236,0.717418941123299,0.03573153725638026,0.03573153725638025
Equal weight universe,2025-09,36,36,1.0,0.029790169957670726,0.10319617586559537,0.04900482958036834,0.7194793481641963,0.011074788871926823,0.011074788871926826
Equal weight universe,2025-10,36,36,1.0,0.028965857402557346,0.10034067341204878,0.04764883542720683,0.7202126980175806,0.013984389081040865,0.013984389081040865
Equal weight universe,2025-11,36,36,1.0,0.027910109370322383,0.09668345494840513,0.04591212991418032,0.6901215236300792,0.020344462849746413,0.020344462849746413
Equal weight universe,2025-12,36,36,1.0,0.027063317749052053,0.09375008272547747,0.04451915769719063,0.7045908178400606,0.0303859595642897,0.0303859595642897
Equal weight universe,2026-01,36,36,1.0,0.02664269504989997,0.09229300295398114,0.04382723335708545,0.6886878493887213,0.032696402313796405,0.032696402313796405
Equal weight universe,2026-02,36,36,1.0,0.025558256419222714,0.08853639734193428,0.042043331809621366,0.62849932336496,-0.03656678394169601,-0.036566783941696004
Equal weight universe,2026-03,36,36,1.0,0.026726852165354288,0.09258453175355177,0.043965671812007806,0.6498347054478801,0.05167545879192894,0.051675458791928926
SPY only,2020-01,36,36,1.0,0.04003862769406766,0.13869787486291899,0.0658635425567413,1.0,-0.07774855148117732,-0.07824855148117732
SPY only,2020-02,36,36,1.0,0.04225734882867072,0.14638375032883774,0.06951333882316334,1.0,-0.16354883246328245,-0.16354883246328245
SPY only,2020-03,36,36,1.0,0.05106166564221093,0.17688279842280685,0.08399643998143698,1.0,0.15053654765954327,0.15053654765954327
SPY only,2020-04,36,36,1.0,0.05657656289695791,0.19598696291029463,0.09306844596549575,1.0,0.06417575873589687,0.06417575873589687
SPY only,2020-05,36,36,1.0,0.057337060499094004,0.19862140388216268,0.09431946452100964,1.0000000000000002,0.0240835869598095,0.0240835869598095
SPY only,2020-06,36,36,1.0,0.05738747620745087,0.19879604901891001,0.09440239836125668,0.9999999999999999,0.0605683335136149,0.0605683335136149
SPY only,2020-07,36,36,1.0,0.05798884912382476,0.2008792659098209,0.09539165680869173,1.0000000000000002,0.06667251124797846,0.06667251124797846
SPY only,2020-08,36,36,1.0,0.05869298798777002,0.20331847448569496,0.09654996523988169,1.0,-0.031890147199609364,-0.031890147199609364
SPY only,2020-09,36,36,1.0,0.059153328874645895,0.2049131420954356,0.0973072259987925,1.0000000000000002,-0.02218003991846751,-0.02218003991846751
SPY only,2020-10,36,36,1.0,0.059361536515263734,0.20563439451958387,0.09764972756760884,1.0,0.1071167923414833,0.1071167923414833
SPY only,2020-11,36,36,1.0,0.06147920851069274,0.2129702254992815,0.10113329800008955,1.0000000000000002,0.031019599540691667,0.031019599540691667
SPY only,2020-12,36,36,1.0,0.06155345560570427,0.21322742498103023,0.10125543447138352,1.0,-0.004236498536217659,-0.004236498536217659
SPY only,2021-01,36,36,1.0,0.06129249940544352,0.21232344618622676,0.10082616152195459,1.0,0.03176165285255794,0.03176165285255794
SPY only,2021-02,36,36,1.0,0.06087193656000711,0.21086657375408355,0.1001343356412117,1.0,0.03660597872177407,0.03660597872177407
SPY only,2021-03,36,36,1.0,0.06055810025637332,0.20977941290777688,0.09961807492173412,1.0,0.052785937801342,0.052785937801342
SPY only,2021-04,36,36,1.0,0.06085516822625263,0.21080848654204148,0.10010675173218557,0.9999999999999999,0.007486305531396509,0.007486305531396509
