Months,CAGR,Annualized Volatility,Sharpe,Sortino,Max Drawdown,Average Monthly Return,Annualized Turnover,Average Holdings,Total Transaction Cost,Final Equity,Strategy,Turnover Cap,Constraint Source
75,0.17513746705029543,0.14986129731665337,1.1583972585486844,1.5824330509713869,-0.13255789585507394,0.014466576331180049,5.8099479985817375,9.813333333333333,0.018156087495567935,2.74191638749497,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,0.5,post_score_turnover_cap
75,0.18527752503932504,0.16324342507818887,1.1304833729794446,1.4270586312627498,-0.15831434487196583,0.015378664816592351,5.637206075700106,7.666666666666667,0.017616268986562832,2.8931790343843904,TabPFN[Direct allocation scorer] Calibration Base,0.5,post_score_turnover_cap
75,0.16830134674658526,0.14970466987738298,1.1192766516941197,1.866425246639901,-0.12249662205616985,0.013963411803610899,4.471347595037788,6.626666666666667,0.013972961234493089,2.6437353812709348,12M momentum top-k portfolio,0.5,post_score_turnover_cap
75,0.18829371483070112,0.18256602420782317,1.043763789422152,1.2788042720537705,-0.19337665786469405,0.015879650437241155,5.529185351020113,8.88,0.017278704221937856,2.939501934032528,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,0.5,post_score_turnover_cap
75,0.18876901781098154,0.18787872382670107,1.0223088981547765,1.251809019362918,-0.20538285341533058,0.01600584092850003,5.083508377243039,7.56,0.0158859636788845,2.9468581846948063,TabPFN[Direct allocation scorer],0.5,post_score_turnover_cap
75,0.147955048091998,0.1469192469251715,1.0164749407165279,1.7410048324844254,-0.14113385203118112,0.012444977734031719,5.993481604471014,15.866666666666667,0.018729630013971918,2.368811559292579,Rule[Risk-adjusted momentum top-k],0.5,post_score_turnover_cap
75,0.13059712733842166,0.134945936038793,0.9804536818125528,1.7561008223167587,-0.14642495183416016,0.011025686652906324,6.059419292379127,17.56,0.01893568528868477,2.1536455861593633,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,0.5,post_score_turnover_cap
75,0.1533657518247975,0.17820439388279558,0.8941410176757134,1.2618629591257406,-0.23312890167018896,0.013278321508387212,0.16,1.0,0.0005,2.439462073408081,SPY only,0.5,post_score_turnover_cap
75,0.1513979969156154,0.17944149696811662,0.8829014343160605,0.9718340011550755,-0.23249347206345305,0.013202429587414268,6.08,21.08,0.019000000000000003,2.413566031012483,XGBoost[GPU allocation scorer],0.5,post_score_turnover_cap
75,0.12346689180794401,0.14934697834320623,0.8571903862615432,1.363707367148325,-0.16097715444838145,0.010668232837750606,5.369519849984629,8.666666666666666,0.01677974953120196,2.0701496437537705,Rule[6M momentum top-k],0.5,post_score_turnover_cap
75,0.11223414322898817,0.13666088166651186,0.8502573573769514,1.1347199162752504,-0.1675214361550228,0.009683076675214388,0.16,25.0,0.0005,1.9441348837155277,Equal weight universe,0.5,post_score_turnover_cap
75,0.13527150696560697,0.17175847730206512,0.8313149656560466,0.9206198351241451,-0.22723934959675163,0.011898782721625093,6.08,21.08,0.019000000000000003,2.2099037707841935,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,0.5,post_score_turnover_cap
