Months,CAGR,Annualized Volatility,Sharpe,Sortino,Max Drawdown,Average Monthly Return,Annualized Turnover,Average Holdings,Total Transaction Cost,Final Equity,Strategy,Transaction Cost Bps
75,0.16891481205999725,0.1484884158724442,1.1308022817914423,2.0071577777107343,-0.1252111827556346,0.013992586624013044,5.4719999999999995,5.0,0.0,2.6524236207762164,12M momentum top-k portfolio,0.0
75,0.1632879960055622,0.14735683862187202,1.1062953853749422,1.4262177873276503,-0.14895778283878702,0.013585015880901425,9.097768934972137,5.0,0.0,2.5736251467842663,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,0.0
75,0.1774292875665413,0.16043331991193732,1.1060867731233799,1.288051156933953,-0.17405156897122143,0.01478776442690547,7.648,5.0,0.0,2.7755094766043205,TabPFN[Direct allocation scorer] Calibration Base,0.0
75,0.15268230458706777,0.1540723148789162,1.0027446813931378,1.752752888602168,-0.15548031883293367,0.012874599524563506,9.632,5.0,0.0,2.430441450461291,Rule[Risk-adjusted momentum top-k],0.0
75,0.1351658402941205,0.14039678950021472,0.9760537792932854,1.8649947794458988,-0.1585713173420683,0.011419568082694039,11.102953584618515,5.0,0.0,2.2086185268536207,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,0.0
75,0.1703548236161201,0.1831559648581831,0.9571552369718803,1.1565056065458026,-0.20371040966305176,0.014609057578887304,8.597889999909055,5.0,0.0,2.6729121422074056,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,0.0
75,0.16617871575780363,0.18471322329001652,0.9318886513715839,1.1014108368092514,-0.210843958306982,0.014344346378519314,6.944,5.0,0.0,2.6138577086672083,TabPFN[Direct allocation scorer],0.0
75,0.15346583113125645,0.17816285753072836,0.894798502393524,1.263181634818397,-0.23312890167018896,0.013284988175053879,0.16,1.0,0.0,2.4407853488297433,SPY only,0.0
75,0.11232823475252407,0.1366229140748235,0.8510791977317357,1.1360427860550029,-0.16752143615502257,0.009689743341881054,0.16,25.0,0.0,1.9451630352578184,Equal weight universe,0.0
75,0.10401800028550023,0.14985351116625117,0.7373453896522716,1.1831216956807573,-0.12951459936198229,0.009207816298470044,7.392,5.0,0.0,1.8560982642311923,Rule[6M momentum top-k],0.0
75,0.06515493106833725,0.09168982035935401,0.7359864785216507,0.991398740390032,-0.14254571467101018,0.005623539000213643,1.1787420634238985,25.0,0.0,1.4836446301513173,Inverse volatility universe,0.0
75,0.11789012447383684,0.17845035778019253,0.7197613742644592,0.8134614855227047,-0.230950309641198,0.010703472896154653,13.536000000000001,5.0,0.0,2.0067556637158974,XGBoost[GPU allocation scorer],0.0
75,0.10575625919953069,0.16914635960779956,0.6843849375958371,0.7593466315115686,-0.22337538375229737,0.009646768397062244,14.671288925055224,5.0,0.0,1.874438906251246,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,0.0
75,0.08115501804920267,0.13431142980177962,0.6492787053994452,1.1098596729492534,-0.16020563896792028,0.007267129271837329,8.928342032869468,5.0,0.0,1.6285451457923763,Rule[6M momentum top-k] | inverse-vol capped top-k,0.0
75,0.07169834657490215,0.12845620872048286,0.6040514571947604,0.9994448287046351,-0.24936995223827252,0.0064661800052768295,0.16,2.0,0.0,1.541535406683295,60/40 SPY/TLT,0.0
75,0.08993951962350866,0.17899112017817748,0.5763350650460175,0.6113134235005451,-0.2407423584845645,0.008596571574212456,11.68,5.0,0.0,1.713030117191823,XGBoost[GPU allocation scorer] Calibrated,0.0
75,0.08993951962350866,0.17899112017817748,0.5763350650460175,0.6113134235005451,-0.2407423584845645,0.008596571574212456,11.68,5.0,0.0,1.713030117191823,XGBoost[GPU allocation scorer] Calibration Base,0.0
75,0.06713580094613558,0.16616149726878243,0.4795400930901492,0.4945125020902431,-0.23681571535529744,0.0066400916556892085,13.01653924283956,5.0,0.0,1.5009736333916741,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,0.0
75,0.06713580094613558,0.16616149726878243,0.4795400930901492,0.4945125020902431,-0.23681571535529744,0.0066400916556892085,13.01653924283956,5.0,0.0,1.5009736333916741,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,0.0
75,0.02843879843538888,0.0627673412615524,0.4781840099409456,0.7942457431386979,-0.11084560024140033,0.0025011949114817416,1.952,5.0,0.0,1.1915583840202981,Low volatility top-k portfolio,0.0
