Months,CAGR,Annualized Volatility,Sharpe,Sortino,Max Drawdown,Average Monthly Return,Annualized Turnover,Average Holdings,Total Transaction Cost,Final Equity,Strategy,Base Transaction Cost Bps,Tax Drag Bps Per Turnover
75,0.10778094677757166,0.19176079502706433,0.6292628462370988,1.0057956267686015,-0.2478713826210135,0.010055661972951617,13.173333333333336,3.0,0.041166666666666664,1.895993396030712,XGBoost[GPU allocation scorer] Calibrated,5.0,0.0
75,0.10778094677757166,0.19176079502706433,0.6292628462370988,1.0057956267686015,-0.2478713826210135,0.010055661972951617,13.173333333333336,3.0,0.041166666666666664,1.895993396030712,XGBoost[GPU allocation scorer] Calibration Base,5.0,0.0
75,0.07161114635100496,0.12847140219654052,0.6033578241065889,0.9990020866338978,-0.24937020711910918,0.006459518807435594,0.16,2.0,0.0005,1.5407516417977707,60/40 SPY/TLT,5.0,0.0
75,0.07174948778739343,0.186667549759231,0.46262588602971544,0.7279820534677739,-0.2517310824649418,0.007196436716696688,12.22733980572993,3.0,0.03821043689290603,1.5419952251227658,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,5.0,0.0
75,0.06966681926677065,0.19113382336253984,0.4459970973235535,0.6873100982393063,-0.2530261345740664,0.007103760868337131,12.0,3.0,0.0375,1.5233625580294332,XGBoost[GPU allocation scorer],5.0,0.0
75,0.1664965256807882,0.14190613749541792,1.161380149846702,2.112024808182953,-0.14133037292812312,0.013733914269049598,7.733333333333333,3.0,0.07250000000000001,2.6183129885567413,Rule[Risk-adjusted momentum top-k],5.0,10.0
75,0.16300522723744715,0.139276314571911,1.1589194632104385,2.185586714618464,-0.14179954794227445,0.013450835976800609,7.967240948610101,3.0,0.0746928838932197,2.569717706088134,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,5.0,10.0
75,0.15047249520780226,0.13613545693150536,1.1029828291105808,1.7328049862839345,-0.1491504291036302,0.012512922619047784,4.746666666666667,3.0,0.0445,2.4014663289776608,12M momentum top-k portfolio,5.0,10.0
75,0.15316547527356694,0.17828807402824975,0.8928239846340266,1.259201302736943,-0.233129020498404,0.013264989055552356,0.16,1.0,0.0015,2.4368157727505784,SPY only,5.0,10.0
75,0.1245378838351816,0.14769659618039646,0.8713568397658562,1.53766620436048,-0.16932616885964424,0.010724703274327006,5.868364570280465,3.0,0.05501591784637936,2.0825146573843085,Rule[6M momentum top-k] | inverse-vol capped top-k,5.0,10.0
75,0.12526623008922755,0.1503526882230537,0.8629805854983039,1.5041107022747353,-0.16102700067775533,0.010812620909497903,5.706666666666666,3.0,0.053500000000000006,2.0909590867990526,Rule[6M momentum top-k],5.0,10.0
75,0.11641193134453354,0.13976340816002492,0.8612038822350537,1.134096231885112,-0.17812586947426012,0.010030399141817989,0.16,10.0,0.0015,1.990228462171173,Equal weight universe,5.0,10.0
75,0.1255012581034507,0.16480547381977306,0.801701769893792,1.1866725777800673,-0.2840194457078372,0.01101040333745809,7.7686792326808,3.0,0.07283136780638248,2.0936901264997365,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,5.0,10.0
75,0.12689632978594156,0.16761933308731258,0.7983840097500057,1.1782089334603632,-0.28913593906589163,0.011152049605155869,7.413333333333334,3.0,0.0695,2.1099626989697087,TabPFN[Direct allocation scorer],5.0,10.0
75,0.1404702010072938,0.19397130610259786,0.7751548850472804,1.3383796921526165,-0.3461726139928042,0.012529817123702507,4.746666666666666,3.0,0.04450000000000001,2.2739171588475178,TabPFN[Direct allocation scorer] Calibration Base,5.0,10.0
75,0.13742407765349762,0.1906142720537404,0.771481106359109,1.3304946932373758,-0.34371875543117003,0.012254609124321322,4.98338732586779,3.0,0.046719256180010535,2.2362229941025005,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,10.0
75,0.08041857195510049,0.11158323971901667,0.7509189105289789,1.0263393019547167,-0.18521420844784686,0.006982497066924824,1.0432123756274145,10.0,0.009780116021507012,1.6216243453828578,Inverse volatility universe,5.0,10.0
75,0.05968671401333525,0.09300306916110293,0.6707605207581245,1.0561411475565483,-0.20476726745007445,0.0051985655918837725,4.213333333333333,3.0,0.03950000000000001,1.436677559787762,Low volatility top-k portfolio,5.0,10.0
75,0.07143647910024464,0.12850283770122126,0.6019651166698864,0.9980630393389472,-0.24937020711910918,0.006446185474102261,0.16,2.0,0.0015,1.5391827206971325,60/40 SPY/TLT,5.0,10.0
75,0.09335115677569372,0.1918677217927602,0.5602537484558915,0.8946386851340358,-0.2575720579066828,0.008957884195173838,13.173333333333336,3.0,0.12350000000000001,1.746819091573402,XGBoost[GPU allocation scorer] Calibrated,5.0,10.0
75,0.09335115677569372,0.1918677217927602,0.5602537484558915,0.8946386851340358,-0.2575720579066828,0.008957884195173838,13.173333333333336,3.0,0.12350000000000001,1.746819091573402,XGBoost[GPU allocation scorer] Calibration Base,5.0,10.0
75,0.09120307381004533,0.18730067636561423,0.5587063982736384,0.9111026032596684,-0.25486202195192453,0.008720507190537395,13.449375011486396,3.0,0.12608789073268492,1.725479799281866,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,5.0,10.0
75,0.09120307381004533,0.18730067636561423,0.5587063982736384,0.9111026032596684,-0.25486202195192453,0.008720507190537395,13.449375011486396,3.0,0.12608789073268492,1.725479799281866,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,10.0
75,0.058820412628269425,0.186423459217179,0.3976425558559705,0.623041448751019,-0.2701673212421225,0.006177491732885863,12.22733980572993,3.0,0.11463131067871808,1.4293527062081781,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,5.0,10.0
75,0.05699886326141401,0.19089956730226165,0.38368410916339335,0.5900382395981414,-0.27058283286908,0.006103760868337127,12.0,3.0,0.11250000000000002,1.4140532085222821,XGBoost[GPU allocation scorer],5.0,10.0
75,0.15320191280318207,0.14187495656170174,1.0798732555873252,1.9543826858761175,-0.14399432092916942,0.012767247602382936,7.733333333333333,3.0,0.14500000000000002,2.4372970507733007,Rule[Risk-adjusted momentum top-k],5.0,25.0
75,0.14935160851586793,0.13922598767201552,1.0735005209715849,2.0189843759441968,-0.14527111655637182,0.012454930858224345,7.967240948610101,3.0,0.1493857677864394,2.3868804905372496,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,5.0,25.0
75,0.14241094786870434,0.13606368154647785,1.0512362285281407,1.629926968385629,-0.15164871835281313,0.01191958928571445,4.746666666666667,3.0,0.089,2.2982100908588046,12M momentum top-k portfolio,5.0,25.0
75,0.15286468907238282,0.1784152572713024,0.8908423589858157,1.2551495367212553,-0.233129020498404,0.013244989055552355,0.16,1.0,0.003,2.4328459451989057,SPY only,5.0,25.0
75,0.11613032240079701,0.13986550232045616,0.8588593163351252,1.1306861338616052,-0.17812586947425957,0.01001039914181799,0.16,10.0,0.003,1.9870928859134542,Equal weight universe,5.0,25.0
75,0.1146524604336816,0.14838948998162424,0.8079675484520525,1.4125469617084576,-0.18060965794341344,0.009991157703041946,5.868364570280465,3.0,0.11003183569275872,1.9707055686318904,Rule[6M momentum top-k] | inverse-vol capped top-k,5.0,25.0
75,0.11563937579045414,0.1510549388457205,0.8023004864326438,1.310183961481289,-0.1729680678405322,0.01009928757616457,5.706666666666666,3.0,0.10700000000000001,1.9816363613876642,Rule[6M momentum top-k],5.0,25.0
75,0.1323903784913063,0.19425821468451357,0.7373577777241309,1.277347471718823,-0.3535055821760388,0.011936483790369172,4.746666666666666,3.0,0.08900000000000002,2.1750841650116675,TabPFN[Direct allocation scorer] Calibration Base,5.0,25.0
75,0.07872594964093849,0.11168948541302873,0.736194154137137,1.005122463567342,-0.18589546882034713,0.006852095519971398,1.0432123756274145,10.0,0.019560232043014023,1.6058114067307958,Inverse volatility universe,5.0,25.0
75,0.11456549891882317,0.16744320992474937,0.7328132046501921,1.0779816380271912,-0.3000181688494217,0.010225382938489203,7.413333333333334,3.0,0.139,1.9697448406533802,TabPFN[Direct allocation scorer],5.0,25.0
75,0.11258964482438927,0.1646626741140386,0.7316279894558377,1.0785127339427183,-0.2955933408378324,0.01003931843337299,7.7686792326808,3.0,0.14566273561276497,1.9480218980058683,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,5.0,25.0
75,0.12896892907998248,0.19089523459630967,0.7311876003517193,1.2646834526990365,-0.35154502873295634,0.011631685708587849,4.98338732586779,3.0,0.09343851236002107,2.134334258377835,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,25.0
75,0.05299523587883104,0.09345640091692675,0.5998817261584831,0.9454659000701549,-0.207243445646774,0.004671898925217106,4.213333333333333,3.0,0.07900000000000001,1.3809089338351737,Low volatility top-k portfolio,5.0,25.0
75,0.0711741976000475,0.1285523102462501,0.599866509917324,0.9965141696348406,-0.24937020711910907,0.00642618547410226,0.16,2.0,0.003,1.5368293390461787,60/40 SPY/TLT,5.0,25.0
75,0.0720234939510227,0.19205536392054354,0.4568193699520066,0.7273331628876695,-0.27434061480909633,0.007311217528507171,13.173333333333336,3.0,0.24700000000000003,1.544460819112323,XGBoost[GPU allocation scorer] Calibrated,5.0,25.0
75,0.0720234939510227,0.19205536392054354,0.4568193699520066,0.7273331628876695,-0.27434061480909633,0.007311217528507171,13.173333333333336,3.0,0.24700000000000003,1.544460819112323,XGBoost[GPU allocation scorer] Calibration Base,5.0,25.0
75,0.06948001761940126,0.18746766541810558,0.45059516573603675,0.7315863116386412,-0.2755218630752371,0.007039335314101599,13.449375011486396,3.0,0.25217578146536984,1.5217006140243483,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,5.0,25.0
75,0.06948001761940126,0.18746766541810558,0.45059516573603675,0.7315863116386412,-0.2755218630752371,0.007039335314101599,13.449375011486396,3.0,0.25217578146536984,1.5217006140243483,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,25.0
75,0.03968933358452187,0.1860850471098448,0.299803191887329,0.4681904987505639,-0.3017930437161871,0.004649074257169622,12.22733980572993,3.0,0.22926262135743616,1.275402981547706,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,5.0,25.0
75,0.03824932849212126,0.19057494522131802,0.2898866393790034,0.4451758646293589,-0.30153594608636236,0.004603760868337129,12.0,3.0,0.22500000000000003,1.2644025646962203,XGBoost[GPU allocation scorer],5.0,25.0
75,0.1290818306769843,0.13599922082126775,0.964479090172805,1.5060962648047245,-0.15580166333214263,0.01093070039682556,4.746666666666667,3.0,0.16316666666666665,2.1356686231146234,12M momentum top-k portfolio,5.0,50.0
75,0.13134251793003537,0.14188690509833304,0.9435235605603092,1.6927087693951899,-0.15637749829922243,0.011156136491271826,7.733333333333333,3.0,0.2658333333333333,2.162535180398657,Rule[Risk-adjusted momentum top-k],5.0,50.0
75,0.12691136758520938,0.1392099506682172,0.9305446004783492,1.7407252226563583,-0.16888847281171138,0.010795088993930575,7.967240948610101,3.0,0.2738739076084723,2.1101386818116907,Rule[Risk-adjusted momentum top-k] | inverse-vol capped top-k,5.0,50.0
75,0.1523624613135135,0.17863150665916216,0.8875246681378008,1.2482419452993152,-0.233129020498404,0.013211655722219023,0.16,1.0,0.0055,2.4262295659461244,SPY only,5.0,50.0
75,0.1156601435817941,0.14004120656947083,0.8549254368386454,1.124782226610722,-0.17812586947426012,0.009977065808484654,0.16,10.0,0.0055,1.9818669254839207,Equal weight universe,5.0,50.0
75,0.07590938726287266,0.11187355609140069,0.7116705509525507,0.9696781055541416,-0.18702980441126094,0.006634759608382352,1.0432123756274145,10.0,0.03586042541219238,1.5797854316732194,Inverse volatility universe,5.0,50.0
75,0.09834113520810028,0.14961193423717845,0.7033060667740124,1.1252559500821833,-0.20227729619412338,0.008768581750900183,5.868364570280465,3.0,0.20172503210339096,1.797247165021799,Rule[6M momentum top-k] | inverse-vol capped top-k,5.0,50.0
75,0.09975009658107803,0.15228936751048766,0.7021158863237422,1.1024133719584843,-0.19252741747916136,0.00891039868727568,5.706666666666666,3.0,0.19616666666666666,1.8117053004492447,Rule[6M momentum top-k],5.0,50.0
75,0.11902981956355396,0.19478513005396894,0.6744413127499236,1.1608964445577625,-0.365561268533966,0.010947594901480286,4.746666666666666,3.0,0.16316666666666665,2.019576798183855,TabPFN[Direct allocation scorer] Calibration Base,5.0,50.0
75,0.11499430417343892,0.19141302159679277,0.6641228435135611,1.141110249724754,-0.3644001060677273,0.010593480015698724,4.98338732586779,3.0,0.17130393932670523,1.9744859842499969,TabPFN[Direct allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,50.0
75,0.09427785303822667,0.16720928331989743,0.622999272888702,0.9117480016382772,-0.3178204095814834,0.008680938494044757,7.413333333333334,3.0,0.25483333333333336,1.7560931970113882,TabPFN[Direct allocation scorer],5.0,50.0
75,0.09136056618241506,0.16448705182930576,0.6143348184247188,0.9007717479228541,-0.3145066380965641,0.008420843593231158,7.7686792326808,3.0,0.2670483486234024,1.727036870158952,TabPFN[Direct allocation scorer] | inverse-vol capped top-k,5.0,50.0
75,0.0707363110894379,0.12864094121604921,0.596343784210872,0.9935567980525914,-0.24937020711910918,0.006392852140768928,0.16,2.0,0.0055,1.532907036294586,60/40 SPY/TLT,5.0,50.0
75,0.04191845630962465,0.09431203662308504,0.4827533727346901,0.76874419729852,-0.21135897858551544,0.0037941211474393274,4.213333333333333,3.0,0.14483333333333334,1.2925900821842549,Low volatility top-k portfolio,5.0,50.0
75,0.037308063674649006,0.19244052625402505,0.2847699394482742,0.4499839325805601,-0.3251717663341911,0.004566773084062729,13.173333333333336,3.0,0.45283333333333325,1.2572552629327263,XGBoost[GPU allocation scorer] Calibrated,5.0,50.0
75,0.037308063674649006,0.19244052625402505,0.2847699394482742,0.4499839325805601,-0.3251717663341911,0.004566773084062729,13.173333333333336,3.0,0.45283333333333325,1.2572552629327263,XGBoost[GPU allocation scorer] Calibration Base,5.0,50.0
75,0.034139488363341464,0.18781798984487247,0.27073331091713515,0.4360524309234622,-0.3322451935756997,0.0042373821867086,13.449375011486396,3.0,0.46232226601984466,1.233444212949249,XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,5.0,50.0
75,0.034139488363341464,0.18781798984487247,0.27073331091713515,0.4360524309234622,-0.3322451935756997,0.0042373821867086,13.449375011486396,3.0,0.46232226601984466,1.233444212949249,XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,5.0,50.0
75,0.00849307247485065,0.1855953951124782,0.1358899101802929,0.21084284674921494,-0.35160958314117263,0.0021017117976425527,12.22733980572993,3.0,0.4203148058219663,1.0542794605576618,XGBoost[GPU allocation scorer] | inverse-vol capped top-k,5.0,50.0
75,0.007662590491853027,0.1901056699410063,0.13279525238715725,0.20317997583543526,-0.3503523926517409,0.0021037608683371293,12.0,3.0,0.4125,1.0488650106002781,XGBoost[GPU allocation scorer],5.0,50.0
