Model,Evaluation Window,bin,rows,observed_rate,mean_predicted_probability,score_min,score_max
TabPFN[Direct allocation scorer],holdout,"(0.299, 0.319]",98,0.336734693877551,0.3184555251987613,0.31575092673301697,0.3191697299480438
TabPFN[Direct allocation scorer],holdout,"(0.319, 0.32]",53,0.3018867924528302,0.3199804723262787,0.3199804723262787,0.3199804723262787
TabPFN[Direct allocation scorer],holdout,"(0.32, 0.322]",112,0.36607142857142855,0.32129740103014875,0.3201465308666229,0.32177734375
TabPFN[Direct allocation scorer],holdout,"(0.322, 0.323]",57,0.3157894736842105,0.3225167022462477,0.3224310576915741,0.3225885331630707
TabPFN[Direct allocation scorer],holdout,"(0.323, 0.324]",89,0.29213483146067415,0.32369206460674155,0.3232421875,0.32421875
TabPFN[Direct allocation scorer],holdout,"(0.324, 0.33]",41,0.36585365853658536,0.32582956915948447,0.3251953125,0.32861328125
TabPFN[Direct allocation scorer],holdout,"(0.33, 0.354]",75,0.4266666666666667,0.34924256483713784,0.341796875,0.3541768491268158
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.112, 0.194]",24,0.25,0.12339728077252705,0.11295640468597412,0.12977658212184906
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.194, 0.212]",25,0.16,0.20681226074695588,0.201171875,0.21210642158985138
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.212, 0.263]",23,0.30434782608695654,0.221505058200463,0.21493957936763763,0.23056267201900482
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.263, 0.316]",24,0.3333333333333333,0.30861423164606094,0.27734375,0.31591796875
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.316, 0.32]",24,0.2916666666666667,0.3183031442264716,0.31640625,0.3199804723262787
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.32, 0.323]",27,0.2962962962962963,0.32174052353258487,0.3201465308666229,0.3232421875
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.323, 0.325]",22,0.4090909090909091,0.32475142045454547,0.32373046875,0.3251953125
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.325, 0.329]",25,0.32,0.32694502115249635,0.32600733637809753,0.32861328125
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.329, 0.342]",22,0.3181818181818182,0.33667005463079974,0.3302416503429413,0.34163615107536316
TabPFN[Direct allocation scorer] Calibration Base,calibration,"(0.342, 0.433]",24,0.3333333333333333,0.36220740030209225,0.34245237708091736,0.43310546875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.116, 0.189]",75,0.24,0.12535834372043608,0.11697191745042801,0.138671875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.189, 0.219]",75,0.16,0.2088928387562434,0.19413919746875763,0.21805979311466217
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.219, 0.278]",75,0.18666666666666668,0.23085822661717734,0.21875,0.263671875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.278, 0.318]",77,0.2987012987012987,0.3120595723777622,0.28466796875,0.3180263936519623
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.318, 0.322]",73,0.3835616438356164,0.3204449480527068,0.318359375,0.32210013270378113
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.322, 0.324]",78,0.3717948717948718,0.32319665604676956,0.322265625,0.32421875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.324, 0.328]",79,0.3670886075949367,0.3260909239702587,0.3243837058544159,0.32763671875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.328, 0.331]",72,0.2777777777777778,0.32951047271490097,0.3277967870235443,0.3310546875
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.331, 0.344]",74,0.36486486486486486,0.3392373198592985,0.3312179744243622,0.34423828125
TabPFN[Direct allocation scorer] Calibration Base,holdout,"(0.344, 0.402]",72,0.3472222222222222,0.36250583661927116,0.34440645575523376,0.40234375
