Strategy,Metric,Point Estimate,Bootstrap Median,CI Lower,CI Upper,Bootstrap Iterations Requested,Bootstrap Iterations Used,Confidence Level
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,annualized_volatility,0.18720740878912948,0.18375450744138716,0.1518423742292387,0.2275628226154995,50,50,0.95
XGBoost[GPU allocation scorer] Calibrated | inverse-vol capped top-k,sharpe,0.6308268570233666,0.6092239944649214,-0.1395379481882453,1.4616831631990626,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base,mean_monthly_return,0.010055661972951617,0.008842344046494853,-0.0007988689175671079,0.018573323327852845,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base,cagr,0.10778094677757166,0.0886222748951141,-0.022283062237129437,0.22733570357453264,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base,annualized_volatility,0.1917607950270643,0.19177370586914577,0.14451785774475412,0.23084247276036407,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base,sharpe,0.6292628462370989,0.5183721127117809,-0.08149533559524122,1.2188743776859587,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,mean_monthly_return,0.009841288441494594,0.010373730617703553,-0.005058650123671922,0.020852826232063432,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,cagr,0.1059051726320499,0.10935659408897491,-0.07830340209141186,0.2666314658720979,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,annualized_volatility,0.18720740878912948,0.18948752388152637,0.1557546405584724,0.21446035779902325,50,50,0.95
XGBoost[GPU allocation scorer] Calibration Base | inverse-vol capped top-k,sharpe,0.6308268570233666,0.6021792145459297,-0.29611224077145964,1.5348040536996685,50,50,0.95
