Unnamed: 1_level_0,Unnamed: 2_level_0,Average Precision,Average Precision,Average Precision,Average Precision,Average Precision,Top 1% Recall,Top 1% Recall,Top 1% Recall,Top 1% Recall,Top 1% Recall,Brier Score,Brier Score,Brier Score,Brier Score,Brier Score,Workflow Seconds,Workflow Seconds,Workflow Seconds,Workflow Seconds,Workflow Seconds
Unnamed: 1_level_1,Feature Set,Raw,Raw + TabICL embeddings,Raw + TabPFN + TabICL embeddings,Raw + TabPFN embeddings,Raw all-history incumbent,Raw,Raw + TabICL embeddings,Raw + TabPFN + TabICL embeddings,Raw + TabPFN embeddings,Raw all-history incumbent,Raw,Raw + TabICL embeddings,Raw + TabPFN + TabICL embeddings,Raw + TabPFN embeddings,Raw all-history incumbent,Raw,Raw + TabICL embeddings,Raw + TabPFN + TabICL embeddings,Raw + TabPFN embeddings,Raw all-history incumbent
Calibration,Holdout,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2,Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,Unnamed: 10_level_2,Unnamed: 11_level_2,Unnamed: 12_level_2,Unnamed: 13_level_2,Unnamed: 14_level_2,Unnamed: 15_level_2,Unnamed: 16_level_2,Unnamed: 17_level_2,Unnamed: 18_level_2,Unnamed: 19_level_2,Unnamed: 20_level_2,Unnamed: 21_level_2,Unnamed: 22_level_2
none,full,0.7898,0.8152,0.8162,0.7977,0.792,0.8667,0.88,0.8667,0.8667,0.8533,0.0004,0.0004,0.0004,0.0005,0.0005,30.5842,379.9137,837.1185,485.9697,270.9114
none,sampled,0.8294,0.8437,0.8447,0.8268,0.8227,0.8667,0.88,0.8667,0.8667,0.84,0.0011,0.001,0.001,0.001,0.0011,30.1446,371.3592,826.0831,482.185,270.4825
sigmoid,full,0.7995,0.8042,0.8046,0.7954,0.7951,0.84,0.88,0.88,0.8667,0.8667,0.0004,0.0004,0.0004,0.0004,0.0004,31.5715,394.1297,857.3946,491.3707,272.1382
sigmoid,sampled,0.8238,0.8349,0.8361,0.8219,0.8292,0.8267,0.8667,0.8667,0.84,0.8667,0.0012,0.0011,0.0011,0.0011,0.0011,30.7205,379.5715,837.7747,485.7505,271.2541
